POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date,Year
50,Ashok Dinda,4.0,31,3,0,14,8.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2013-04-28,2013
51,Lakshmipathy Balaji,3.0,7,0,1,13,0.0,MI,Wankhede Stadium,2013-05-07,2013
52,Jacques Kallis,4.0,13,3,0,13,8.0,SRH,Eden Gardens,2013-04-14,2013
53,Harbhajan Singh,4.0,13,1,0,13,24.0,CSK,Wankhede Stadium,2013-05-05,2013
54,Thisara Perera,3.1,11,2,0,13,9.5,DC,Rajiv Gandhi Intl. Cricket Stadium,2013-05-04,2013
55,Ishant Sharma,3.0,11,1,1,13,18.0,DC,Rajiv Gandhi Intl. Cricket Stadium,2013-05-04,2013
56,Amit Mishra,4.0,15,1,0,13,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,2013-04-07,2013
57,James Faulkner,4.0,16,0,0,13,0.0,KKR,Eden Gardens,2013-05-03,2013
58,Dale Steyn,4.0,16,0,0,13,0.0,RCB,M. Chinnaswamy Stadium,2013-04-09,2013
59,James Faulkner,4.0,17,2,0,13,12.0,PWI,Maharashtra Cricket Association's International Stadium,2013-04-11,2013
60,Ravi Rampaul,4.0,17,1,1,13,24.0,KKR,JSCA Stadium,2013-05-12,2013
61,Roelof van der Merwe,4.0,17,1,1,13,24.0,PBKS,Arun Jaitley Stadium,2013-04-23,2013
62,Sunil Narine,4.0,17,0,0,13,0.0,RCB,M. Chinnaswamy Stadium,2013-04-11,2013
63,Dale Steyn,4.0,17,0,1,13,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,2013-05-08,2013
64,Ajit Chandila,3.0,13,2,0,13,9.0,SRH,Sawai Mansingh Stadium,2013-04-27,2013
65,Vinay Kumar,4.0,18,3,0,13,8.0,RR,M. Chinnaswamy Stadium,2013-04-20,2013
66,Mitchell Johnson,4.0,19,2,0,13,12.0,CSK,Eden Gardens,2013-05-26,2013
67,Praveen Kumar,4.0,19,1,0,13,24.0,DC,HPCA Stadium,2013-05-16,2013
68,James Faulkner,4.0,20,5,0,13,4.8,SRH,Sawai Mansingh Stadium,2013-04-27,2013
69,Thisara Perera,4.0,20,3,0,13,8.0,PWI,Maharashtra Cricket Association's International Stadium,2013-04-17,2013
70,Shanthakumaran Sreesanth,4.0,20,2,1,13,12.0,PBKS,Sawai Mansingh Stadium,2013-04-14,2013
71,Dale Steyn,4.0,20,2,0,13,12.0,PBKS,IS Bindra Stadium,2013-05-11,2013
72,Ashok Dinda,4.0,21,2,0,13,12.0,DC,Maharashtra Cricket Association's International Stadium,2013-05-19,2013
73,Lasith Malinga,4.0,22,2,0,13,12.0,CSK,Eden Gardens,2013-05-26,2013
74,Ishant Sharma,4.0,22,1,0,13,24.0,PWI,Maharashtra Cricket Association's International Stadium,2013-04-17,2013
75,Anand Rajan,4.0,22,1,0,13,24.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,2013-05-19,2013
76,Ishant Sharma,4.0,22,0,0,13,0.0,PWI,Rajiv Gandhi Intl. Cricket Stadium,2013-04-05,2013
77,Umesh Yadav,4.0,24,2,0,13,12.0,PWI,Shaheed Veer Narayan Singh International Cricket Stadium,2013-04-28,2013
78,Dale Steyn,4.0,24,2,0,13,12.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,2013-05-19,2013
79,Jaydev Unadkat,4.0,25,5,0,13,4.8,DC,Arun Jaitley Stadium,2013-05-10,2013
80,Shanthakumaran Sreesanth,4.0,25,1,0,13,24.0,KKR,Sawai Mansingh Stadium,2013-04-08,2013
81,Mitchell Johnson,4.0,26,2,0,13,12.0,KKR,Eden Gardens,2013-04-24,2013
82,Mohit Sharma,4.0,26,1,0,13,24.0,MI,Eden Gardens,2013-05-26,2013
83,Praveen Kumar,4.0,28,0,0,13,0.0,KKR,Eden Gardens,2013-04-26,2013
84,Ryan Harris,4.0,30,0,0,13,0.0,RR,Sawai Mansingh Stadium,2013-04-14,2013
85,Bhuvneshwar Kumar,4.0,30,0,0,13,0.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2013-04-28,2013
86,Dirk Nannes,4.0,31,1,0,13,24.0,RCB,Chidambaram,2013-04-13,2013
87,Ishant Sharma,3.4,30,1,0,13,22.0,RCB,M. Chinnaswamy Stadium,2013-04-09,2013
88,Wayne Parnell,4.0,34,2,0,13,12.0,KKR,JSCA Stadium,2013-05-15,2013
89,Azhar Mahmood,4.0,35,3,0,13,8.0,KKR,Eden Gardens,2013-04-26,2013
90,Lasith Malinga,3.0,6,2,0,12,9.0,CSK,Wankhede Stadium,2013-05-05,2013
91,Ankeet Chavan,3.0,10,0,0,12,0.0,MI,Sawai Mansingh Stadium,2013-04-17,2013
92,Ali Murtaza,4.0,15,3,0,12,8.0,DC,Maharashtra Cricket Association's International Stadium,2013-05-19,2013
93,Ajantha Mendis,4.0,15,1,0,12,24.0,MI,Maharashtra Cricket Association's International Stadium,2013-05-11,2013
94,James Faulkner,4.0,16,5,1,12,4.8,SRH,Rajiv Gandhi Intl. Cricket Stadium,2013-05-17,2013
95,Dale Steyn,4.0,17,2,0,12,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,2013-05-17,2013
96,Mohit Sharma,3.0,13,0,0,12,0.0,KKR,Eden Gardens,2013-04-20,2013
97,Vikramjeet Malik,3.0,14,2,0,12,9.0,SRH,Arun Jaitley Stadium,2013-05-22,2013
98,Ajit Chandila,3.0,14,0,0,12,0.0,PBKS,Sawai Mansingh Stadium,2013-04-14,2013
99,Lasith Malinga,4.0,20,1,0,12,24.0,DC,Wankhede Stadium,2013-04-09,2013
100,Sandeep Sharma,4.0,21,3,0,12,8.0,SRH,IS Bindra Stadium,2013-05-11,2013
101,Rahul Sharma,4.0,21,2,0,12,12.0,SRH,Maharashtra Cricket Association's International Stadium,2013-04-17,2013
102,Dhawal Kulkarni,4.0,21,2,0,12,12.0,RR,Wankhede Stadium,2013-05-15,2013
103,Siddharth Trivedi,4.0,21,1,0,12,24.0,DC,Sawai Mansingh Stadium,2013-05-07,2013
104,Thisara Perera,4.0,21,1,0,12,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,2013-04-07,2013
105,Vinay Kumar,4.0,21,1,0,12,24.0,DC,M. Chinnaswamy Stadium,2013-04-16,2013
106,Morne Morkel,4.0,22,1,0,12,24.0,PBKS,HPCA Stadium,2013-05-16,2013
107,Ishant Sharma,4.0,22,0,0,12,0.0,RR,Rajiv Gandhi Intl. Cricket Stadium,2013-05-17,2013
108,Siddharth Trivedi,4.0,23,3,0,12,8.0,KKR,Sawai Mansingh Stadium,2013-04-08,2013
109,Shane Watson,4.0,23,0,0,12,0.0,CSK,Sawai Mansingh Stadium,2013-05-12,2013
110,Jaydev Unadkat,4.0,24,2,0,12,12.0,DC,M. Chinnaswamy Stadium,2013-04-16,2013
111,Mitchell Johnson,4.0,27,0,0,12,0.0,RCB,Wankhede Stadium,2013-04-27,2013
112,Ravi Rampaul,4.0,28,2,1,12,12.0,RR,Sawai Mansingh Stadium,2013-04-29,2013
113,Mohit Sharma,4.0,28,2,0,12,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2013-05-08,2013
114,Parvinder Awana,4.0,28,1,0,12,24.0,DC,HPCA Stadium,2013-05-16,2013
115,Munaf Patel,4.0,29,3,0,12,8.0,CSK,Chidambaram,2013-04-06,2013
116,Ravindra Jadeja,4.0,29,3,0,12,8.0,MI,Wankhede Stadium,2013-05-05,2013
117,Irfan Pathan,4.0,29,2,1,12,12.0,PWI,Shaheed Veer Narayan Singh International Cricket Stadium,2013-04-28,2013
118,Shane Watson,4.0,29,0,0,12,0.0,PWI,Sawai Mansingh Stadium,2013-05-05,2013
119,Kane Richardson,3.5,28,1,0,12,23.0,MI,Maharashtra Cricket Association's International Stadium,2013-05-11,2013
120,Ravi Rampaul,4.0,31,3,0,12,8.0,CSK,Chidambaram,2013-04-13,2013
121,Ashish Nehra,4.0,31,1,0,12,24.0,RCB,M. Chinnaswamy Stadium,2013-04-16,2013
122,Mitchell Johnson,4.0,33,3,0,12,8.0,PWI,Wankhede Stadium,2013-04-13,2013
123,Sunil Narine,4.0,33,3,0,12,8.0,PBKS,IS Bindra Stadium,2013-04-16,2013
124,Mohit Sharma,4.0,33,2,0,12,12.0,SRH,Chidambaram,2013-04-25,2013
125,Harmeet Singh,4.0,34,1,0,12,24.0,PWI,Maharashtra Cricket Association's International Stadium,2013-04-11,2013
126,Mohit Sharma,3.4,32,2,0,12,11.0,MI,Arun Jaitley Stadium,2013-05-21,2013
127,Ashish Nehra,4.0,38,2,0,12,12.0,PBKS,HPCA Stadium,2013-05-16,2013
128,Parvinder Awana,4.0,38,1,0,12,24.0,PWI,IS Bindra Stadium,2013-04-21,2013
129,Parvinder Awana,4.0,39,3,0,12,8.0,RCB,M. Chinnaswamy Stadium,2013-05-14,2013
130,Mohit Sharma,3.0,10,3,0,11,6.0,DC,Arun Jaitley Stadium,2013-04-18,2013
131,Jacques Kallis,4.0,14,2,0,11,12.0,PBKS,Eden Gardens,2013-04-26,2013
132,Kevon Cooper,4.0,15,3,0,11,8.0,KKR,Sawai Mansingh Stadium,2013-04-08,2013
133,Albie Morkel,3.0,12,2,0,11,9.0,MI,Eden Gardens,2013-05-26,2013
134,Amit Mishra,4.0,16,1,0,11,24.0,DC,Rajiv Gandhi Intl. Cricket Stadium,2013-05-04,2013
135,Praveen Kumar,3.0,12,1,1,11,18.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2013-04-19,2013
136,Sunil Narine,4.0,17,3,0,11,8.0,MI,Eden Gardens,2013-04-24,2013
137,Shahbaz Nadeem,4.0,17,2,0,11,12.0,SRH,Arun Jaitley Stadium,2013-04-12,2013
138,Bhuvneshwar Kumar,4.0,17,1,0,11,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2013-04-05,2013
139,Albie Morkel,3.0,13,1,0,11,18.0,DC,Arun Jaitley Stadium,2013-04-18,2013
140,Ravichandran Ashwin,4.0,18,2,0,11,12.0,DC,Arun Jaitley Stadium,2013-04-18,2013
141,Harbhajan Singh,3.0,14,2,0,11,9.0,CSK,Eden Gardens,2013-05-26,2013
142,Chris Morris,3.0,14,0,0,11,0.0,MI,Wankhede Stadium,2013-05-05,2013
143,Piyush Chawla,4.0,19,1,0,11,24.0,PWI,Maharashtra Cricket Association's International Stadium,2013-04-07,2013
144,James Faulkner,3.2,16,3,1,11,6.66,MI,Sawai Mansingh Stadium,2013-04-17,2013
145,Mitchell Johnson,3.0,15,1,0,11,18.0,RCB,M. Chinnaswamy Stadium,2013-04-04,2013
146,Anand Rajan,4.0,20,1,0,11,24.0,DC,Arun Jaitley Stadium,2013-04-12,2013
147,Vinay Kumar,3.2,17,2,0,11,10.0,KKR,JSCA Stadium,2013-05-12,2013
148,Azhar Mahmood,4.0,21,3,0,11,8.0,KKR,IS Bindra Stadium,2013-04-16,2013
149,Mohit Sharma,4.0,21,3,0,11,8.0,PWI,Maharashtra Cricket Association's International Stadium,2013-04-30,2013
150,Yuvraj Singh,4.0,21,1,0,11,24.0,MI,Maharashtra Cricket Association's International Stadium,2013-05-11,2013
1,Bhuvneshwar Kumar,4.0,16,2,0,18,12.0,RCB,M. Chinnaswamy Stadium,2014-05-04,2014
2,Harbhajan Singh,4.0,13,2,0,17,12.0,RR,Narendra Modi Stadium,2014-05-19,2014
3,Bhuvneshwar Kumar,4.0,14,4,0,17,6.0,RR,Narendra Modi Stadium,2014-05-08,2014
4,Ravichandran Ashwin,4.0,16,2,1,17,12.0,RCB,JSCA Stadium,2014-05-18,2014
5,Wayne Parnell,4.0,17,1,0,17,24.0,MI,Sharjah Cricket Stadium,2014-04-27,2014
6,Mitchell Starc,4.0,15,0,0,16,0.0,PBKS,Dubai International Stadium,2014-04-28,2014
7,Morne Morkel,4.0,16,1,0,16,24.0,MI,Zayed Cricket Stadium,2014-04-16,2014
8,Bhuvneshwar Kumar,4.0,17,2,0,16,12.0,MI,Dubai International Stadium,2014-04-30,2014
9,Morne Morkel,4.0,20,2,0,16,12.0,PBKS,Barabati Stadium,2014-05-11,2014
10,Praveen Kumar,4.0,20,1,0,16,24.0,PBKS,IS Bindra Stadium,2014-05-21,2014
11,Sandeep Sharma,4.0,21,3,1,16,8.0,KKR,Zayed Cricket Stadium,2014-04-26,2014
12,Umesh Yadav,4.0,13,3,0,15,8.0,PBKS,Eden Gardens,2014-05-28,2014
13,Bhuvneshwar Kumar,4.0,19,3,0,15,8.0,PBKS,Sharjah Cricket Stadium,2014-04-22,2014
14,Samuel Badree,4.0,19,1,0,15,24.0,RR,JSCA Stadium,2014-05-13,2014
15,Dale Steyn,4.0,20,2,0,15,12.0,MI,Dubai International Stadium,2014-04-30,2014
16,Sandeep Sharma,4.0,25,3,0,15,8.0,RCB,M. Chinnaswamy Stadium,2014-05-09,2014
17,Morne Morkel,4.0,32,1,1,15,24.0,SRH,Eden Gardens,2014-05-24,2014
18,Ishwar Pandey,4.0,34,1,0,15,24.0,MI,Wankhede Stadium,2014-05-10,2014
19,Ravindra Jadeja,4.0,12,4,0,14,6.0,KKR,JSCA Stadium,2014-05-02,2014
20,Mohit Sharma,4.0,14,4,0,14,6.0,MI,Dubai International Stadium,2014-04-25,2014
21,Karn Sharma,4.0,17,3,0,14,8.0,RCB,M. Chinnaswamy Stadium,2014-05-04,2014
22,Lasith Malinga,4.0,17,2,0,14,12.0,DC,Sharjah Cricket Stadium,2014-04-27,2014
23,Sunil Narine,4.0,17,1,0,14,24.0,RCB,Sharjah Cricket Stadium,2014-04-24,2014
24,Pravin Tambe,4.0,20,4,0,14,6.0,RCB,Zayed Cricket Stadium,2014-04-26,2014
25,Morne Morkel,4.0,21,0,0,14,0.0,RCB,Eden Gardens,2014-05-22,2014
26,Ishwar Pandey,4.0,22,1,1,14,24.0,RR,Dubai International Stadium,2014-04-23,2014
27,Axar Patel,4.0,22,1,0,14,24.0,RR,Sharjah Cricket Stadium,2014-04-20,2014
28,Morne Morkel,4.0,23,2,0,14,12.0,PBKS,Eden Gardens,2014-05-28,2014
29,Mitchell Starc,4.0,29,2,0,14,12.0,RR,Zayed Cricket Stadium,2014-04-26,2014
30,Mohammad Shami,4.0,30,1,0,14,24.0,RCB,Sharjah Cricket Stadium,2014-04-17,2014
31,Morne Morkel,4.0,35,2,0,14,12.0,MI,Barabati Stadium,2014-05-14,2014
32,Axar Patel,4.0,11,2,1,13,12.0,KKR,Eden Gardens,2014-05-28,2014
33,Amit Mishra,4.0,13,0,0,13,0.0,RR,Narendra Modi Stadium,2014-05-08,2014
34,Varun Aaron,4.0,16,3,0,13,8.0,KKR,Sharjah Cricket Stadium,2014-04-24,2014
35,Ravi Rampaul,4.0,16,0,0,13,0.0,RR,Zayed Cricket Stadium,2014-04-26,2014
36,Sunil Narine,4.0,20,4,0,13,6.0,MI,Zayed Cricket Stadium,2014-04-16,2014
37,Sunil Narine,4.0,21,1,0,13,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-18,2014
38,Shakib Al Hasan,4.0,21,1,0,13,24.0,MI,Barabati Stadium,2014-05-14,2014
39,Yuzvendra Chahal,3.0,17,1,1,13,18.0,RR,Zayed Cricket Stadium,2014-04-26,2014
40,Ishwar Pandey,4.0,23,2,0,13,12.0,DC,Zayed Cricket Stadium,2014-04-21,2014
41,Jasprit Bumrah,4.0,25,0,0,13,0.0,PBKS,Wankhede Stadium,2014-05-03,2014
42,Morne Morkel,4.0,26,1,0,13,24.0,PBKS,Zayed Cricket Stadium,2014-04-26,2014
43,Muttiah Muralitharan,4.0,26,0,0,13,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-20,2014
44,Mohit Sharma,4.0,31,3,0,13,8.0,RR,JSCA Stadium,2014-05-13,2014
45,Ben Hilfenhaus,4.0,34,1,0,13,24.0,DC,Arun Jaitley Stadium,2014-05-05,2014
46,Varun Aaron,3.0,9,1,1,12,18.0,DC,Sharjah Cricket Stadium,2014-04-17,2014
47,Lakshmipathy Balaji,4.0,13,4,0,12,6.0,SRH,Sharjah Cricket Stadium,2014-04-22,2014
48,Shakib Al Hasan,4.0,13,1,0,12,24.0,DC,Arun Jaitley Stadium,2014-05-07,2014
49,Ashok Dinda,4.0,14,1,0,12,24.0,MI,Dubai International Stadium,2014-04-19,2014
50,Harbhajan Singh,4.0,14,0,0,12,0.0,RCB,Dubai International Stadium,2014-04-19,2014
51,Karanveer Singh,4.0,16,2,0,12,12.0,RR,IS Bindra Stadium,2014-05-23,2014
52,Axar Patel,4.0,18,1,1,12,24.0,DC,Arun Jaitley Stadium,2014-05-19,2014
53,Mitchell Johnson,4.0,19,2,0,12,12.0,RCB,Dubai International Stadium,2014-04-28,2014
54,Karn Sharma,4.0,19,2,0,12,12.0,CSK,JSCA Stadium,2014-05-22,2014
55,Sandeep Sharma,3.0,15,3,1,12,6.0,RCB,Dubai International Stadium,2014-04-28,2014
56,Ankit Sharma,4.0,20,2,0,12,12.0,CSK,JSCA Stadium,2014-05-13,2014
57,Albie Morkel,4.0,20,1,0,12,24.0,PBKS,M. Chinnaswamy Stadium,2014-05-09,2014
58,Dale Steyn,4.0,20,0,0,12,0.0,CSK,Sharjah Cricket Stadium,2014-04-27,2014
59,Axar Patel,4.0,20,0,0,12,0.0,KKR,Barabati Stadium,2014-05-11,2014
60,Shane Watson,4.0,21,3,0,12,8.0,KKR,Narendra Modi Stadium,2014-05-05,2014
61,Zaheer Khan,4.0,21,2,0,12,12.0,RCB,Dubai International Stadium,2014-04-19,2014
62,Bhuvneshwar Kumar,4.0,21,2,0,12,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2014-05-12,2014
63,Ishwar Pandey,4.0,21,0,0,12,0.0,MI,Dubai International Stadium,2014-04-25,2014
64,Jasprit Bumrah,4.0,22,2,0,12,12.0,RCB,Wankhede Stadium,2014-05-06,2014
65,Rishi Dhawan,4.0,23,2,0,12,12.0,MI,Wankhede Stadium,2014-05-03,2014
66,Shahbaz Nadeem,4.0,24,1,0,12,24.0,SRH,Dubai International Stadium,2014-04-25,2014
67,Shakib Al Hasan,4.0,25,2,0,12,12.0,CSK,JSCA Stadium,2014-05-02,2014
68,Mitchell Johnson,4.0,25,1,0,12,24.0,RCB,M. Chinnaswamy Stadium,2014-05-09,2014
69,Shakib Al Hasan,4.0,25,1,1,12,24.0,SRH,Eden Gardens,2014-05-24,2014
70,Shivam Sharma,4.0,26,2,0,12,12.0,RCB,M. Chinnaswamy Stadium,2014-05-09,2014
71,Mitchell Johnson,4.0,26,2,0,12,12.0,SRH,Sharjah Cricket Stadium,2014-04-22,2014
72,Ravichandran Ashwin,4.0,26,1,0,12,24.0,MI,Brabourne Stadium,2014-05-28,2014
73,Nathan Coulter-Nile,4.0,27,2,0,12,12.0,KKR,Dubai International Stadium,2014-04-19,2014
74,Pravin Tambe,4.0,27,1,0,12,24.0,CSK,Dubai International Stadium,2014-04-23,2014
75,Harbhajan Singh,4.0,27,0,0,12,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-12,2014
76,Axar Patel,4.0,28,2,0,12,12.0,DC,IS Bindra Stadium,2014-05-25,2014
77,Pat Cummins,4.0,29,1,1,12,24.0,CSK,Eden Gardens,2014-05-20,2014
78,Ravindra Jadeja,4.0,31,1,0,12,24.0,RCB,JSCA Stadium,2014-05-18,2014
79,Vinay Kumar,4.0,32,1,0,12,24.0,SRH,Eden Gardens,2014-05-24,2014
80,Rajat Bhatia,4.0,13,2,0,11,12.0,CSK,Dubai International Stadium,2014-04-23,2014
81,Rishi Dhawan,4.0,14,2,0,11,12.0,RCB,Dubai International Stadium,2014-04-28,2014
82,Axar Patel,4.0,16,2,0,11,12.0,KKR,Zayed Cricket Stadium,2014-04-26,2014
83,Lakshmipathy Balaji,4.0,17,1,0,11,24.0,RCB,Dubai International Stadium,2014-04-28,2014
84,Kane Richardson,4.0,18,2,0,11,12.0,RCB,Zayed Cricket Stadium,2014-04-26,2014
85,Yuzvendra Chahal,4.0,18,1,0,11,24.0,DC,Sharjah Cricket Stadium,2014-04-17,2014
86,Parvinder Awana,3.0,15,2,1,11,9.0,DC,IS Bindra Stadium,2014-05-25,2014
87,Dale Steyn,4.0,20,2,0,11,12.0,DC,Arun Jaitley Stadium,2014-05-10,2014
88,Wayne Parnell,4.0,21,2,0,11,12.0,KKR,Arun Jaitley Stadium,2014-05-07,2014
89,Mitchell Starc,4.0,21,2,0,11,12.0,MI,Dubai International Stadium,2014-04-19,2014
90,Mitchell Starc,4.0,21,2,0,11,12.0,SRH,M. Chinnaswamy Stadium,2014-05-04,2014
91,Ravichandran Ashwin,4.0,21,1,0,11,24.0,KKR,JSCA Stadium,2014-05-02,2014
92,Imran Tahir,4.0,22,3,0,11,8.0,PBKS,Arun Jaitley Stadium,2014-05-19,2014
93,Rishi Dhawan,4.0,22,1,0,11,24.0,DC,IS Bindra Stadium,2014-05-25,2014
94,Lasith Malinga,4.0,22,0,0,11,0.0,CSK,Dubai International Stadium,2014-04-25,2014
95,Dhawal Kulkarni,4.0,23,2,0,11,12.0,SRH,Zayed Cricket Stadium,2014-04-18,2014
96,Zaheer Khan,4.0,23,1,0,11,24.0,KKR,Zayed Cricket Stadium,2014-04-16,2014
97,Sunil Narine,4.0,24,3,0,11,8.0,PBKS,Zayed Cricket Stadium,2014-04-26,2014
98,Sunil Narine,4.0,24,1,0,11,24.0,CSK,Eden Gardens,2014-05-20,2014
99,Dhawal Kulkarni,3.0,18,0,0,11,0.0,CSK,Dubai International Stadium,2014-04-23,2014
100,Lasith Malinga,4.0,25,1,0,11,24.0,PBKS,Wankhede Stadium,2014-05-03,2014
101,Wayne Parnell,4.0,25,1,0,11,24.0,CSK,Arun Jaitley Stadium,2014-05-05,2014
102,Mitchell Johnson,4.0,26,0,0,11,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-14,2014
103,Dale Steyn,4.0,26,0,0,11,0.0,PBKS,Sharjah Cricket Stadium,2014-04-22,2014
104,Mitchell Johnson,3.2,22,2,0,11,10.0,KKR,Zayed Cricket Stadium,2014-04-26,2014
105,Axar Patel,4.0,27,1,0,11,24.0,MI,IS Bindra Stadium,2014-05-21,2014
106,Kane Richardson,4.0,28,1,0,11,24.0,KKR,Zayed Cricket Stadium,2014-04-29,2014
107,Dale Steyn,4.0,29,2,0,11,12.0,RR,Zayed Cricket Stadium,2014-04-18,2014
108,Mitchell Johnson,4.0,29,1,0,11,24.0,RR,Sharjah Cricket Stadium,2014-04-20,2014
109,Jasprit Bumrah,4.0,30,1,1,11,24.0,RR,Wankhede Stadium,2014-05-25,2014
110,Dale Steyn,4.0,31,2,0,11,12.0,RR,Narendra Modi Stadium,2014-05-08,2014
111,Praveen Kumar,4.0,31,2,0,11,12.0,CSK,Wankhede Stadium,2014-05-10,2014
112,Laxmi Ratan Shukla,4.0,31,1,0,11,24.0,CSK,Arun Jaitley Stadium,2014-05-05,2014
113,Shivam Sharma,4.0,31,1,0,11,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-14,2014
114,Ben Hilfenhaus,4.0,32,2,0,11,12.0,SRH,Sharjah Cricket Stadium,2014-04-27,2014
115,Ben Hilfenhaus,4.0,32,1,0,11,24.0,RR,Dubai International Stadium,2014-04-23,2014
116,Sandeep Sharma,4.0,32,0,0,11,0.0,KKR,Barabati Stadium,2014-05-11,2014
117,Lasith Malinga,3.4,30,1,0,11,22.0,KKR,Barabati Stadium,2014-05-14,2014
118,Sandeep Sharma,4.0,35,3,0,11,8.0,DC,Arun Jaitley Stadium,2014-05-19,2014
119,Sandeep Sharma,3.1,29,2,0,11,9.5,MI,Wankhede Stadium,2014-05-03,2014
120,Ishant Sharma,4.0,37,2,0,11,12.0,CSK,Sharjah Cricket Stadium,2014-04-27,2014
121,Siddarth Kaul,4.0,37,1,0,11,24.0,RCB,M. Chinnaswamy Stadium,2014-05-13,2014
122,Mitchell Johnson,4.0,37,0,0,11,0.0,MI,Wankhede Stadium,2014-05-03,2014
123,Mohit Sharma,4.0,38,2,0,11,12.0,PBKS,Barabati Stadium,2014-05-07,2014
124,Mohammad Shami,4.0,39,1,0,11,24.0,PBKS,Arun Jaitley Stadium,2014-05-19,2014
125,Varun Aaron,4.0,41,1,0,11,24.0,MI,Wankhede Stadium,2014-05-06,2014
126,Kane Richardson,4.0,43,2,0,11,12.0,RCB,M. Chinnaswamy Stadium,2014-05-11,2014
127,Dale Steyn,4.0,43,0,0,11,0.0,KKR,Eden Gardens,2014-05-24,2014
128,Dale Steyn,4.0,43,0,0,11,0.0,CSK,JSCA Stadium,2014-05-22,2014
129,Dhawal Kulkarni,4.0,50,1,0,11,24.0,PBKS,Sharjah Cricket Stadium,2014-04-20,2014
130,Ravichandran Ashwin,2.0,3,2,0,10,6.0,DC,Zayed Cricket Stadium,2014-04-21,2014
131,Jaydev Unadkat,2.0,3,1,0,10,12.0,PBKS,IS Bindra Stadium,2014-05-25,2014
132,Lasith Malinga,4.0,15,2,0,10,12.0,CSK,Wankhede Stadium,2014-05-10,2014
133,Ravindra Jadeja,4.0,18,2,0,10,12.0,RR,JSCA Stadium,2014-05-13,2014
134,Sunil Narine,4.0,18,1,0,10,24.0,MI,Barabati Stadium,2014-05-14,2014
135,Piyush Chawla,4.0,19,3,0,10,8.0,PBKS,Zayed Cricket Stadium,2014-04-26,2014
136,Sunil Narine,4.0,19,0,0,10,0.0,SRH,Eden Gardens,2014-05-24,2014
137,Axar Patel,4.0,20,2,0,10,12.0,SRH,Sharjah Cricket Stadium,2014-04-22,2014
138,Axar Patel,4.0,21,0,0,10,0.0,KKR,M. Chinnaswamy Stadium,2014-06-01,2014
139,Harbhajan Singh,4.0,22,2,0,10,12.0,KKR,Barabati Stadium,2014-05-14,2014
140,Mohammad Shami,4.0,22,1,0,10,24.0,RR,Arun Jaitley Stadium,2014-05-03,2014
141,Harbhajan Singh,4.0,22,0,0,10,0.0,CSK,Wankhede Stadium,2014-05-10,2014
142,Lasith Malinga,4.0,23,4,0,10,6.0,KKR,Zayed Cricket Stadium,2014-04-16,2014
143,Ankit Sharma,4.0,23,2,0,10,12.0,MI,Narendra Modi Stadium,2014-05-19,2014
144,Bhuvneshwar Kumar,4.0,23,2,0,10,12.0,CSK,Sharjah Cricket Stadium,2014-04-27,2014
145,Ravindra Jadeja,4.0,23,1,0,10,24.0,DC,Arun Jaitley Stadium,2014-05-05,2014
146,Karn Sharma,4.0,23,1,0,10,24.0,DC,Dubai International Stadium,2014-04-25,2014
147,Bhuvneshwar Kumar,4.0,23,1,0,10,24.0,DC,Arun Jaitley Stadium,2014-05-10,2014
148,Harbhajan Singh,4.0,23,0,1,10,0.0,DC,Sharjah Cricket Stadium,2014-04-27,2014
149,Dhawal Kulkarni,4.0,24,1,1,10,24.0,DC,Narendra Modi Stadium,2014-05-15,2014
150,Piyush Chawla,4.0,24,1,0,10,24.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-18,2014
1,Zaheer Khan,4.0,9,2,1,18,12.0,CSK,Shaheed Veer Narayan Singh International Cricket Stadium,2015-05-12,2015
2,Mitchell Johnson,4.0,23,2,1,17,12.0,MI,Wankhede Stadium,2015-04-12,2015
3,Ravichandran Ashwin,4.0,13,1,0,16,24.0,RCB,JSCA Stadium,2015-05-22,2015
4,Harbhajan Singh,4.0,11,2,1,15,12.0,DC,Wankhede Stadium,2015-05-05,2015
5,Ashish Nehra,4.0,16,2,0,15,12.0,PBKS,Chidambaram,2015-04-25,2015
6,Ravichandran Ashwin,4.0,17,2,0,15,12.0,MI,Chidambaram,2015-05-08,2015
