POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year
146,Ruturaj Gaikwad,72,53,135.84,6,2,KKR,Dubai International Stadium,2020-10-29,2020
147,Devdutt Padikkal,54,40,135.0,5,2,MI,Dubai International Stadium,2020-09-28,2020
148,Ishan Kishan,31,23,134.78,1,2,SRH,Sharjah Cricket Stadium,2020-10-04,2020
149,Eoin Morgan,39,29,134.48,2,2,MI,Zayed Cricket Stadium,2020-10-16,2020
150,Virat Kohli,43,32,134.37,1,2,RR,Dubai International Stadium,2020-10-17,2020
1,Kieron Pollard,87,34,255.88,6,8,CSK,Arun Jaitley Stadium,2021-05-01,2021
2,KL Rahul,98,42,233.33,7,8,CSK,Dubai International Stadium,2021-10-07,2021
3,Jos Buttler,124,64,193.75,11,8,SRH,Arun Jaitley Stadium,2021-05-02,2021
4,Ambati Rayudu,72,27,266.66,4,7,MI,Arun Jaitley Stadium,2021-05-01,2021
5,Sanju Samson,119,63,188.88,12,7,PBKS,Wankhede Stadium,2021-04-12,2021
6,Andre Russell,54,22,245.45,3,6,CSK,Wankhede Stadium,2021-04-21,2021
7,Deepak Hooda,64,28,228.57,4,6,RR,Wankhede Stadium,2021-04-12,2021
8,Devdutt Padikkal,101,52,194.23,11,6,RR,Wankhede Stadium,2021-04-22,2021
9,Pat Cummins,66,34,194.11,4,6,CSK,Wankhede Stadium,2021-04-21,2021
10,Ravindra Jadeja,62,28,221.42,4,5,RCB,Wankhede Stadium,2021-04-25,2021
11,KL Rahul,91,50,182.0,7,5,RR,Wankhede Stadium,2021-04-12,2021
12,AB de Villiers,75,42,178.57,3,5,DC,Narendra Modi Stadium,2021-04-27,2021
13,Ruturaj Gaikwad,101,60,168.33,9,5,RR,Zayed Cricket Stadium,2021-10-02,2021
14,Jason Holder,47,29,162.06,0,5,PBKS,Sharjah Cricket Stadium,2021-09-25,2021
15,Moeen Ali,58,36,161.11,5,5,MI,Arun Jaitley Stadium,2021-05-01,2021
16,KL Rahul,91,57,159.64,7,5,RCB,Narendra Modi Stadium,2021-04-30,2021
17,Ishan Kishan,84,32,262.5,11,4,SRH,Zayed Cricket Stadium,2021-10-08,2021
18,Mahipal Lomror,43,17,252.94,2,4,PBKS,Dubai International Stadium,2021-09-21,2021
19,Shimron Hetmyer,53,25,212.0,2,4,RCB,Narendra Modi Stadium,2021-04-27,2021
20,Jonny Bairstow,38,18,211.11,3,4,DC,Chidambaram,2021-04-25,2021
21,Chris Morris,36,18,200.0,0,4,DC,Wankhede Stadium,2021-04-15,2021
22,Jonny Bairstow,43,22,195.45,3,4,MI,Chidambaram,2021-04-17,2021
23,Mayank Agarwal,69,36,191.66,7,4,DC,Wankhede Stadium,2021-04-18,2021
24,Faf du Plessis,50,28,178.57,2,4,MI,Arun Jaitley Stadium,2021-05-01,2021
25,Glenn Maxwell,57,33,172.72,3,4,PBKS,Sharjah Cricket Stadium,2021-10-03,2021
26,Mayank Agarwal,99,58,170.68,8,4,DC,Narendra Modi Stadium,2021-05-02,2021
27,Andre Russell,45,27,166.66,2,4,DC,Narendra Modi Stadium,2021-04-29,2021
28,Faf du Plessis,95,60,158.33,9,4,KKR,Wankhede Stadium,2021-04-21,2021
29,Ruturaj Gaikwad,64,42,152.38,6,4,KKR,Wankhede Stadium,2021-04-21,2021
30,Shivam Dube,64,42,152.38,4,4,CSK,Zayed Cricket Stadium,2021-10-02,2021
31,Ruturaj Gaikwad,88,58,151.72,9,4,MI,Dubai International Stadium,2021-09-19,2021
32,K.S Bharat,78,52,150.0,3,4,DC,Dubai International Stadium,2021-10-08,2021
33,Suresh Raina,54,36,150.0,3,4,DC,Wankhede Stadium,2021-04-10,2021
34,Nitish Rana,80,56,142.85,9,4,SRH,Chidambaram,2021-04-11,2021
35,Dwayne Bravo,23,8,287.5,0,3,MI,Dubai International Stadium,2021-09-19,2021
36,Yashasvi Jaiswal,50,21,238.09,6,3,CSK,Zayed Cricket Stadium,2021-10-02,2021
37,Riyan Parag,25,11,227.27,1,3,PBKS,Wankhede Stadium,2021-04-12,2021
38,AB de Villiers,76,34,223.52,9,3,KKR,Chidambaram,2021-04-18,2021
39,Robin Uthappa,31,15,206.66,0,3,KKR,Dubai International Stadium,2021-10-15,2021
40,Suryakumar Yadav,82,40,205.0,13,3,SRH,Zayed Cricket Stadium,2021-10-08,2021
41,Ishan Kishan,50,25,200.0,5,3,RR,Sharjah Cricket Stadium,2021-10-05,2021
42,Prithvi Shaw,82,41,200.0,11,3,KKR,Narendra Modi Stadium,2021-04-29,2021
43,Prithvi Shaw,72,38,189.47,9,3,CSK,Wankhede Stadium,2021-04-10,2021
44,Moeen Ali,37,20,185.0,2,3,KKR,Dubai International Stadium,2021-10-15,2021
45,Prithvi Shaw,39,22,177.27,3,3,PBKS,Narendra Modi Stadium,2021-05-02,2021
46,Venkatesh Iyer,53,30,176.66,4,3,MI,Zayed Cricket Stadium,2021-09-23,2021
47,Prithvi Shaw,60,34,176.47,7,3,CSK,Dubai International Stadium,2021-10-10,2021
48,Rahul Tripathi,74,42,176.19,8,3,MI,Zayed Cricket Stadium,2021-09-23,2021
49,Sunil Narine,26,15,173.33,0,3,RCB,Sharjah Cricket Stadium,2021-10-11,2021
50,Chris Jordan,30,18,166.66,1,3,KKR,Narendra Modi Stadium,2021-04-26,2021
51,Glenn Maxwell,78,49,159.18,9,3,KKR,Chidambaram,2021-04-18,2021
52,Kieron Pollard,35,22,159.09,1,3,SRH,Chidambaram,2021-04-17,2021
53,Ambati Rayudu,27,17,158.82,0,3,RR,Wankhede Stadium,2021-04-19,2021
54,Evin Lewis,58,37,156.75,5,3,RCB,Dubai International Stadium,2021-09-29,2021
55,Venkatesh Iyer,50,32,156.25,5,3,CSK,Dubai International Stadium,2021-10-15,2021
56,Virat Kohli,72,47,153.19,6,3,RR,Wankhede Stadium,2021-04-22,2021
57,Glenn Maxwell,56,37,151.35,6,3,MI,Dubai International Stadium,2021-09-26,2021
58,Mayank Agarwal,40,27,148.14,3,3,KKR,Dubai International Stadium,2021-10-01,2021
59,Rohit Sharma,44,30,146.66,3,3,DC,Chidambaram,2021-04-20,2021
60,Faf du Plessis,86,59,145.76,7,3,KKR,Dubai International Stadium,2021-10-15,2021
61,Glenn Maxwell,59,41,143.9,5,3,SRH,Chidambaram,2021-04-14,2021
62,Sanju Samson,82,57,143.85,7,3,SRH,Dubai International Stadium,2021-09-27,2021
63,Ruturaj Gaikwad,40,28,142.85,2,3,KKR,Zayed Cricket Stadium,2021-09-26,2021
64,Chris Lynn,49,35,140.0,4,3,RCB,Chidambaram,2021-04-09,2021
65,Devdutt Padikkal,70,50,140.0,5,3,CSK,Sharjah Cricket Stadium,2021-09-24,2021
66,Abdul Samad,25,18,138.88,0,3,KKR,Dubai International Stadium,2021-10-03,2021
67,Manish Pandey,61,44,138.63,2,3,KKR,Chidambaram,2021-04-11,2021
68,Jonny Bairstow,55,40,137.5,5,3,KKR,Chidambaram,2021-04-11,2021
69,Venkatesh Iyer,55,41,134.14,4,3,DC,Sharjah Cricket Stadium,2021-10-13,2021
70,Suresh Raina,24,18,133.33,1,3,RCB,Wankhede Stadium,2021-04-25,2021
71,Quinton de Kock,55,42,130.95,4,3,KKR,Zayed Cricket Stadium,2021-09-23,2021
72,Jos Buttler,41,32,128.12,3,3,MI,Arun Jaitley Stadium,2021-04-29,2021
73,Virat Kohli,51,42,121.42,3,3,MI,Dubai International Stadium,2021-09-26,2021
74,KL Rahul,60,52,115.38,3,3,MI,Chidambaram,2021-04-23,2021
75,Jonny Bairstow,63,56,112.5,3,3,PBKS,Chidambaram,2021-04-21,2021
76,Shimron Hetmyer,16,4,400.0,1,2,PBKS,Narendra Modi Stadium,2021-05-02,2021
77,Mohammad Nabi,17,5,340.0,1,2,RR,Arun Jaitley Stadium,2021-05-02,2021
78,Ravindra Jadeja,22,8,275.0,2,2,KKR,Zayed Cricket Stadium,2021-09-26,2021
79,Shahrukh Khan,22,9,244.44,1,2,KKR,Dubai International Stadium,2021-10-01,2021
80,Harshal Patel,31,13,238.46,3,2,PBKS,Narendra Modi Stadium,2021-04-30,2021
81,Abdul Samad,19,8,237.5,0,2,KKR,Chidambaram,2021-04-11,2021
82,Shubman Gill,21,9,233.33,2,2,RCB,Chidambaram,2021-04-18,2021
83,Hardik Pandya,16,7,228.57,0,2,CSK,Arun Jaitley Stadium,2021-05-01,2021
84,Devdutt Padikkal,34,15,226.66,4,2,CSK,Wankhede Stadium,2021-04-25,2021
85,Sam Curran,34,15,226.66,4,2,DC,Wankhede Stadium,2021-04-10,2021
86,Evin Lewis,27,12,225.0,2,2,CSK,Zayed Cricket Stadium,2021-10-02,2021
87,Sunil Narine,21,10,210.0,1,2,DC,Sharjah Cricket Stadium,2021-09-28,2021
88,Moeen Ali,25,12,208.33,2,2,KKR,Wankhede Stadium,2021-04-21,2021
89,Faf du Plessis,33,17,194.11,4,2,RR,Wankhede Stadium,2021-04-19,2021
90,Chris Gayle,46,24,191.66,6,2,RCB,Narendra Modi Stadium,2021-04-30,2021
91,Prithvi Shaw,32,17,188.23,3,2,PBKS,Wankhede Stadium,2021-04-18,2021
92,Shikhar Dhawan,92,49,187.75,13,2,PBKS,Wankhede Stadium,2021-04-18,2021
93,Rahul Tripathi,53,29,182.75,5,2,SRH,Chidambaram,2021-04-11,2021
94,AB de Villiers,48,27,177.77,4,2,MI,Chidambaram,2021-04-09,2021
95,Rahul Tewatia,40,23,173.91,4,2,RCB,Wankhede Stadium,2021-04-22,2021
96,Nitish Rana,31,18,172.22,2,2,PBKS,Dubai International Stadium,2021-10-01,2021
97,Shimron Hetmyer,17,10,170.0,0,2,KKR,Sharjah Cricket Stadium,2021-10-13,2021
98,Rohit Sharma,22,13,169.23,1,2,RR,Sharjah Cricket Stadium,2021-10-05,2021
99,Deepak Hooda,22,13,169.23,0,2,DC,Wankhede Stadium,2021-04-18,2021
100,Manish Pandey,69,41,168.29,7,2,MI,Zayed Cricket Stadium,2021-10-08,2021
101,Dinesh Karthik,40,24,166.66,4,2,CSK,Wankhede Stadium,2021-04-21,2021
102,Rishabh Pant,35,21,166.66,3,2,SRH,Dubai International Stadium,2021-09-22,2021
103,Glenn Maxwell,40,25,160.0,3,2,SRH,Zayed Cricket Stadium,2021-10-06,2021
104,Yashasvi Jaiswal,32,20,160.0,2,2,MI,Arun Jaitley Stadium,2021-04-29,2021
105,Shikhar Dhawan,85,54,157.4,10,2,CSK,Wankhede Stadium,2021-04-10,2021
106,Mayank Agarwal,67,43,155.81,7,2,RR,Dubai International Stadium,2021-09-21,2021
107,Suryakumar Yadav,56,36,155.55,7,2,KKR,Chidambaram,2021-04-13,2021
108,Andre Russell,31,20,155.0,3,2,RCB,Chidambaram,2021-04-18,2021
109,Manish Pandey,31,20,155.0,3,2,RR,Arun Jaitley Stadium,2021-05-02,2021
110,Prithvi Shaw,48,31,154.83,4,2,RCB,Dubai International Stadium,2021-10-08,2021
111,Shivam Mavi,20,13,153.84,1,2,CSK,Dubai International Stadium,2021-10-15,2021
112,Krunal Pandya,39,26,150.0,2,2,RR,Arun Jaitley Stadium,2021-04-29,2021
113,Moeen Ali,36,24,150.0,4,2,DC,Wankhede Stadium,2021-04-10,2021
114,KL Rahul,49,33,148.48,4,2,RR,Dubai International Stadium,2021-09-21,2021
115,Harpreet Brar,25,17,147.05,1,2,RCB,Narendra Modi Stadium,2021-04-30,2021
116,Shikhar Dhawan,69,47,146.8,6,2,PBKS,Narendra Modi Stadium,2021-05-02,2021
117,Rishabh Pant,51,35,145.71,3,2,CSK,Dubai International Stadium,2021-10-10,2021
118,Nicholas Pooran,32,22,145.45,1,2,RR,Dubai International Stadium,2021-09-21,2021
119,Sanju Samson,48,33,145.45,4,2,SRH,Arun Jaitley Stadium,2021-05-02,2021
120,David Miller,62,43,144.18,7,2,DC,Wankhede Stadium,2021-04-15,2021
121,Ambati Rayudu,23,16,143.75,1,2,DC,Wankhede Stadium,2021-04-10,2021
122,Shivam Dube,46,32,143.75,5,2,RCB,Wankhede Stadium,2021-04-22,2021
123,Robin Uthappa,63,44,143.18,7,2,DC,Dubai International Stadium,2021-10-10,2021
124,Chris Gayle,40,28,142.85,4,2,RR,Wankhede Stadium,2021-04-12,2021
125,Rajat Patidar,31,22,140.9,0,2,DC,Narendra Modi Stadium,2021-04-27,2021
126,Yashasvi Jaiswal,31,22,140.9,3,2,RCB,Dubai International Stadium,2021-09-29,2021
127,Jos Buttler,49,35,140.0,5,2,CSK,Wankhede Stadium,2021-04-19,2021
128,Quinton de Kock,70,50,140.0,6,2,RR,Arun Jaitley Stadium,2021-04-29,2021
129,Ruturaj Gaikwad,70,50,140.0,5,2,DC,Dubai International Stadium,2021-10-10,2021
130,Glenn Maxwell,39,28,139.28,3,2,MI,Chidambaram,2021-04-09,2021
131,Krunal Pandya,32,23,139.13,2,2,CSK,Arun Jaitley Stadium,2021-05-01,2021
132,Rahul Tripathi,36,26,138.46,1,2,RR,Wankhede Stadium,2021-04-24,2021
133,Faf du Plessis,76,55,138.18,8,2,PBKS,Dubai International Stadium,2021-10-07,2021
134,Yashasvi Jaiswal,49,36,136.11,6,2,PBKS,Dubai International Stadium,2021-09-21,2021
135,Mayank Agarwal,57,42,135.71,6,2,RCB,Sharjah Cricket Stadium,2021-10-03,2021
136,Shreyas Iyer,43,32,134.37,1,2,RR,Zayed Cricket Stadium,2021-09-25,2021
137,Nitish Rana,36,27,133.33,2,2,DC,Sharjah Cricket Stadium,2021-09-28,2021
138,K.S Bharat,32,24,133.33,2,2,MI,Dubai International Stadium,2021-09-26,2021
139,Rahul Tewatia,20,15,133.33,0,2,CSK,Wankhede Stadium,2021-04-19,2021
140,Hardik Pandya,40,30,133.33,4,2,PBKS,Zayed Cricket Stadium,2021-09-28,2021
141,Shimron Hetmyer,29,22,131.81,2,2,RCB,Dubai International Stadium,2021-10-08,2021
142,Shahrukh Khan,47,36,130.55,4,2,CSK,Wankhede Stadium,2021-04-16,2021
143,Moeen Ali,26,20,130.0,1,2,RR,Wankhede Stadium,2021-04-19,2021
144,Shahrukh Khan,22,17,129.41,0,2,SRH,Chidambaram,2021-04-21,2021
145,Rohit Sharma,32,25,128.0,2,2,SRH,Chidambaram,2021-04-17,2021
146,Ambati Rayudu,55,43,127.9,5,2,DC,Dubai International Stadium,2021-10-04,2021
147,Moeen Ali,23,18,127.77,0,2,RCB,Sharjah Cricket Stadium,2021-09-24,2021
148,AB de Villiers,23,18,127.77,1,2,PBKS,Sharjah Cricket Stadium,2021-10-03,2021
149,Shubman Gill,56,44,127.27,4,2,RR,Sharjah Cricket Stadium,2021-10-07,2021
150,Suryakumar Yadav,33,26,126.92,2,2,DC,Sharjah Cricket Stadium,2021-10-02,2021
1,Quinton De Kock,140,70,200.0,10,10,KKR,DY Patil Stadium,2022-05-18,2022
2,Robin Uthappa,88,50,176.0,4,9,RCB,DY Patil Stadium,2022-04-12,2022
3,Jos Buttler,116,65,178.46,9,9,DC,Wankhede Stadium,2022-04-22,2022
4,Andre Russell,70,31,225.8,2,8,PBKS,Wankhede Stadium,2022-04-01,2022
5,Shivam Dube,95,46,206.52,5,8,RCB,DY Patil Stadium,2022-04-12,2022
6,Mitchell Marsh,89,62,143.54,5,7,RR,DY Patil Stadium,2022-05-11,2022
7,Faf Du Plessis,88,57,154.38,3,7,PBKS,DY Patil Stadium,2022-03-27,2022
8,Jonny Bairstow,66,29,227.58,4,7,RCB,Brabourne - CCI,2022-05-13,2022
9,Rajat Patidar,112,54,207.4,12,7,LSG,Eden Gardens,2022-05-25,2022
10,Pat Cummins,56,15,373.33,4,6,MI,Maharashtra Cricket Association Stadium,2022-04-06,2022
11,Ambati Rayudu,78,39,200.0,7,6,PBKS,Wankhede Stadium,2022-04-25,2022
12,Ruturaj Gaikwad,99,57,173.68,6,6,SRH,Maharashtra Cricket Association Stadium,2022-05-01,2022
13,David Miller,94,51,184.31,8,6,CSK,Maharashtra Cricket Association Stadium,2022-04-17,2022
14,Nicholas Pooran,64,33,193.93,3,6,CSK,Maharashtra Cricket Association Stadium,2022-05-01,2022
15,Nicholas Pooran,62,34,182.35,2,6,DC,Brabourne - CCI,2022-05-05,2022
16,Andre Russell,48,25,192.0,1,6,GT,DY Patil Stadium,2022-04-23,2022
17,Suryakumar Yadav,68,37,183.78,5,6,RCB,Maharashtra Cricket Association Stadium,2022-04-09,2022
18,Jos Buttler,70,47,148.93,0,6,RCB,Wankhede Stadium,2022-04-05,2022
19,Jos Buttler,106,60,176.66,10,6,RCB,Narendra Modi Stadium,2022-05-27,2022
20,Rahul Tripathi,71,37,191.89,4,6,KKR,Brabourne - CCI,2022-04-15,2022
21,Shimron Hetmyer,59,36,163.88,1,6,LSG,Wankhede Stadium,2022-04-10,2022
22,Rovman Powell,67,35,191.42,3,6,SRH,Brabourne - CCI,2022-05-05,2022
23,Anuj Rawat,66,47,140.42,2,6,MI,Maharashtra Cricket Association Stadium,2022-04-09,2022
24,Dinesh Karthik,66,34,194.11,5,5,DC,Wankhede Stadium,2022-04-16,2022
25,K L Rahul,103,60,171.66,9,5,MI,Brabourne - CCI,2022-04-16,2022
26,K L Rahul,79,58,136.2,3,5,RCB,Eden Gardens,2022-05-25,2022
27,K L Rahul,77,51,150.98,4,5,DC,Wankhede Stadium,2022-05-01,2022
28,Ruturaj Gaikwad,73,48,152.08,5,5,GT,Maharashtra Cricket Association Stadium,2022-04-17,2022
29,David Miller,68,38,178.94,3,5,RR,Eden Gardens,2022-05-24,2022
30,Andre Russell,45,19,236.84,3,5,LSG,Maharashtra Cricket Association Stadium,2022-05-07,2022
31,Jos Buttler,103,61,168.85,9,5,KKR,Brabourne - CCI,2022-04-18,2022
32,Jos Buttler,100,68,147.05,11,5,MI,DY Patil Stadium,2022-04-02,2022
33,Liam Livingstone,60,32,187.5,5,5,CSK,Brabourne - CCI,2022-04-03,2022
34,Liam Livingstone,49,22,222.72,2,5,SRH,Wankhede Stadium,2022-05-22,2022
35,Sanju Samson,55,27,203.7,3,5,SRH,Maharashtra Cricket Association Stadium,2022-03-29,2022
36,David Warner,66,38,173.68,4,5,RCB,Wankhede Stadium,2022-04-16,2022
37,Rovman Powell,36,15,240.0,0,5,RR,Wankhede Stadium,2022-04-22,2022
38,Devon Conway,87,49,177.55,7,5,DC,DY Patil Stadium,2022-05-08,2022
39,Dewald Brevis,49,25,196.0,4,5,PBKS,Maharashtra Cricket Association Stadium,2022-04-13,2022
40,Tilak Varma,61,33,184.84,3,5,RR,DY Patil Stadium,2022-04-02,2022
41,Rohit Sharma,48,36,133.33,2,4,SRH,Wankhede Stadium,2022-05-17,2022
42,Shreyas Iyer,85,51,166.66,7,4,RR,Brabourne - CCI,2022-04-18,2022
43,Dinesh Karthik,30,8,375.0,1,4,SRH,Wankhede Stadium,2022-05-08,2022
44,K L Rahul,103,62,166.12,12,4,MI,Wankhede Stadium,2022-04-24,2022
45,K L Rahul,68,51,133.33,3,4,KKR,DY Patil Stadium,2022-05-18,2022
46,Marcus Stoinis,38,17,223.52,2,4,RR,Wankhede Stadium,2022-04-10,2022
47,Hardik Pandya,87,52,167.3,8,4,RR,DY Patil Stadium,2022-04-14,2022
48,Shubman Gill,84,46,182.6,6,4,DC,Maharashtra Cricket Association Stadium,2022-04-02,2022
49,Kane Williamson,57,46,123.91,2,4,GT,DY Patil Stadium,2022-04-11,2022
50,Andre Russell,49,25,196.0,4,4,SRH,Brabourne - CCI,2022-04-15,2022
51,Andre Russell,49,28,175.0,3,4,SRH,Maharashtra Cricket Association Stadium,2022-05-14,2022
52,Nitish Rana,43,26,165.38,3,4,MI,DY Patil Stadium,2022-05-09,2022
53,Nitish Rana,57,34,167.64,3,4,DC,Wankhede Stadium,2022-04-28,2022
54,Rinku Singh,40,15,266.66,2,4,LSG,DY Patil Stadium,2022-05-18,2022
55,Ishan Kishan,48,35,137.14,3,4,DC,Wankhede Stadium,2022-05-21,2022
56,Suryakumar Yadav,43,30,143.33,1,4,PBKS,Maharashtra Cricket Association Stadium,2022-04-13,2022
57,Jos Buttler,67,52,128.84,5,4,MI,DY Patil Stadium,2022-04-30,2022
58,Liam Livingstone,70,42,166.66,5,4,RCB,Brabourne - CCI,2022-05-13,2022
59,Liam Livingstone,60,33,181.81,5,4,SRH,DY Patil Stadium,2022-04-17,2022
60,Liam Livingstone,64,27,237.03,7,4,GT,Brabourne - CCI,2022-04-08,2022
61,Riyan Parag,56,31,180.64,3,4,RCB,Maharashtra Cricket Association Stadium,2022-04-26,2022
62,Deepak Hooda,45,26,173.07,1,4,RCB,Eden Gardens,2022-05-25,2022
63,Rashid Khan,31,11,281.81,0,4,SRH,Wankhede Stadium,2022-04-27,2022
64,Aiden Markram,68,36,188.88,6,4,KKR,Brabourne - CCI,2022-04-15,2022
65,Rovman Powell,43,34,126.47,1,4,MI,Wankhede Stadium,2022-05-21,2022
66,Bhanuka Rajapaksa,43,22,195.45,2,4,RCB,DY Patil Stadium,2022-03-27,2022
67,Venkatesh Iyer,43,24,179.16,3,4,MI,DY Patil Stadium,2022-05-09,2022
68,Devon Conway,85,55,154.54,8,4,SRH,Maharashtra Cricket Association Stadium,2022-05-01,2022
69,Tim David,46,18,255.55,3,4,SRH,Wankhede Stadium,2022-05-17,2022
70,Tim David,34,11,309.09,2,4,DC,Wankhede Stadium,2022-05-21,2022
71,Tim David,44,21,209.52,2,4,GT,Brabourne - CCI,2022-05-06,2022
72,Shikhar Dhawan,70,50,140.0,5,3,MI,Maharashtra Cricket Association Stadium,2022-04-13,2022
73,Shreyas Iyer,50,29,172.41,4,3,LSG,DY Patil Stadium,2022-05-18,2022
74,Dinesh Karthik,32,14,228.57,3,3,PBKS,DY Patil Stadium,2022-03-27,2022
75,Dinesh Karthik,34,14,242.85,2,3,CSK,DY Patil Stadium,2022-04-12,2022
76,Rishabh Pant,26,16,162.5,1,3,SRH,Brabourne - CCI,2022-05-05,2022
77,K L Rahul,40,26,153.84,2,3,CSK,Brabourne - CCI,2022-03-31,2022
78,Marcus Stoinis,28,14,200.0,1,3,KKR,Maharashtra Cricket Association Stadium,2022-05-07,2022
79,Mitchell Marsh,37,20,185.0,3,3,LSG,Wankhede Stadium,2022-05-01,2022
80,Mitchell Marsh,63,48,131.25,4,3,PBKS,DY Patil Stadium,2022-05-16,2022
81,Ajinkya Rahane,28,24,116.66,0,3,SRH,Maharashtra Cricket Association Stadium,2022-05-14,2022
82,Ravichandran Ashwin,40,23,173.91,2,3,CSK,Brabourne - CCI,2022-05-20,2022
83,Hardik Pandya,62,47,131.91,4,3,RCB,Wankhede Stadium,2022-05-19,2022
84,Ambati Rayudu,40,35,114.28,2,3,MI,DY Patil Stadium,2022-04-21,2022
85,Sam Billings,36,24,150.0,2,3,LSG,DY Patil Stadium,2022-05-18,2022
86,Shardul Thakur,29,11,263.63,1,3,KKR,Brabourne - CCI,2022-04-10,2022
87,Axar Patel,38,17,223.52,2,3,MI,Brabourne - CCI,2022-03-27,2022
88,Axar Patel,42,24,175.0,1,3,LSG,Wankhede Stadium,2022-05-01,2022
89,David Miller,34,25,136.0,0,3,RCB,Wankhede Stadium,2022-05-19,2022
90,Nicholas Pooran,38,22,172.72,2,3,MI,Wankhede Stadium,2022-05-17,2022
91,Andre Russell,25,18,138.88,1,3,RCB,DY Patil Stadium,2022-03-30,2022
92,Nitish Rana,30,20,150.0,0,3,DC,Brabourne - CCI,2022-04-10,2022
93,Nitish Rana,26,16,162.5,1,3,SRH,Maharashtra Cricket Association Stadium,2022-05-14,2022
94,Sunil Narine,21,7,300.0,0,3,LSG,DY Patil Stadium,2022-05-18,2022
95,Evin Lewis,55,23,239.13,6,3,CSK,Brabourne - CCI,2022-03-31,2022
96,Kieron Pollard,22,5,440.0,0,3,KKR,Maharashtra Cricket Association Stadium,2022-04-06,2022
97,Quinton De Kock,50,29,172.41,4,3,KKR,Maharashtra Cricket Association Stadium,2022-05-07,2022
98,Jos Buttler,54,24,225.0,8,3,GT,DY Patil Stadium,2022-04-14,2022
99,Jos Buttler,35,28,125.0,3,3,SRH,Maharashtra Cricket Association Stadium,2022-03-29,2022
100,Liam Livingstone,30,10,300.0,2,3,GT,DY Patil Stadium,2022-05-03,2022
101,Rahul Tripathi,76,44,172.72,9,3,MI,Wankhede Stadium,2022-05-17,2022
102,Sanju Samson,27,21,128.57,1,3,RCB,Maharashtra Cricket Association Stadium,2022-04-26,2022
103,Sanju Samson,30,21,142.85,1,3,MI,DY Patil Stadium,2022-04-02,2022
104,Sanju Samson,46,19,242.1,5,3,DC,Wankhede Stadium,2022-04-22,2022
105,Sanju Samson,47,26,180.76,5,3,GT,Eden Gardens,2022-05-24,2022
106,Shashank Singh,25,6,416.66,1,3,GT,Wankhede Stadium,2022-04-27,2022
107,Moeen Ali,93,57,163.15,13,3,RR,Brabourne - CCI,2022-05-20,2022
108,Shimron Hetmyer,35,14,250.0,3,3,MI,DY Patil Stadium,2022-04-02,2022
109,Shimron Hetmyer,32,13,246.15,2,3,SRH,Maharashtra Cricket Association Stadium,2022-03-29,2022
110,Shivam Dube,57,30,190.0,6,3,PBKS,Brabourne - CCI,2022-04-03,2022
111,Abhishek Sharma,65,42,154.76,6,3,GT,Wankhede Stadium,2022-04-27,2022
112,Abhishek Sharma,75,50,150.0,5,3,CSK,DY Patil Stadium,2022-04-09,2022
113,David Warner,92,58,158.62,12,3,SRH,Brabourne - CCI,2022-05-05,2022
114,Deepak Hooda,51,33,154.54,3,3,SRH,DY Patil Stadium,2022-04-04,2022
115,Rashid Khan,40,21,190.47,2,3,CSK,Maharashtra Cricket Association Stadium,2022-04-17,2022
116,Aiden Markram,42,25,168.0,4,3,DC,Brabourne - CCI,2022-05-05,2022
117,Aiden Markram,32,25,128.0,0,3,KKR,Maharashtra Cricket Association Stadium,2022-05-14,2022
118,Aiden Markram,56,40,140.0,2,3,GT,Wankhede Stadium,2022-04-27,2022
119,Rovman Powell,33,16,206.25,1,3,KKR,Wankhede Stadium,2022-04-28,2022
120,Bhanuka Rajapaksa,31,9,344.44,3,3,KKR,Wankhede Stadium,2022-04-01,2022
121,Shahbaz Ahmed,45,26,173.07,4,3,RR,Wankhede Stadium,2022-04-05,2022
122,Shahbaz Ahmed,27,20,135.0,0,3,KKR,DY Patil Stadium,2022-03-30,2022
123,Rajat Patidar,58,42,138.09,4,3,RR,Narendra Modi Stadium,2022-05-27,2022
124,Dewald Brevis,37,33,112.12,1,3,DC,Wankhede Stadium,2022-05-21,2022
125,Odean Smith,25,8,312.5,1,3,RCB,DY Patil Stadium,2022-03-27,2022
126,Ayush Badoni,54,41,131.7,4,3,GT,Wankhede Stadium,2022-03-28,2022
127,Jitesh Sharma,26,17,152.94,0,3,CSK,Brabourne - CCI,2022-04-03,2022
128,Virat Kohli,73,54,135.18,8,2,GT,Wankhede Stadium,2022-05-19,2022
129,Virat Kohli,41,29,141.37,1,2,PBKS,DY Patil Stadium,2022-03-27,2022
130,Aaron Finch,58,28,207.14,9,2,RR,Brabourne - CCI,2022-04-18,2022
131,Rohit Sharma,28,17,164.7,3,2,PBKS,Maharashtra Cricket Association Stadium,2022-04-13,2022
132,Rohit Sharma,43,28,153.57,5,2,GT,Brabourne - CCI,2022-05-06,2022
133,Rohit Sharma,41,32,128.12,4,2,DC,Brabourne - CCI,2022-03-27,2022
134,Shikhar Dhawan,39,32,121.87,2,2,SRH,Wankhede Stadium,2022-05-22,2022
135,Shikhar Dhawan,88,59,149.15,9,2,CSK,Wankhede Stadium,2022-04-25,2022
136,Shreyas Iyer,54,33,163.63,5,2,DC,Brabourne - CCI,2022-04-10,2022
137,Dinesh Karthik,26,17,152.94,1,2,CSK,Maharashtra Cricket Association Stadium,2022-05-04,2022
