POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year
133,Gautam Gambhir,36,21,171.42,4,1,DC,Arun Jaitley Stadium,2012-05-07,2012
134,David Hussey,68,40,170.0,4,4,MI,IS Bindra Stadium,2012-04-25,2012
135,Gautam Gambhir,22,13,169.23,4,0,PBKS,Eden Gardens,2012-04-15,2012
136,Ravindra Jadeja,44,26,169.23,4,2,PWI,Maharashtra Cricket Association's International Stadium,2012-04-14,2012
137,Chris Gayle,81,48,168.75,4,8,PWI,M. Chinnaswamy Stadium,2012-04-17,2012
138,Cameron White,74,45,164.44,4,4,PWI,Barabati Stadium,2012-05-01,2012
139,Irfan Pathan,36,22,163.63,4,1,KKR,Arun Jaitley Stadium,2012-05-07,2012
140,Andrew McDonald,30,19,157.89,4,2,DC,M. Chinnaswamy Stadium,2012-04-07,2012
141,Virender Sehwag,33,21,157.14,4,1,CSK,Arun Jaitley Stadium,2012-04-10,2012
142,Gautam Gambhir,56,36,155.55,4,2,PWI,Eden Gardens,2012-05-05,2012
143,Jesse Ryder,34,22,154.54,4,1,RCB,M. Chinnaswamy Stadium,2012-04-17,2012
144,Venugopal Rao,36,24,150.0,4,1,RCB,Arun Jaitley Stadium,2012-05-17,2012
145,Rohit Sharma,73,50,146.0,4,5,DEC,ACA-VDCA Stadium,2012-04-09,2012
146,Shaun Marsh,32,22,145.45,4,1,CSK,Chidambaram,2012-04-28,2012
147,Mahela Jayawardena,55,38,144.73,4,2,CSK,Chidambaram,2012-05-25,2012
148,Michael Hussey,56,39,143.58,4,4,KKR,Eden Gardens,2012-05-14,2012
149,Shikhar Dhawan,71,50,142.0,4,3,PBKS,IS Bindra Stadium,2012-05-13,2012
150,Murali Vijay,41,29,141.37,4,3,MI,Wankhede Stadium,2012-05-06,2012
1,Dinesh Karthik,86,48,179.16,14,2,DC,Wankhede Stadium,2013-04-09,2013
2,Manvinder Bisla,92,61,150.81,14,2,CSK,Chidambaram,2013-04-28,2013
3,Chris Gayle,175,66,265.15,13,17,PWI,M. Chinnaswamy Stadium,2013-04-23,2013
4,Shane Watson,98,53,184.9,13,4,SRH,Sawai Mansingh Stadium,2013-04-27,2013
5,Michael Hussey,88,51,172.54,13,1,RR,Chidambaram,2013-04-22,2013
6,Virender Sehwag,95,57,166.66,13,2,MI,Arun Jaitley Stadium,2013-04-21,2013
7,Virat Kohli,93,47,197.87,11,4,SRH,M. Chinnaswamy Stadium,2013-04-09,2013
8,Suresh Raina,99,52,190.38,11,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,2013-05-08,2013
9,Michael Hussey,95,59,161.01,11,2,KKR,Chidambaram,2013-04-28,2013
10,Michael Hussey,86,54,159.25,11,2,PBKS,IS Bindra Stadium,2013-04-10,2013
11,Chris Gayle,92,58,158.62,11,5,MI,M. Chinnaswamy Stadium,2013-04-04,2013
12,Shaun Marsh,63,47,134.04,11,0,MI,HPCA Stadium,2013-05-18,2013
13,Virat Kohli,99,58,170.68,10,4,DC,Arun Jaitley Stadium,2013-05-10,2013
14,Adam Gilchrist,85,54,157.4,10,3,RCB,M. Chinnaswamy Stadium,2013-05-14,2013
15,Aaron Finch,67,45,148.88,10,2,CSK,Chidambaram,2013-04-15,2013
16,Michael Hussey,86,58,148.27,10,2,MI,Arun Jaitley Stadium,2013-05-21,2013
17,Shikhar Dhawan,63,45,140.0,10,0,CSK,Chidambaram,2013-04-25,2013
18,Ben Rohrer,64,40,160.0,9,1,RR,Sawai Mansingh Stadium,2013-05-07,2013
19,Gautam Gambhir,60,39,153.84,9,0,PBKS,IS Bindra Stadium,2013-04-16,2013
20,Rahul Dravid,58,40,145.0,9,1,PWI,Sawai Mansingh Stadium,2013-05-05,2013
21,David Warner,77,56,137.5,9,1,RR,Arun Jaitley Stadium,2013-04-06,2013
22,Shikhar Dhawan,73,55,132.72,9,1,MI,Rajiv Gandhi Intl. Cricket Stadium,2013-05-01,2013
23,David Miller,101,38,265.78,8,7,RCB,IS Bindra Stadium,2013-05-06,2013
24,AB de Villiers,64,32,200.0,8,1,CSK,Chidambaram,2013-04-13,2013
25,Azhar Mahmood,80,44,181.81,8,4,MI,HPCA Stadium,2013-05-18,2013
26,Sachin Tendulkar,48,28,171.42,8,0,KKR,Wankhede Stadium,2013-05-07,2013
27,Yusuf Pathan,72,44,163.63,8,2,PWI,JSCA Stadium,2013-05-15,2013
28,Aditya Tare,59,37,159.45,8,1,RR,Wankhede Stadium,2013-05-15,2013
29,Aaron Finch,64,42,152.38,8,2,PBKS,IS Bindra Stadium,2013-04-21,2013
30,Azhar Mahmood,61,41,148.78,8,1,RCB,M. Chinnaswamy Stadium,2013-05-14,2013
31,Darren Sammy,60,41,146.34,8,1,RR,Sawai Mansingh Stadium,2013-04-27,2013
32,Shaun Marsh,73,51,143.13,8,2,CSK,Chidambaram,2013-05-02,2013
33,Manish Pandey,66,47,140.42,8,1,KKR,JSCA Stadium,2013-05-15,2013
34,Mahela Jayawardena,59,43,137.2,8,1,MI,Arun Jaitley Stadium,2013-04-21,2013
35,Robin Uthappa,54,41,131.7,8,1,RR,Sawai Mansingh Stadium,2013-05-05,2013
36,Mahela Jayawardena,66,52,126.92,8,1,KKR,Eden Gardens,2013-04-03,2013
37,Ajinkya Rahane,68,54,125.92,8,1,MI,Sawai Mansingh Stadium,2013-04-17,2013
38,Rahul Dravid,54,48,112.5,8,0,PWI,Maharashtra Cricket Association's International Stadium,2013-04-11,2013
39,Cheteshwar Pujara,51,48,106.25,8,0,PBKS,IS Bindra Stadium,2013-05-06,2013
40,Luke Wright,44,23,191.3,7,1,DC,Maharashtra Cricket Association's International Stadium,2013-05-19,2013
41,Suresh Raina,100,53,188.67,7,6,PBKS,Chidambaram,2013-05-02,2013
42,Kieron Pollard,60,32,187.5,7,3,CSK,Eden Gardens,2013-05-26,2013
43,MS Dhoni,67,37,181.08,7,4,SRH,Chidambaram,2013-04-25,2013
44,Shane Watson,32,19,168.42,7,0,PBKS,Sawai Mansingh Stadium,2013-04-14,2013
45,Sanju Samson,63,41,153.65,7,2,RCB,Sawai Mansingh Stadium,2013-04-29,2013
46,Manan Vohra,43,28,153.57,7,0,PWI,Maharashtra Cricket Association's International Stadium,2013-04-07,2013
47,Sachin Tendulkar,44,29,151.72,7,1,PWI,Wankhede Stadium,2013-04-13,2013
48,Brad Hodge,46,31,148.38,7,0,KKR,Sawai Mansingh Stadium,2013-04-08,2013
49,Brad Hodge,39,27,144.44,7,0,MI,Wankhede Stadium,2013-05-15,2013
50,Aaron Finch,45,32,140.62,7,0,RR,Sawai Mansingh Stadium,2013-05-05,2013
51,Mandeep Singh,77,58,132.75,7,0,PWI,IS Bindra Stadium,2013-04-21,2013
52,Virat Kohli,65,50,130.0,7,1,DC,M. Chinnaswamy Stadium,2013-04-16,2013
53,Gautam Gambhir,59,46,128.26,7,1,RCB,M. Chinnaswamy Stadium,2013-04-11,2013
54,Parthiv Patel,47,37,127.02,7,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,2013-05-19,2013
55,Rahul Dravid,43,37,116.21,7,0,MI,Eden Gardens,2013-05-24,2013
56,Rahul Dravid,53,48,110.41,7,0,DC,Sawai Mansingh Stadium,2013-05-07,2013
57,Shaun Marsh,45,44,102.27,7,0,DC,HPCA Stadium,2013-05-16,2013
58,Dwayne Smith,47,53,88.67,7,0,KKR,Wankhede Stadium,2013-05-07,2013
59,Luke Wright,34,10,340.0,6,1,PBKS,IS Bindra Stadium,2013-04-21,2013
60,Dwayne Smith,68,28,242.85,6,5,CSK,Arun Jaitley Stadium,2013-05-21,2013
61,AB de Villiers,50,23,217.39,6,2,PWI,Maharashtra Cricket Association's International Stadium,2013-05-02,2013
62,Chris Gayle,34,16,212.5,6,1,RR,Sawai Mansingh Stadium,2013-04-29,2013
63,Shane Watson,70,34,205.88,6,6,CSK,Sawai Mansingh Stadium,2013-05-12,2013
64,Rohit Sharma,79,39,202.56,6,6,PBKS,Wankhede Stadium,2013-04-29,2013
65,Virat Kohli,56,29,193.1,6,4,CSK,M. Chinnaswamy Stadium,2013-05-18,2013
66,Chris Gayle,61,33,184.84,6,3,PBKS,IS Bindra Stadium,2013-05-06,2013
67,Shane Watson,101,61,165.57,6,6,CSK,Chidambaram,2013-04-22,2013
68,David Warner,66,42,157.14,6,3,KKR,Shaheed Veer Narayan Singh International Cricket Stadium,2013-05-01,2013
69,Jacques Kallis,41,27,151.85,6,0,SRH,Eden Gardens,2013-04-14,2013
70,Parthiv Patel,44,30,146.66,6,1,CSK,Rajiv Gandhi Intl. Cricket Stadium,2013-05-08,2013
71,Shikhar Dhawan,59,41,143.9,6,2,MI,Wankhede Stadium,2013-05-13,2013
72,Dwayne Smith,62,44,140.9,6,2,RR,Eden Gardens,2013-05-24,2013
73,Ajinkya Rahane,67,48,139.58,6,2,PWI,Sawai Mansingh Stadium,2013-05-05,2013
74,Mandeep Singh,41,30,136.66,6,0,KKR,IS Bindra Stadium,2013-04-16,2013
75,Virender Sehwag,30,22,136.36,6,0,PBKS,HPCA Stadium,2013-05-16,2013
76,Virat Kohli,57,43,132.55,6,2,PBKS,M. Chinnaswamy Stadium,2013-05-14,2013
77,Steve Smith,41,31,132.25,6,0,RCB,M. Chinnaswamy Stadium,2013-04-23,2013
78,Adam Gilchrist,42,32,131.25,6,0,RR,IS Bindra Stadium,2013-05-09,2013
79,Michael Hussey,65,50,130.0,6,2,DC,Arun Jaitley Stadium,2013-04-18,2013
80,Rahul Dravid,65,51,127.45,6,2,DC,Arun Jaitley Stadium,2013-04-06,2013
81,Eoin Morgan,47,38,123.68,6,0,PBKS,IS Bindra Stadium,2013-04-16,2013
82,Manpreet Juneja,49,40,122.5,6,0,MI,Wankhede Stadium,2013-04-09,2013
83,Aaron Finch,64,53,120.75,6,3,RR,Maharashtra Cricket Association's International Stadium,2013-04-11,2013
84,Shaun Marsh,77,64,120.31,6,2,RR,IS Bindra Stadium,2013-05-09,2013
85,Biplap Samantray,55,46,119.56,6,1,RR,Rajiv Gandhi Intl. Cricket Stadium,2013-05-17,2013
86,Gautam Gambhir,53,45,117.77,6,1,SRH,Eden Gardens,2013-04-14,2013
87,Gautam Gambhir,50,44,113.63,6,0,PWI,Maharashtra Cricket Association's International Stadium,2013-05-09,2013
88,Jacques Kallis,37,33,112.12,6,0,PBKS,Eden Gardens,2013-04-26,2013
89,Murali Vijay,55,50,110.0,6,0,RR,Sawai Mansingh Stadium,2013-05-12,2013
90,Michael Hussey,40,40,100.0,6,0,RR,Sawai Mansingh Stadium,2013-05-12,2013
91,Eoin Morgan,47,21,223.8,5,3,SRH,Eden Gardens,2013-04-14,2013
92,MS Dhoni,51,26,196.15,5,3,MI,Chidambaram,2013-04-06,2013
93,David Miller,51,26,196.15,5,2,CSK,Chidambaram,2013-05-02,2013
94,Suresh Raina,82,42,195.23,5,5,MI,Arun Jaitley Stadium,2013-05-21,2013
95,David Miller,80,41,195.12,5,5,PWI,IS Bindra Stadium,2013-04-21,2013
96,MS Dhoni,44,23,191.3,5,1,DC,Arun Jaitley Stadium,2013-04-18,2013
97,David Hussey,34,18,188.88,5,1,MI,Wankhede Stadium,2013-04-29,2013
98,Parthiv Patel,26,14,185.71,5,0,MI,Wankhede Stadium,2013-05-13,2013
99,Dishant Yagnik,31,17,182.35,5,0,MI,Eden Gardens,2013-05-24,2013
100,Sachin Tendulkar,23,13,176.92,5,0,RCB,Wankhede Stadium,2013-04-27,2013
101,Michael Hussey,45,26,173.07,5,2,SRH,Chidambaram,2013-04-25,2013
102,Rohit Sharma,73,43,169.76,5,5,DC,Arun Jaitley Stadium,2013-04-21,2013
103,Robin Uthappa,75,45,166.66,5,5,RCB,Maharashtra Cricket Association's International Stadium,2013-05-02,2013
104,David Warner,61,37,164.86,5,4,MI,Wankhede Stadium,2013-04-09,2013
105,Adam Gilchrist,42,26,161.53,5,2,DC,HPCA Stadium,2013-05-16,2013
106,Mandeep Singh,24,15,160.0,5,0,DC,Arun Jaitley Stadium,2013-04-23,2013
107,Shane Watson,24,15,160.0,5,0,SRH,Arun Jaitley Stadium,2013-05-22,2013
108,Michael Hussey,67,42,159.52,5,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,2013-05-08,2013
109,Tirumalasetti Suman,23,15,153.33,5,0,MI,Wankhede Stadium,2013-04-13,2013
110,Sanju Samson,47,33,142.42,5,1,PBKS,IS Bindra Stadium,2013-05-09,2013
111,Gautam Gambhir,41,29,141.37,5,1,DC,Eden Gardens,2013-04-03,2013
112,Ajinkya Rahane,63,45,140.0,5,1,DC,Sawai Mansingh Stadium,2013-05-07,2013
113,Suresh Raina,30,22,136.36,5,0,RCB,Chidambaram,2013-04-13,2013
114,Gautam Gambhir,25,19,131.57,5,0,CSK,Eden Gardens,2013-04-20,2013
115,Parthiv Patel,61,47,129.78,5,2,PBKS,IS Bindra Stadium,2013-05-11,2013
116,Suresh Raina,63,50,126.0,5,1,PWI,Maharashtra Cricket Association's International Stadium,2013-04-30,2013
117,Mandeep Singh,25,20,125.0,5,0,KKR,Eden Gardens,2013-04-26,2013
118,Shane Watson,31,25,124.0,5,1,MI,Sawai Mansingh Stadium,2013-04-17,2013
119,Hanuma Vihari,46,39,117.94,5,0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2013-04-19,2013
120,Manvinder Bisla,28,24,116.66,5,0,SRH,Eden Gardens,2013-04-14,2013
121,Jacques Kallis,23,20,115.0,5,0,DC,Eden Gardens,2013-04-03,2013
122,Tillakaratne Dilshan,25,22,113.63,5,0,RR,M. Chinnaswamy Stadium,2013-04-20,2013
123,Rahul Dravid,35,31,112.9,5,0,RCB,M. Chinnaswamy Stadium,2013-04-20,2013
124,Aaron Finch,37,33,112.12,5,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2013-04-28,2013
125,Cameron White,31,28,110.71,5,0,RR,Arun Jaitley Stadium,2013-05-22,2013
126,Moises Henriques,44,40,110.0,5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2013-04-07,2013
127,Virat Kohli,46,44,104.54,5,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,2013-04-07,2013
128,Suresh Raina,30,32,93.75,5,0,DC,Arun Jaitley Stadium,2013-04-18,2013
129,Tillakaratne Dilshan,33,36,91.66,5,0,PWI,M. Chinnaswamy Stadium,2013-04-23,2013
130,MS Dhoni,45,16,281.25,4,3,PWI,Maharashtra Cricket Association's International Stadium,2013-04-30,2013
131,Manpreet Gony,42,18,233.33,4,3,KKR,IS Bindra Stadium,2013-04-16,2013
132,Dwayne Bravo,23,11,209.09,4,0,RR,Sawai Mansingh Stadium,2013-05-12,2013
133,Moises Henriques,27,13,207.69,4,1,PWI,Maharashtra Cricket Association's International Stadium,2013-05-02,2013
134,David Warner,51,25,204.0,4,4,PWI,Shaheed Veer Narayan Singh International Cricket Stadium,2013-04-28,2013
135,AB de Villiers,38,19,200.0,4,2,PBKS,IS Bindra Stadium,2013-05-06,2013
136,Virender Sehwag,18,10,180.0,4,0,RCB,Arun Jaitley Stadium,2013-05-10,2013
137,Suresh Raina,44,25,176.0,4,1,KKR,Chidambaram,2013-04-28,2013
138,Virat Kohli,24,14,171.42,4,1,MI,M. Chinnaswamy Stadium,2013-04-04,2013
139,Chris Gayle,85,50,170.0,4,9,KKR,M. Chinnaswamy Stadium,2013-04-11,2013
140,Wriddhiman Saha,39,23,169.56,4,2,KKR,Chidambaram,2013-04-28,2013
141,Ben Rohrer,49,29,168.96,4,3,PBKS,HPCA Stadium,2013-05-16,2013
142,Stuart Binny,33,20,165.0,4,1,RCB,M. Chinnaswamy Stadium,2013-04-20,2013
143,Robin Uthappa,22,14,157.14,4,0,SRH,Maharashtra Cricket Association's International Stadium,2013-04-17,2013
144,Sumit Narwal,23,15,153.33,4,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2013-05-01,2013
145,Kieron Pollard,57,38,150.0,4,5,CSK,Chidambaram,2013-04-06,2013
146,Rohit Sharma,74,50,148.0,4,5,DC,Wankhede Stadium,2013-04-09,2013
147,Dinesh Karthik,37,25,148.0,4,1,CSK,Chidambaram,2013-04-06,2013
148,Mahela Jayawardena,19,13,146.15,4,0,RCB,Arun Jaitley Stadium,2013-05-10,2013
149,Suresh Raina,51,35,145.71,4,2,RR,Chidambaram,2013-04-22,2013
150,Chris Gayle,77,53,145.28,4,6,PBKS,M. Chinnaswamy Stadium,2013-05-14,2013
1,Glenn Maxwell,95,43,220.93,15,2,CSK,Zayed Cricket Stadium,2014-04-18,2014
2,Lendl Simmons,100,61,163.93,14,2,PBKS,IS Bindra Stadium,2014-05-21,2014
3,Suresh Raina,87,25,348.0,12,6,PBKS,Wankhede Stadium,2014-05-30,2014
4,Virender Sehwag,122,58,210.34,12,8,CSK,Wankhede Stadium,2014-05-30,2014
5,David Warner,90,45,200.0,12,3,CSK,JSCA Stadium,2014-05-22,2014
6,Virender Sehwag,72,50,144.0,11,1,KKR,Barabati Stadium,2014-05-11,2014
7,Wriddhiman Saha,115,55,209.09,10,8,KKR,M. Chinnaswamy Stadium,2014-06-01,2014
8,Robin Uthappa,67,39,171.79,10,1,CSK,Eden Gardens,2014-05-20,2014
9,Robin Uthappa,83,51,162.74,10,1,RCB,Eden Gardens,2014-05-22,2014
10,Corey Anderson,95,44,215.9,9,6,RR,Wankhede Stadium,2014-05-25,2014
11,Robin Uthappa,80,52,153.84,9,3,MI,Barabati Stadium,2014-05-14,2014
12,Kevin Pietersen,58,41,141.46,9,0,PBKS,IS Bindra Stadium,2014-05-25,2014
13,David Miller,66,29,227.58,8,3,RCB,M. Chinnaswamy Stadium,2014-05-09,2014
14,Wriddhiman Saha,54,26,207.69,8,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-14,2014
15,Glenn Maxwell,89,45,197.77,8,6,RR,Sharjah Cricket Stadium,2014-04-20,2014
16,Aaron Finch,88,53,166.03,8,4,DC,Dubai International Stadium,2014-04-25,2014
17,Robin Uthappa,46,28,164.28,8,1,PBKS,Barabati Stadium,2014-05-11,2014
18,Karun Nair,73,50,146.0,8,2,DC,Arun Jaitley Stadium,2014-05-03,2014
19,Karun Nair,56,39,143.58,8,0,RCB,M. Chinnaswamy Stadium,2014-05-11,2014
20,Yogesh Takawale,40,28,142.85,8,0,KKR,Sharjah Cricket Stadium,2014-04-24,2014
21,Brendon McCullum,71,53,133.96,8,2,MI,Dubai International Stadium,2014-04-25,2014
22,Ajinkya Rahane,64,50,128.0,8,1,DC,Narendra Modi Stadium,2014-05-15,2014
23,Yuvraj Singh,83,38,218.42,7,7,RR,M. Chinnaswamy Stadium,2014-05-11,2014
24,Faf du Plessis,52,25,208.0,7,1,PBKS,Barabati Stadium,2014-05-07,2014
25,Manish Pandey,94,50,188.0,7,6,PBKS,M. Chinnaswamy Stadium,2014-06-01,2014
26,Karun Nair,50,27,185.18,7,2,MI,Wankhede Stadium,2014-05-25,2014
27,Michael Hussey,56,33,169.69,7,2,DC,Wankhede Stadium,2014-05-23,2014
28,Shikhar Dhawan,33,20,165.0,7,0,RR,Narendra Modi Stadium,2014-05-08,2014
29,Sanju Samson,74,47,157.44,7,3,MI,Wankhede Stadium,2014-05-25,2014
30,Dinesh Karthik,69,44,156.81,7,3,PBKS,Arun Jaitley Stadium,2014-05-19,2014
31,Ambati Rayudu,68,46,147.82,7,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-12,2014
32,Gautam Gambhir,63,45,140.0,7,0,PBKS,Barabati Stadium,2014-05-11,2014
33,Murali Vijay,52,40,130.0,7,1,SRH,Dubai International Stadium,2014-04-25,2014
34,Shikhar Dhawan,50,39,128.2,7,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,2014-05-20,2014
35,Parthiv Patel,57,45,126.66,7,0,MI,Dubai International Stadium,2014-04-19,2014
36,Aaron Finch,68,62,109.67,7,2,MI,Rajiv Gandhi Intl. Cricket Stadium,2014-05-12,2014
37,George Bailey,40,13,307.69,6,2,CSK,Barabati Stadium,2014-05-07,2014
38,Glenn Maxwell,90,38,236.84,6,8,CSK,Barabati Stadium,2014-05-07,2014
39,Shakib Al Hasan,46,21,219.04,6,2,CSK,Eden Gardens,2014-05-20,2014
40,AB de Villiers,89,41,217.07,6,8,SRH,M. Chinnaswamy Stadium,2014-05-04,2014
41,Dwayne Smith,50,28,178.57,6,3,RR,Dubai International Stadium,2014-04-23,2014
42,David Warner,55,31,177.41,6,2,MI,Rajiv Gandhi Intl. Cricket Stadium,2014-05-12,2014
43,Suresh Raina,47,27,174.07,6,1,DC,Arun Jaitley Stadium,2014-05-05,2014
44,Quinton de Kock,48,30,160.0,6,1,SRH,Dubai International Stadium,2014-04-25,2014
45,Gautam Gambhir,54,34,158.82,6,1,RR,Narendra Modi Stadium,2014-05-05,2014
46,Dwayne Smith,66,43,153.48,6,3,PBKS,Zayed Cricket Stadium,2014-04-18,2014
47,Kevin Pietersen,49,32,153.12,6,1,PBKS,Arun Jaitley Stadium,2014-05-19,2014
48,Kevin Pietersen,44,31,141.93,6,1,MI,Wankhede Stadium,2014-05-23,2014
49,Kieron Pollard,43,31,138.7,6,0,RCB,Wankhede Stadium,2014-05-06,2014
50,Robin Uthappa,55,41,134.14,6,1,DC,Dubai International Stadium,2014-04-19,2014
51,Suresh Raina,62,48,129.16,6,1,RCB,JSCA Stadium,2014-05-18,2014
52,Manan Vohra,67,52,128.84,6,2,KKR,M. Chinnaswamy Stadium,2014-06-01,2014
53,Ajinkya Rahane,72,59,122.03,6,1,KKR,Zayed Cricket Stadium,2014-04-29,2014
54,Lendl Simmons,62,51,121.56,6,2,RR,Narendra Modi Stadium,2014-05-19,2014
55,Manish Pandey,64,53,120.75,6,2,MI,Zayed Cricket Stadium,2014-04-16,2014
56,Ajinkya Rahane,59,53,111.32,6,0,SRH,Zayed Cricket Stadium,2014-04-18,2014
57,Cheteshwar Pujara,35,32,109.37,6,0,SRH,Sharjah Cricket Stadium,2014-04-22,2014
58,Yusuf Pathan,72,22,327.27,5,7,SRH,Eden Gardens,2014-05-24,2014
59,Ambati Rayudu,30,10,300.0,5,1,RR,Wankhede Stadium,2014-05-25,2014
60,Manan Vohra,47,20,235.0,5,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-14,2014
61,Glenn Maxwell,95,43,220.93,5,9,SRH,Sharjah Cricket Stadium,2014-04-22,2014
62,David Miller,38,19,200.0,5,1,CSK,Wankhede Stadium,2014-05-30,2014
63,Steve Smith,27,15,180.0,5,0,PBKS,Sharjah Cricket Stadium,2014-04-20,2014
64,Faf du Plessis,35,20,175.0,5,1,MI,Brabourne Stadium,2014-05-28,2014
65,Shane Watson,50,29,172.41,5,3,PBKS,Sharjah Cricket Stadium,2014-04-20,2014
66,Glenn Maxwell,45,27,166.66,5,2,MI,Wankhede Stadium,2014-05-03,2014
67,JP Duminy,28,17,164.7,5,0,CSK,Arun Jaitley Stadium,2014-05-05,2014
68,Shakib Al Hasan,60,38,157.89,5,3,RCB,Eden Gardens,2014-05-22,2014
69,Jacques Kallis,72,46,156.52,5,3,MI,Zayed Cricket Stadium,2014-04-16,2014
70,Lendl Simmons,67,44,152.27,5,4,CSK,Brabourne Stadium,2014-05-28,2014
71,David Hussey,50,33,151.51,5,2,SRH,JSCA Stadium,2014-05-22,2014
72,Shikhar Dhawan,33,22,150.0,5,1,DC,Dubai International Stadium,2014-04-25,2014
73,David Miller,47,32,146.87,5,2,CSK,Barabati Stadium,2014-05-07,2014
74,Lendl Simmons,35,25,140.0,5,0,DC,Wankhede Stadium,2014-05-23,2014
75,Brendon McCullum,56,40,140.0,5,2,KKR,JSCA Stadium,2014-05-02,2014
76,Dinesh Karthik,56,40,140.0,5,2,KKR,Dubai International Stadium,2014-04-19,2014
77,Manoj Tiwary,61,44,138.63,5,2,RR,Narendra Modi Stadium,2014-05-15,2014
78,Robin Uthappa,47,34,138.23,5,1,DC,Arun Jaitley Stadium,2014-05-07,2014
79,Shane Watson,33,24,137.5,5,0,KKR,Zayed Cricket Stadium,2014-04-29,2014
80,Parthiv Patel,26,19,136.84,5,0,MI,Wankhede Stadium,2014-05-06,2014
81,Suresh Raina,56,41,136.58,5,1,DC,Zayed Cricket Stadium,2014-04-21,2014
82,Lendl Simmons,68,50,136.0,5,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-12,2014
83,Manoj Tiwary,41,31,132.25,5,1,MI,Wankhede Stadium,2014-05-23,2014
84,Parthiv Patel,37,28,132.14,5,1,DC,Sharjah Cricket Stadium,2014-04-17,2014
85,Virender Sehwag,30,23,130.43,5,1,CSK,Barabati Stadium,2014-05-07,2014
86,Ambati Rayudu,35,27,129.62,5,0,SRH,Dubai International Stadium,2014-04-30,2014
87,Quinton de Kock,42,33,127.27,5,1,RR,Arun Jaitley Stadium,2014-05-03,2014
88,Dwayne Smith,44,35,125.71,5,2,RR,JSCA Stadium,2014-05-13,2014
89,Yogesh Takawale,45,36,125.0,5,1,KKR,Eden Gardens,2014-05-22,2014
90,Virender Sehwag,30,24,125.0,5,0,RCB,M. Chinnaswamy Stadium,2014-05-09,2014
91,Robin Uthappa,65,52,125.0,5,3,RR,Narendra Modi Stadium,2014-05-05,2014
92,Robin Uthappa,47,38,123.68,5,1,CSK,JSCA Stadium,2014-05-02,2014
93,Gautam Gambhir,69,56,123.21,5,2,DC,Arun Jaitley Stadium,2014-05-07,2014
94,Shikhar Dhawan,45,37,121.62,5,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2014-05-14,2014
95,Robin Uthappa,40,33,121.21,5,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,2014-05-18,2014
96,Axar Patel,42,35,120.0,5,1,DC,Arun Jaitley Stadium,2014-05-19,2014
97,Shaun Marsh,40,35,114.28,5,1,RR,IS Bindra Stadium,2014-05-23,2014
98,Manish Pandey,48,42,114.28,5,0,DC,Dubai International Stadium,2014-04-19,2014
99,Naman Ojha,26,23,113.04,5,1,KKR,Eden Gardens,2014-05-24,2014
100,Dwayne Smith,57,51,111.76,5,3,MI,Wankhede Stadium,2014-05-10,2014
101,Aaron Finch,44,45,97.77,5,0,CSK,Sharjah Cricket Stadium,2014-04-27,2014
102,Shikhar Dhawan,29,31,93.54,5,0,KKR,Eden Gardens,2014-05-24,2014
103,Brendon McCullum,32,35,91.42,5,0,DC,Arun Jaitley Stadium,2014-05-05,2014
104,Steve Smith,48,21,228.57,4,4,RCB,M. Chinnaswamy Stadium,2014-05-11,2014
105,Manan Vohra,42,19,221.05,4,3,DC,Arun Jaitley Stadium,2014-05-19,2014
106,Naman Ojha,79,36,219.44,4,7,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2014-05-14,2014
107,Karun Nair,48,24,200.0,4,3,MI,Narendra Modi Stadium,2014-05-19,2014
108,Dwayne Smith,34,17,200.0,4,1,RCB,M. Chinnaswamy Stadium,2014-05-24,2014
109,AB de Villiers,33,17,194.11,4,1,DC,M. Chinnaswamy Stadium,2014-05-13,2014
110,Virender Sehwag,19,10,190.0,4,0,CSK,Zayed Cricket Stadium,2014-04-18,2014
111,Kevin Pietersen,35,19,184.21,4,2,SRH,Arun Jaitley Stadium,2014-05-10,2014
112,MS Dhoni,49,28,175.0,4,3,RCB,M. Chinnaswamy Stadium,2014-05-24,2014
113,Faf du Plessis,19,11,172.72,4,0,SRH,JSCA Stadium,2014-05-22,2014
114,Suresh Raina,54,32,168.75,4,2,MI,Brabourne Stadium,2014-05-28,2014
115,Dwayne Smith,47,28,167.85,4,4,SRH,JSCA Stadium,2014-05-22,2014
116,Dinesh Karthik,36,22,163.63,4,1,KKR,Arun Jaitley Stadium,2014-05-07,2014
