POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year
37,Devon Conway,85,55,154.54,8,4,SRH,Maharashtra Cricket Association Stadium,2022-05-01,2022
38,Shreyas Iyer,85,51,166.66,7,4,RR,Brabourne - CCI,2022-04-18,2022
39,Dinesh Karthik,44,23,191.3,7,1,RR,Wankhede Stadium,2022-04-05,2022
40,Rishabh Pant,44,30,146.66,7,1,LSG,Wankhede Stadium,2022-05-01,2022
41,Rishabh Pant,43,29,148.27,7,0,GT,Maharashtra Cricket Association Stadium,2022-04-02,2022
42,Glenn Maxwell,55,34,161.76,7,2,DC,Wankhede Stadium,2022-04-16,2022
43,Prithvi Shaw,41,20,205.0,7,1,PBKS,Brabourne - CCI,2022-04-20,2022
44,Prithvi Shaw,51,29,175.86,7,2,KKR,Brabourne - CCI,2022-04-10,2022
45,MS Dhoni,50,38,131.57,7,1,KKR,Wankhede Stadium,2022-03-26,2022
46,Ambati Rayudu,78,39,200.0,7,6,PBKS,Wankhede Stadium,2022-04-25,2022
47,Shubman Gill,63,49,128.57,7,0,LSG,Maharashtra Cricket Association Stadium,2022-05-10,2022
48,Liam Livingstone,64,27,237.03,7,4,GT,Brabourne - CCI,2022-04-08,2022
49,Sanju Samson,54,49,110.2,7,1,KKR,Wankhede Stadium,2022-05-02,2022
50,Devdutt Padikkal,54,35,154.28,7,2,DC,Wankhede Stadium,2022-04-22,2022
51,Devon Conway,87,49,177.55,7,5,DC,DY Patil Stadium,2022-05-08,2022
52,Virat Kohli,58,53,109.43,6,1,GT,Brabourne - CCI,2022-04-30,2022
53,Manish Pandey,38,29,131.03,6,0,MI,Brabourne - CCI,2022-04-16,2022
54,K L Rahul,68,50,136.0,6,1,SRH,DY Patil Stadium,2022-04-04,2022
55,Ajinkya Rahane,44,34,129.41,6,1,CSK,Wankhede Stadium,2022-03-26,2022
56,Mayank Agarwal,52,32,162.5,6,2,MI,Maharashtra Cricket Association Stadium,2022-04-13,2022
57,Shubman Gill,52,36,144.44,6,2,MI,Brabourne - CCI,2022-05-06,2022
58,Shubman Gill,84,46,182.6,6,4,DC,Maharashtra Cricket Association Stadium,2022-04-02,2022
59,Ruturaj Gaikwad,99,57,173.68,6,6,SRH,Maharashtra Cricket Association Stadium,2022-05-01,2022
60,Nitish Rana,54,36,150.0,6,2,SRH,Brabourne - CCI,2022-04-15,2022
61,Rinku Singh,42,23,182.6,6,1,RR,Wankhede Stadium,2022-05-02,2022
62,Evin Lewis,55,23,239.13,6,3,CSK,Brabourne - CCI,2022-03-31,2022
63,Rahul Tripathi,58,37,156.75,6,2,RCB,Wankhede Stadium,2022-05-08,2022
64,Sanju Samson,32,24,133.33,6,0,LSG,Brabourne - CCI,2022-05-15,2022
65,Devdutt Padikkal,48,30,160.0,6,2,DC,DY Patil Stadium,2022-05-11,2022
66,Shivam Dube,57,30,190.0,6,3,PBKS,Brabourne - CCI,2022-04-03,2022
67,Abhishek Sharma,42,32,131.25,6,0,GT,DY Patil Stadium,2022-04-11,2022
68,Abhishek Sharma,65,42,154.76,6,3,GT,Wankhede Stadium,2022-04-27,2022
69,David Warner,61,45,135.55,6,2,KKR,Brabourne - CCI,2022-04-10,2022
70,Deepak Hooda,52,34,152.94,6,1,DC,Wankhede Stadium,2022-05-01,2022
71,Deepak Hooda,55,41,134.14,6,2,GT,Wankhede Stadium,2022-03-28,2022
72,Wriddhiman Saha,55,40,137.5,6,2,MI,Brabourne - CCI,2022-05-06,2022
73,Aiden Markram,68,36,188.88,6,4,KKR,Brabourne - CCI,2022-04-15,2022
74,Yashasvi Jaiswal,41,29,141.37,6,1,LSG,Brabourne - CCI,2022-05-15,2022
75,Matthew Wade,35,30,116.66,6,0,RR,Eden Gardens,2022-05-24,2022
76,Venkatesh Iyer,50,41,121.95,6,1,MI,Maharashtra Cricket Association Stadium,2022-04-06,2022
77,Devon Conway,56,37,151.35,6,2,RCB,Maharashtra Cricket Association Stadium,2022-05-04,2022
78,Dewald Brevis,31,13,238.46,6,1,LSG,Brabourne - CCI,2022-04-16,2022
79,Virat Kohli,48,36,133.33,5,0,MI,Maharashtra Cricket Association Stadium,2022-04-09,2022
80,Rohit Sharma,39,31,125.8,5,1,LSG,Wankhede Stadium,2022-04-24,2022
81,Rohit Sharma,43,28,153.57,5,2,GT,Brabourne - CCI,2022-05-06,2022
82,Shikhar Dhawan,70,50,140.0,5,3,MI,Maharashtra Cricket Association Stadium,2022-04-13,2022
83,Shikhar Dhawan,43,29,148.27,5,1,RCB,DY Patil Stadium,2022-03-27,2022
84,Shreyas Iyer,54,33,163.63,5,2,DC,Brabourne - CCI,2022-04-10,2022
85,Shreyas Iyer,26,15,173.33,5,0,PBKS,Wankhede Stadium,2022-04-01,2022
86,Dinesh Karthik,66,34,194.11,5,5,DC,Wankhede Stadium,2022-04-16,2022
87,Dinesh Karthik,37,23,160.86,5,1,LSG,Eden Gardens,2022-05-25,2022
88,Krunal Pandya,42,28,150.0,5,2,RCB,DY Patil Stadium,2022-04-19,2022
89,Washington Sundar,40,14,285.71,5,2,RR,Maharashtra Cricket Association Stadium,2022-03-29,2022
90,Glenn Maxwell,40,18,222.22,5,2,GT,Wankhede Stadium,2022-05-19,2022
91,Mitchell Marsh,89,62,143.54,5,7,RR,DY Patil Stadium,2022-05-11,2022
92,Prithvi Shaw,37,27,137.03,5,1,RR,Wankhede Stadium,2022-04-22,2022
93,Hardik Pandya,33,28,117.85,5,1,LSG,Wankhede Stadium,2022-03-28,2022
94,Hardik Pandya,40,27,148.14,5,0,RR,Eden Gardens,2022-05-24,2022
95,Hardik Pandya,27,18,150.0,5,0,PBKS,Brabourne - CCI,2022-04-08,2022
96,Shubman Gill,35,21,166.66,5,1,RR,Eden Gardens,2022-05-24,2022
97,Faf Du Plessis,44,38,115.78,5,0,GT,Wankhede Stadium,2022-05-19,2022
98,Faf Du Plessis,29,20,145.0,5,0,RR,Wankhede Stadium,2022-04-05,2022
99,Ruturaj Gaikwad,73,48,152.08,5,5,GT,Maharashtra Cricket Association Stadium,2022-04-17,2022
100,Rahul Tewatia,43,25,172.0,5,2,RCB,Brabourne - CCI,2022-04-30,2022
101,Rahul Tewatia,40,24,166.66,5,2,LSG,Wankhede Stadium,2022-03-28,2022
102,David Miller,31,14,221.42,5,1,RR,DY Patil Stadium,2022-04-14,2022
103,Sarfaraz Khan,32,16,200.0,5,1,PBKS,DY Patil Stadium,2022-05-16,2022
104,Ishan Kishan,54,43,125.58,5,1,RR,DY Patil Stadium,2022-04-02,2022
105,Ishan Kishan,43,34,126.47,5,1,SRH,Wankhede Stadium,2022-05-17,2022
106,Ishan Kishan,45,29,155.17,5,1,GT,Brabourne - CCI,2022-05-06,2022
107,Ishan Kishan,51,43,118.6,5,1,KKR,DY Patil Stadium,2022-05-09,2022
108,Suryakumar Yadav,68,37,183.78,5,6,RCB,Maharashtra Cricket Association Stadium,2022-04-09,2022
109,Suryakumar Yadav,52,36,144.44,5,2,KKR,Maharashtra Cricket Association Stadium,2022-04-06,2022
110,Suryakumar Yadav,51,39,130.76,5,2,RR,DY Patil Stadium,2022-04-30,2022
111,Jos Buttler,39,35,111.42,5,0,GT,Narendra Modi Stadium,2022-05-29,2022
112,Jos Buttler,30,16,187.5,5,1,PBKS,Wankhede Stadium,2022-05-07,2022
113,Jos Buttler,67,52,128.84,5,4,MI,DY Patil Stadium,2022-04-30,2022
114,Liam Livingstone,60,32,187.5,5,5,CSK,Brabourne - CCI,2022-04-03,2022
115,Liam Livingstone,60,33,181.81,5,4,SRH,DY Patil Stadium,2022-04-17,2022
116,Liam Livingstone,70,42,166.66,5,4,RCB,Brabourne - CCI,2022-05-13,2022
117,Rahul Tripathi,39,15,260.0,5,2,CSK,DY Patil Stadium,2022-04-09,2022
118,Rahul Tripathi,44,30,146.66,5,1,LSG,DY Patil Stadium,2022-04-04,2022
119,Sanju Samson,47,26,180.76,5,3,GT,Eden Gardens,2022-05-24,2022
120,Sanju Samson,46,19,242.1,5,3,DC,Wankhede Stadium,2022-04-22,2022
121,Devdutt Padikkal,39,18,216.66,5,2,LSG,Brabourne - CCI,2022-05-15,2022
122,Shivam Dube,95,46,206.52,5,8,RCB,DY Patil Stadium,2022-04-12,2022
123,Shivam Dube,49,30,163.33,5,2,LSG,Brabourne - CCI,2022-03-31,2022
124,Abhishek Sharma,43,32,134.37,5,2,PBKS,Wankhede Stadium,2022-05-22,2022
125,Abhishek Sharma,39,24,162.5,5,1,CSK,Maharashtra Cricket Association Stadium,2022-05-01,2022
126,Abhishek Sharma,75,50,150.0,5,3,CSK,DY Patil Stadium,2022-04-09,2022
127,David Warner,28,14,200.0,5,1,RR,Wankhede Stadium,2022-04-22,2022
128,David Warner,52,41,126.82,5,1,RR,DY Patil Stadium,2022-05-11,2022
129,Deepak Hooda,59,39,151.28,5,2,RR,Brabourne - CCI,2022-05-15,2022
130,Jonny Bairstow,23,15,153.33,5,0,SRH,Wankhede Stadium,2022-05-22,2022
131,Jonny Bairstow,32,28,114.28,5,0,LSG,Maharashtra Cricket Association Stadium,2022-04-29,2022
132,Aiden Markram,57,41,139.02,5,2,RR,Maharashtra Cricket Association Stadium,2022-03-29,2022
133,Bhanuka Rajapaksa,40,28,142.85,5,1,GT,DY Patil Stadium,2022-05-03,2022
134,Rajat Patidar,52,32,162.5,5,2,GT,Brabourne - CCI,2022-04-30,2022
135,Suyash S Prabhudessai,34,18,188.88,5,1,CSK,DY Patil Stadium,2022-04-12,2022
136,Abhinav Manohar,35,21,166.66,5,1,SRH,DY Patil Stadium,2022-04-11,2022
137,Sai Sudharsan,65,50,130.0,5,1,PBKS,DY Patil Stadium,2022-05-03,2022
138,Jitesh Sharma,32,23,139.13,5,0,DC,Brabourne - CCI,2022-04-20,2022
139,Rohit Sharma,41,32,128.12,4,2,DC,Brabourne - CCI,2022-03-27,2022
140,Rohit Sharma,26,15,173.33,4,1,RCB,Maharashtra Cricket Association Stadium,2022-04-09,2022
141,Rohit Sharma,18,14,128.57,4,0,CSK,Wankhede Stadium,2022-05-12,2022
142,Shikhar Dhawan,33,24,137.5,4,1,CSK,Brabourne - CCI,2022-04-03,2022
143,Shikhar Dhawan,35,30,116.66,4,0,GT,Brabourne - CCI,2022-04-08,2022
144,Shreyas Iyer,42,37,113.51,4,0,DC,Wankhede Stadium,2022-04-28,2022
145,Shreyas Iyer,50,29,172.41,4,3,LSG,DY Patil Stadium,2022-05-18,2022
146,Rishabh Pant,39,33,118.18,4,1,MI,Wankhede Stadium,2022-05-21,2022
147,Rishabh Pant,21,11,190.9,4,0,CSK,DY Patil Stadium,2022-05-08,2022
148,Rishabh Pant,44,24,183.33,4,2,RR,Wankhede Stadium,2022-04-22,2022
149,K L Rahul,77,51,150.98,4,5,DC,Wankhede Stadium,2022-05-01,2022
150,Pat Cummins,56,15,373.33,4,6,MI,Maharashtra Cricket Association Stadium,2022-04-06,2022
151,Mitchell Marsh,63,48,131.25,4,3,PBKS,DY Patil Stadium,2022-05-16,2022
152,Ravichandran Ashwin,17,9,188.88,4,0,RCB,Maharashtra Cricket Association Stadium,2022-04-26,2022
153,Ravichandran Ashwin,50,38,131.57,4,2,DC,DY Patil Stadium,2022-05-11,2022
154,Prithvi Shaw,38,24,158.33,4,2,MI,Brabourne - CCI,2022-03-27,2022
155,Hardik Pandya,31,27,114.81,4,0,DC,Maharashtra Cricket Association Stadium,2022-04-02,2022
156,Hardik Pandya,24,14,171.42,4,0,MI,Brabourne - CCI,2022-05-06,2022
157,Hardik Pandya,62,47,131.91,4,3,RCB,Wankhede Stadium,2022-05-19,2022
158,Hardik Pandya,50,42,119.04,4,1,SRH,DY Patil Stadium,2022-04-11,2022
159,Hardik Pandya,67,49,136.73,4,2,KKR,DY Patil Stadium,2022-04-23,2022
160,Mayank Agarwal,24,15,160.0,4,0,DC,Brabourne - CCI,2022-04-20,2022
161,MS Dhoni,36,33,109.09,4,2,MI,Wankhede Stadium,2022-05-12,2022
162,Ambati Rayudu,27,27,100.0,4,0,SRH,DY Patil Stadium,2022-04-09,2022
163,Ambati Rayudu,46,31,148.38,4,2,GT,Maharashtra Cricket Association Stadium,2022-04-17,2022
164,Tim Seifert,21,14,150.0,4,0,MI,Brabourne - CCI,2022-03-27,2022
165,Faf Du Plessis,38,22,172.72,4,1,CSK,Maharashtra Cricket Association Stadium,2022-05-04,2022
166,Ruturaj Gaikwad,30,27,111.11,4,0,PBKS,Wankhede Stadium,2022-04-25,2022
167,Ruturaj Gaikwad,53,49,108.16,4,1,GT,Wankhede Stadium,2022-05-15,2022
168,Ruturaj Gaikwad,41,33,124.24,4,1,DC,DY Patil Stadium,2022-05-08,2022
169,Shardul Thakur,22,11,200.0,4,0,MI,Brabourne - CCI,2022-03-27,2022
170,Kagiso Rabada,25,16,156.25,4,1,KKR,Wankhede Stadium,2022-04-01,2022
171,Rahul Tewatia,40,21,190.47,4,2,SRH,Wankhede Stadium,2022-04-27,2022
172,Rahul Tewatia,22,16,137.5,4,0,LSG,Maharashtra Cricket Association Stadium,2022-05-10,2022
173,David Miller,39,24,162.5,4,1,RCB,Brabourne - CCI,2022-04-30,2022
174,Mandeep Singh,18,16,112.5,4,0,GT,Maharashtra Cricket Association Stadium,2022-04-02,2022
175,Andre Russell,49,25,196.0,4,4,SRH,Brabourne - CCI,2022-04-15,2022
176,Rinku Singh,35,28,125.0,4,1,GT,DY Patil Stadium,2022-04-23,2022
177,Robin Uthappa,88,50,176.0,4,9,RCB,DY Patil Stadium,2022-04-12,2022
178,Ishan Kishan,26,18,144.44,4,1,RR,DY Patil Stadium,2022-04-30,2022
179,Quinton De Kock,50,29,172.41,4,3,KKR,Maharashtra Cricket Association Stadium,2022-05-07,2022
180,Quinton De Kock,46,37,124.32,4,2,PBKS,Maharashtra Cricket Association Stadium,2022-04-29,2022
181,Quinton De Kock,24,13,184.61,4,1,MI,Brabourne - CCI,2022-04-16,2022
182,Rahul Tripathi,34,22,154.54,4,1,PBKS,DY Patil Stadium,2022-04-17,2022
183,Rahul Tripathi,71,37,191.89,4,6,KKR,Brabourne - CCI,2022-04-15,2022
184,Sanju Samson,23,12,191.66,4,0,PBKS,Wankhede Stadium,2022-05-07,2022
185,Devdutt Padikkal,41,29,141.37,4,2,SRH,Maharashtra Cricket Association Stadium,2022-03-29,2022
186,Devdutt Padikkal,29,29,100.0,4,0,LSG,Wankhede Stadium,2022-04-10,2022
187,Moeen Ali,35,22,159.09,4,2,LSG,Brabourne - CCI,2022-03-31,2022
188,Shimron Hetmyer,42,31,135.48,4,2,RCB,Wankhede Stadium,2022-04-05,2022
189,Abhishek Sharma,43,28,153.57,4,2,KKR,Maharashtra Cricket Association Stadium,2022-05-14,2022
190,David Warner,66,38,173.68,4,5,RCB,Wankhede Stadium,2022-04-16,2022
191,Deepak Hooda,41,27,151.85,4,2,KKR,Maharashtra Cricket Association Stadium,2022-05-07,2022
192,Jonny Bairstow,28,15,186.66,4,1,DC,DY Patil Stadium,2022-05-16,2022
193,Jonny Bairstow,66,29,227.58,4,7,RCB,Brabourne - CCI,2022-05-13,2022
194,Wriddhiman Saha,31,22,140.9,4,1,RCB,Wankhede Stadium,2022-05-19,2022
195,Wriddhiman Saha,29,22,131.81,4,0,RCB,Brabourne - CCI,2022-04-30,2022
196,Aiden Markram,42,25,168.0,4,3,DC,Brabourne - CCI,2022-05-05,2022
197,Aiden Markram,41,27,151.85,4,1,PBKS,DY Patil Stadium,2022-04-17,2022
198,Shahbaz Ahmed,45,26,173.07,4,3,RR,Wankhede Stadium,2022-04-05,2022
199,Shahbaz Ahmed,41,27,151.85,4,0,CSK,DY Patil Stadium,2022-04-12,2022
200,Priyam Garg,42,26,161.53,4,2,MI,Wankhede Stadium,2022-05-17,2022
201,Anuj Rawat,26,25,104.0,4,0,RR,Wankhede Stadium,2022-04-05,2022
202,Lalit Yadav,48,38,126.31,4,2,MI,Brabourne - CCI,2022-03-27,2022
203,Matthew Wade,30,29,103.44,4,0,LSG,Wankhede Stadium,2022-03-28,2022
204,Rajat Patidar,58,42,138.09,4,3,RR,Narendra Modi Stadium,2022-05-27,2022
205,Rajat Patidar,48,38,126.31,4,2,SRH,Wankhede Stadium,2022-05-08,2022
206,Dewald Brevis,49,25,196.0,4,5,PBKS,Maharashtra Cricket Association Stadium,2022-04-13,2022
207,Abhinav Manohar,43,28,153.57,4,2,RR,DY Patil Stadium,2022-04-14,2022
208,Sai Sudharsan,35,30,116.66,4,1,PBKS,Brabourne - CCI,2022-04-08,2022
209,Ayush Badoni,54,41,131.7,4,3,GT,Wankhede Stadium,2022-03-28,2022
210,Tilak Varma,34,32,106.25,4,0,CSK,Wankhede Stadium,2022-05-12,2022
211,Jitesh Sharma,38,18,211.11,4,2,RR,Wankhede Stadium,2022-05-07,2022
212,Virat Kohli,30,33,90.9,3,1,CSK,Maharashtra Cricket Association Stadium,2022-05-04,2022
213,Rohit Sharma,28,17,164.7,3,2,PBKS,Maharashtra Cricket Association Stadium,2022-04-13,2022
214,Shikhar Dhawan,19,16,118.75,3,0,DC,DY Patil Stadium,2022-05-16,2022
215,Shreyas Iyer,28,25,112.0,3,0,SRH,Brabourne - CCI,2022-04-15,2022
216,Shreyas Iyer,34,32,106.25,3,1,RR,Wankhede Stadium,2022-05-02,2022
217,Dinesh Karthik,32,14,228.57,3,3,PBKS,DY Patil Stadium,2022-03-27,2022
218,Krunal Pandya,21,13,161.53,3,0,GT,Wankhede Stadium,2022-03-28,2022
219,Rishabh Pant,34,17,200.0,3,2,RCB,Wankhede Stadium,2022-04-16,2022
220,Rishabh Pant,39,36,108.33,3,2,LSG,DY Patil Stadium,2022-04-07,2022
221,K L Rahul,68,51,133.33,3,4,KKR,DY Patil Stadium,2022-05-18,2022
222,K L Rahul,79,58,136.2,3,5,RCB,Eden Gardens,2022-05-25,2022
223,K L Rahul,30,24,125.0,3,1,RCB,DY Patil Stadium,2022-04-19,2022
224,Washington Sundar,25,19,131.57,3,1,PBKS,Wankhede Stadium,2022-05-22,2022
225,Glenn Maxwell,23,11,209.09,3,1,LSG,DY Patil Stadium,2022-04-19,2022
226,Glenn Maxwell,33,24,137.5,3,2,SRH,Wankhede Stadium,2022-05-08,2022
227,Glenn Maxwell,33,18,183.33,3,2,GT,Brabourne - CCI,2022-04-30,2022
228,Glenn Maxwell,35,22,159.09,3,1,PBKS,Brabourne - CCI,2022-05-13,2022
229,Mitchell Marsh,37,20,185.0,3,3,LSG,Wankhede Stadium,2022-05-01,2022
230,Mitchell Marsh,25,20,125.0,3,1,CSK,DY Patil Stadium,2022-05-08,2022
231,Ajinkya Rahane,25,24,104.16,3,0,MI,DY Patil Stadium,2022-05-09,2022
232,Ajinkya Rahane,12,11,109.09,3,0,PBKS,Wankhede Stadium,2022-04-01,2022
233,Ravichandran Ashwin,21,9,233.33,3,1,MI,DY Patil Stadium,2022-04-30,2022
234,Ravindra Jadeja,17,9,188.88,3,0,LSG,Brabourne - CCI,2022-03-31,2022
235,Hardik Pandya,34,30,113.33,3,1,RR,Narendra Modi Stadium,2022-05-29,2022
236,Mayank Agarwal,19,16,118.75,3,0,RCB,Brabourne - CCI,2022-05-13,2022
237,MS Dhoni,28,13,215.38,3,1,MI,DY Patil Stadium,2022-04-21,2022
238,Shubman Gill,18,17,105.88,3,0,CSK,Wankhede Stadium,2022-05-15,2022
239,Shubman Gill,31,28,110.71,3,1,RCB,Brabourne - CCI,2022-04-30,2022
240,Shubman Gill,45,43,104.65,3,1,RR,Narendra Modi Stadium,2022-05-29,2022
241,Mohammed Siraj,14,11,127.27,3,0,CSK,DY Patil Stadium,2022-04-12,2022
242,Kane Williamson,17,16,106.25,3,0,KKR,Brabourne - CCI,2022-04-15,2022
243,David Willey,18,28,64.28,3,0,KKR,DY Patil Stadium,2022-03-30,2022
244,Faf Du Plessis,23,21,109.52,3,1,RR,Maharashtra Cricket Association Stadium,2022-04-26,2022
245,Faf Du Plessis,25,27,92.59,3,0,RR,Narendra Modi Stadium,2022-05-27,2022
246,Faf Du Plessis,88,57,154.38,3,7,PBKS,DY Patil Stadium,2022-03-27,2022
247,Jagadeesan Narayan,39,33,118.18,3,1,GT,Wankhede Stadium,2022-05-15,2022
248,Ruturaj Gaikwad,28,23,121.73,3,1,RCB,Maharashtra Cricket Association Stadium,2022-05-04,2022
249,Ruturaj Gaikwad,17,16,106.25,3,0,RCB,DY Patil Stadium,2022-04-12,2022
250,Ruturaj Gaikwad,16,13,123.07,3,0,SRH,DY Patil Stadium,2022-04-09,2022
251,Sam Billings,34,29,117.24,3,1,SRH,Maharashtra Cricket Association Stadium,2022-05-14,2022
252,David Miller,68,38,178.94,3,5,RR,Eden Gardens,2022-05-24,2022
253,David Miller,32,19,168.42,3,1,RR,Narendra Modi Stadium,2022-05-29,2022
254,Nicholas Pooran,64,33,193.93,3,6,CSK,Maharashtra Cricket Association Stadium,2022-05-01,2022
255,Nicholas Pooran,34,24,141.66,3,2,LSG,DY Patil Stadium,2022-04-04,2022
256,Sarfaraz Khan,36,28,128.57,3,0,LSG,DY Patil Stadium,2022-04-07,2022
257,Andre Russell,49,28,175.0,3,4,SRH,Maharashtra Cricket Association Stadium,2022-05-14,2022
258,Andre Russell,45,19,236.84,3,5,LSG,Maharashtra Cricket Association Stadium,2022-05-07,2022
259,Andre Russell,24,21,114.28,3,0,DC,Brabourne - CCI,2022-04-10,2022
260,Nitish Rana,57,34,167.64,3,4,DC,Wankhede Stadium,2022-04-28,2022
261,Nitish Rana,48,37,129.72,3,2,RR,Wankhede Stadium,2022-05-02,2022
262,Nitish Rana,43,26,165.38,3,4,MI,DY Patil Stadium,2022-05-09,2022
263,Rinku Singh,23,16,143.75,3,0,DC,Wankhede Stadium,2022-04-28,2022
264,Sunil Narine,22,12,183.33,3,1,LSG,Maharashtra Cricket Association Stadium,2022-05-07,2022
265,Ishan Kishan,26,28,92.85,3,0,RCB,Maharashtra Cricket Association Stadium,2022-04-09,2022
266,Ishan Kishan,48,35,137.14,3,4,DC,Wankhede Stadium,2022-05-21,2022
267,Kieron Pollard,22,24,91.66,3,1,RR,DY Patil Stadium,2022-04-02,2022
268,Quinton De Kock,23,13,176.92,3,1,DC,Wankhede Stadium,2022-05-01,2022
269,Suryakumar Yadav,32,21,152.38,3,1,CSK,DY Patil Stadium,2022-04-21,2022
270,Suryakumar Yadav,37,27,137.03,3,0,LSG,Brabourne - CCI,2022-04-16,2022
271,Jos Buttler,35,28,125.0,3,3,SRH,Maharashtra Cricket Association Stadium,2022-03-29,2022
272,Jos Buttler,22,25,88.0,3,0,KKR,Wankhede Stadium,2022-05-02,2022
273,Mahipal Lomror,42,27,155.55,3,2,CSK,Maharashtra Cricket Association Stadium,2022-05-04,2022
274,Riyan Parag,56,31,180.64,3,4,RCB,Maharashtra Cricket Association Stadium,2022-04-26,2022
275,Sanju Samson,38,19,200.0,3,2,KKR,Brabourne - CCI,2022-04-18,2022
276,Sanju Samson,55,27,203.7,3,5,SRH,Maharashtra Cricket Association Stadium,2022-03-29,2022
277,Devdutt Padikkal,15,15,100.0,3,0,MI,DY Patil Stadium,2022-04-30,2022
278,Devdutt Padikkal,31,32,96.87,3,0,PBKS,Wankhede Stadium,2022-05-07,2022
279,Devdutt Padikkal,24,18,133.33,3,1,KKR,Brabourne - CCI,2022-04-18,2022
280,Moeen Ali,48,35,137.14,3,2,SRH,DY Patil Stadium,2022-04-09,2022
281,Shimron Hetmyer,35,14,250.0,3,3,MI,DY Patil Stadium,2022-04-02,2022
282,Shimron Hetmyer,31,16,193.75,3,2,PBKS,Wankhede Stadium,2022-05-07,2022
283,Abhishek Sharma,31,25,124.0,3,1,PBKS,DY Patil Stadium,2022-04-17,2022
284,Deepak Hooda,27,26,103.84,3,0,GT,Maharashtra Cricket Association Stadium,2022-05-10,2022
285,Deepak Hooda,25,24,104.16,3,0,RR,Wankhede Stadium,2022-04-10,2022
286,Deepak Hooda,51,33,154.54,3,3,SRH,DY Patil Stadium,2022-04-04,2022
287,Wriddhiman Saha,21,17,123.52,3,1,PBKS,DY Patil Stadium,2022-05-03,2022
288,Rovman Powell,35,21,166.66,3,2,LSG,Wankhede Stadium,2022-05-01,2022
289,Rovman Powell,67,35,191.42,3,6,SRH,Brabourne - CCI,2022-05-05,2022
290,Bhanuka Rajapaksa,31,9,344.44,3,3,KKR,Wankhede Stadium,2022-04-01,2022
291,Shahbaz Ahmed,32,21,152.38,3,1,DC,Wankhede Stadium,2022-04-16,2022
292,Lalit Yadav,37,24,154.16,3,2,RR,Wankhede Stadium,2022-04-22,2022
293,Matthew Wade,19,19,100.0,3,0,SRH,DY Patil Stadium,2022-04-11,2022
294,Matthew Wade,12,6,200.0,3,0,RR,DY Patil Stadium,2022-04-14,2022
295,Venkatesh Iyer,43,24,179.16,3,4,MI,DY Patil Stadium,2022-05-09,2022
296,Tim David,13,9,144.44,3,0,KKR,DY Patil Stadium,2022-05-09,2022
297,Tim David,46,18,255.55,3,4,SRH,Wankhede Stadium,2022-05-17,2022
298,Abhinav Manohar,15,7,214.28,3,0,LSG,Wankhede Stadium,2022-03-28,2022
299,Ayush Badoni,19,12,158.33,3,0,SRH,DY Patil Stadium,2022-04-04,2022
300,Hrithik Shokeen,25,25,100.0,3,0,CSK,DY Patil Stadium,2022-04-21,2022
301,Tilak Varma,38,27,140.74,3,2,KKR,Maharashtra Cricket Association Stadium,2022-04-06,2022
302,Tilak Varma,51,43,118.6,3,2,CSK,DY Patil Stadium,2022-04-21,2022
303,Tilak Varma,36,20,180.0,3,2,PBKS,Maharashtra Cricket Association Stadium,2022-04-13,2022
304,Tilak Varma,61,33,184.84,3,5,RR,DY Patil Stadium,2022-04-02,2022
305,Tilak Varma,22,15,146.66,3,0,DC,Brabourne - CCI,2022-03-27,2022
306,Rishi Dhawan,21,22,95.45,3,1,LSG,Maharashtra Cricket Association Stadium,2022-04-29,2022
307,Jitesh Sharma,19,7,271.42,3,1,SRH,Wankhede Stadium,2022-05-22,2022
308,Jitesh Sharma,44,34,129.41,3,2,DC,DY Patil Stadium,2022-05-16,2022
309,Virat Kohli,20,14,142.85,2,1,PBKS,Brabourne - CCI,2022-05-13,2022
310,Virat Kohli,25,24,104.16,2,0,LSG,Eden Gardens,2022-05-25,2022
311,Virat Kohli,9,10,90.0,2,0,RR,Maharashtra Cricket Association Stadium,2022-04-26,2022
312,Virat Kohli,12,7,171.42,2,0,KKR,DY Patil Stadium,2022-03-30,2022
313,Rohit Sharma,48,36,133.33,2,4,SRH,Wankhede Stadium,2022-05-17,2022
314,Shikhar Dhawan,12,16,75.0,2,0,RR,Wankhede Stadium,2022-05-07,2022
315,Shikhar Dhawan,21,15,140.0,2,1,RCB,Brabourne - CCI,2022-05-13,2022
316,Shikhar Dhawan,39,32,121.87,2,2,SRH,Wankhede Stadium,2022-05-22,2022
317,Shreyas Iyer,13,10,130.0,2,0,RCB,DY Patil Stadium,2022-03-30,2022
318,Shreyas Iyer,10,6,166.66,2,0,MI,Maharashtra Cricket Association Stadium,2022-04-06,2022
319,Shreyas Iyer,15,9,166.66,2,0,SRH,Maharashtra Cricket Association Stadium,2022-05-14,2022
320,Dinesh Karthik,34,14,242.85,2,3,CSK,DY Patil Stadium,2022-04-12,2022
321,Kuldeep Yadav,10,7,142.85,2,0,RCB,Wankhede Stadium,2022-04-16,2022
322,Krunal Pandya,25,27,92.59,2,0,KKR,Maharashtra Cricket Association Stadium,2022-05-07,2022
323,Krunal Pandya,22,15,146.66,2,0,RR,Wankhede Stadium,2022-04-10,2022
324,Rishabh Pant,27,14,192.85,2,2,KKR,Brabourne - CCI,2022-04-10,2022
325,K L Rahul,40,26,153.84,2,3,CSK,Brabourne - CCI,2022-03-31,2022
