POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year
60,Adam Gilchrist,16,5,320.0,1,2,RR,Vidarbha Cricket Association Stadium,2010-04-05,2010
61,Rohit Sharma,16,5,320.0,1,1,PBKS,HPCA Stadium,2010-04-16,2010
62,Zaheer Khan,16,5,320.0,2,1,RCB,Brabourne Stadium,2010-03-20,2010
63,Michael Lumb,16,6,266.66,4,0,DEC,Narendra Modi Stadium,2010-03-26,2010
64,David Warner,16,5,320.0,2,1,MI,Brabourne Stadium,2010-04-13,2010
65,Dinesh Karthik,16,5,320.0,2,1,DEC,Barabati Stadium,2010-03-21,2010
66,Michael Lumb,16,5,320.0,4,0,PBKS,Sawai Mansingh Stadium,2010-04-07,2010
67,Kieron Pollard,15,6,250.0,1,1,RCB,DY Patil Stadium,2010-04-21,2010
68,Suresh Raina,15,5,300.0,1,1,MI,DY Patil Stadium,2010-04-25,2010
69,Andrew Symonds,15,5,300.0,2,1,PBKS,Barabati Stadium,2010-03-19,2010
70,Irfan Pathan,15,5,300.0,1,1,CSK,HPCA Stadium,2010-04-18,2010
71,Yusuf Pathan,15,6,250.0,2,1,DEC,Narendra Modi Stadium,2010-03-26,2010
72,Paul Collingwood,15,5,300.0,0,2,KKR,Arun Jaitley Stadium,2010-03-29,2010
73,David Warner,15,5,300.0,2,1,KKR,Arun Jaitley Stadium,2010-03-29,2010
74,Gautam Gambhir,15,5,300.0,2,1,KKR,Eden Gardens,2010-04-07,2010
75,MS Dhoni,15,5,300.0,2,1,KKR,Eden Gardens,2010-03-16,2010
76,Sourav Ganguly,15,6,250.0,1,1,PBKS,Eden Gardens,2010-04-04,2010
77,Dinesh Karthik,15,4,375.0,0,2,RR,Arun Jaitley Stadium,2010-03-31,2010
78,Gautam Gambhir,15,5,300.0,2,0,PBKS,IS Bindra Stadium,2010-03-13,2010
79,Adam Gilchrist,15,5,300.0,2,1,RR,Vidarbha Cricket Association Stadium,2010-04-05,2010
80,Manvinder Bisla,15,6,250.0,2,1,RCB,M. Chinnaswamy Stadium,2010-03-16,2010
81,Mahela Jayawardena,15,5,300.0,3,0,KKR,Eden Gardens,2010-04-04,2010
82,Rahul Dravid,15,6,250.0,3,0,KKR,M. Chinnaswamy Stadium,2010-04-10,2010
83,Robin Uthappa,14,4,350.0,2,1,KKR,M. Chinnaswamy Stadium,2010-04-10,2010
84,Naman Ojha,14,5,280.0,3,0,CSK,Chidambaram,2010-04-03,2010
85,Abhishek Raut,14,5,280.0,1,1,RCB,Sawai Mansingh Stadium,2010-04-14,2010
86,Rahul Dravid,14,4,350.0,0,2,KKR,M. Chinnaswamy Stadium,2010-04-10,2010
87,Virender Sehwag,14,6,233.33,2,1,RCB,Arun Jaitley Stadium,2010-04-04,2010
88,Suresh Raina,14,4,350.0,3,0,KKR,Chidambaram,2010-04-13,2010
89,Murali Vijay,14,5,280.0,2,1,RR,Chidambaram,2010-04-03,2010
90,Adam Gilchrist,14,6,233.33,2,1,CSK,Chidambaram,2010-03-14,2010
91,Yuvraj Singh,14,4,350.0,0,2,KKR,Eden Gardens,2010-04-04,2010
92,Chris Gayle,14,4,350.0,0,2,PBKS,Eden Gardens,2010-04-04,2010
93,Mahela Jayawardena,14,4,350.0,2,1,KKR,Eden Gardens,2010-04-04,2010
94,Ambati Rayudu,14,4,350.0,2,1,RR,Brabourne Stadium,2010-03-13,2010
95,Naman Ojha,14,5,280.0,2,1,DC,Narendra Modi Stadium,2010-03-15,2010
96,Chris Gayle,14,4,350.0,2,1,MI,Brabourne Stadium,2010-03-22,2010
97,Manoj Tiwary,14,4,350.0,2,1,RCB,Eden Gardens,2010-03-14,2010
98,Kumar Sangakkara,14,5,280.0,3,0,RR,IS Bindra Stadium,2010-03-24,2010
99,Adam Voges,14,5,280.0,0,2,KKR,Narendra Modi Stadium,2010-03-20,2010
100,Kieron Pollard,14,6,233.33,2,0,DEC,Brabourne Stadium,2010-04-03,2010
101,Murali Vijay,14,4,350.0,0,2,RCB,Chidambaram,2010-03-31,2010
102,Yusuf Pathan,14,5,280.0,0,2,DC,Arun Jaitley Stadium,2010-03-31,2010
103,Michael Lumb,14,6,233.33,3,0,CSK,Chidambaram,2010-04-03,2010
104,Herschelle Gibbs,14,6,233.33,2,1,DC,Barabati Stadium,2010-03-21,2010
105,Chris Gayle,14,3,466.66,2,1,RCB,M. Chinnaswamy Stadium,2010-04-10,2010
106,Mohnish Mishra,14,5,280.0,2,1,CSK,Vidarbha Cricket Association Stadium,2010-04-10,2010
107,Ambati Rayudu,14,4,350.0,0,2,RCB,M. Chinnaswamy Stadium,2010-04-17,2010
108,Rohit Sharma,14,5,280.0,3,0,RR,Vidarbha Cricket Association Stadium,2010-04-05,2010
109,Adam Gilchrist,14,4,350.0,2,1,RCB,M. Chinnaswamy Stadium,2010-04-08,2010
110,Saurabh Tiwary,14,6,233.33,0,2,DEC,Brabourne Stadium,2010-04-03,2010
111,Rohit Sharma,14,5,280.0,1,1,MI,DY Patil Stadium,2010-03-28,2010
112,Virender Sehwag,14,5,280.0,1,1,CSK,Arun Jaitley Stadium,2010-03-19,2010
113,Chris Gayle,14,5,280.0,2,1,DC,Eden Gardens,2010-04-07,2010
114,Yusuf Pathan,14,4,350.0,0,2,DEC,Narendra Modi Stadium,2010-03-26,2010
115,Graeme Smith,14,6,233.33,3,0,MI,Brabourne Stadium,2010-03-13,2010
116,Chris Gayle,14,7,200.0,3,0,PBKS,IS Bindra Stadium,2010-03-27,2010
117,Shikhar Dhawan,13,6,216.66,0,2,CSK,Brabourne Stadium,2010-03-25,2010
118,Harbhajan Singh,13,5,260.0,0,2,CSK,Chidambaram,2010-04-06,2010
119,Faiz Fazal,13,6,216.66,3,0,KKR,Narendra Modi Stadium,2010-03-20,2010
120,Laxmi Ratan Shukla,13,4,325.0,0,2,CSK,Chidambaram,2010-04-13,2010
121,David Warner,13,6,216.66,0,1,RCB,M. Chinnaswamy Stadium,2010-03-25,2010
122,Murali Vijay,13,5,260.0,1,1,DC,Arun Jaitley Stadium,2010-03-19,2010
123,Matthew Hayden,13,5,260.0,1,1,RR,Chidambaram,2010-04-03,2010
124,Murali Vijay,13,4,325.0,0,2,RR,Chidambaram,2010-04-03,2010
125,Andrew Symonds,13,6,216.66,3,0,RR,Narendra Modi Stadium,2010-03-26,2010
126,Andrew Symonds,13,4,325.0,1,1,RCB,M. Chinnaswamy Stadium,2010-04-08,2010
127,Jacques Kallis,13,4,325.0,1,1,KKR,Eden Gardens,2010-03-14,2010
128,Dinesh Karthik,13,5,260.0,3,0,RR,Arun Jaitley Stadium,2010-03-31,2010
129,Murali Vijay,13,6,216.66,1,1,DEC,DY Patil Stadium,2010-04-22,2010
130,Mohnish Mishra,13,5,260.0,1,1,DC,Arun Jaitley Stadium,2010-04-18,2010
131,Rohit Sharma,13,4,325.0,3,0,RCB,Vidarbha Cricket Association Stadium,2010-04-12,2010
132,Rajat Bhatia,13,3,433.33,0,2,CSK,Arun Jaitley Stadium,2010-03-19,2010
133,Rohit Sharma,13,5,260.0,0,2,DC,Barabati Stadium,2010-03-21,2010
134,Shane Watson,13,5,260.0,1,1,KKR,Eden Gardens,2010-04-17,2010
135,Cheteshwar Pujara,13,4,325.0,0,2,RCB,M. Chinnaswamy Stadium,2010-04-10,2010
136,Virat Kohli,13,5,260.0,1,1,DEC,M. Chinnaswamy Stadium,2010-04-08,2010
137,Sachin Tendulkar,13,6,216.66,0,1,CSK,Brabourne Stadium,2010-03-25,2010
138,Kieron Pollard,13,5,260.0,1,1,DC,Brabourne Stadium,2010-04-13,2010
139,Gautam Gambhir,13,5,260.0,3,0,PBKS,Arun Jaitley Stadium,2010-04-11,2010
140,Andrew Symonds,13,5,260.0,3,0,KKR,Eden Gardens,2010-04-01,2010
141,Ambati Rayudu,13,4,325.0,3,0,PBKS,IS Bindra Stadium,2010-04-09,2010
142,Ravi Bopara,13,4,325.0,3,0,RCB,M. Chinnaswamy Stadium,2010-03-16,2010
143,Shaun Marsh,13,3,433.33,0,2,CSK,HPCA Stadium,2010-04-18,2010
144,Irfan Pathan,13,4,325.0,1,1,DEC,Barabati Stadium,2010-03-19,2010
145,Yusuf Pathan,13,4,325.0,3,0,MI,Brabourne Stadium,2010-03-13,2010
146,Andrew Symonds,13,5,260.0,0,2,DC,Arun Jaitley Stadium,2010-04-18,2010
147,JP Duminy,13,4,325.0,3,0,DC,Brabourne Stadium,2010-04-13,2010
148,Saurabh Tiwary,13,5,260.0,3,0,KKR,Brabourne Stadium,2010-03-22,2010
149,Ryan Harris,13,4,325.0,1,1,CSK,DY Patil Stadium,2010-04-22,2010
150,Sanath Jayasuriya,13,6,216.66,3,0,RR,Brabourne Stadium,2010-03-13,2010
1,Chris Gayle,36,7,514.28,3,4,KTK,M. Chinnaswamy Stadium,2011-05-08,2011
2,Shaun Marsh,30,6,500.0,3,3,RCB,HPCA Stadium,2011-05-17,2011
3,Yuvraj Singh,24,5,480.0,1,3,DC,DY Patil Stadium,2011-04-17,2011
4,Shaun Marsh,24,5,480.0,1,3,DC,HPCA Stadium,2011-05-15,2011
5,Paul Valthaty,24,7,342.85,3,2,RR,IS Bindra Stadium,2011-04-21,2011
6,Rohit Sharma,23,5,460.0,1,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-24,2011
7,Virender Sehwag,23,6,383.33,2,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-05,2011
8,MS Dhoni,22,6,366.66,2,2,PBKS,IS Bindra Stadium,2011-04-13,2011
9,Paul Valthaty,22,6,366.66,4,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-16,2011
10,Brad Hodge,21,5,420.0,2,2,KKR,Jawaharlal Nehru Stadium,2011-05-05,2011
11,Chris Gayle,21,5,420.0,2,2,PBKS,M. Chinnaswamy Stadium,2011-05-06,2011
12,Aiden Blizzard,20,6,333.33,5,0,DC,Wankhede Stadium,2011-05-07,2011
13,Virender Sehwag,20,6,333.33,1,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-05,2011
14,Chris Gayle,20,6,333.33,2,2,PWI,M. Chinnaswamy Stadium,2011-04-29,2011
15,Adam Gilchrist,20,5,400.0,0,3,RCB,HPCA Stadium,2011-05-17,2011
16,Chris Gayle,20,6,333.33,3,1,MI,Chidambaram,2011-05-27,2011
17,Shaun Marsh,20,4,500.0,0,3,RR,IS Bindra Stadium,2011-04-21,2011
18,Brendon McCullum,20,5,400.0,2,2,DC,Arun Jaitley Stadium,2011-05-02,2011
19,Yuvraj Singh,20,4,500.0,2,2,PBKS,IS Bindra Stadium,2011-05-08,2011
20,Tillakaratne Dilshan,20,6,333.33,3,1,KTK,M. Chinnaswamy Stadium,2011-05-08,2011
21,Albie Morkel,19,6,316.66,0,3,DEC,Chidambaram,2011-05-01,2011
22,Virat Kohli,19,5,380.0,1,2,CSK,Wankhede Stadium,2011-05-24,2011
23,AB de Villiers,19,4,475.0,0,3,KTK,Jawaharlal Nehru Stadium,2011-04-09,2011
24,Shane Watson,18,6,300.0,0,3,KTK,Holkar Cricket Stadium,2011-05-15,2011
25,Chris Gayle,18,4,450.0,1,2,KKR,M. Chinnaswamy Stadium,2011-05-14,2011
26,Paul Valthaty,18,6,300.0,1,2,DC,HPCA Stadium,2011-05-15,2011
27,Johan Botha,18,5,360.0,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-09,2011
28,Virender Sehwag,18,4,450.0,0,3,PBKS,Arun Jaitley Stadium,2011-04-23,2011
29,Yuvraj Singh,18,5,360.0,1,2,RCB,M. Chinnaswamy Stadium,2011-04-29,2011
30,Brendon McCullum,18,5,360.0,0,3,RR,Holkar Cricket Stadium,2011-05-15,2011
31,Sunny Sohal,18,5,360.0,3,1,CSK,Chidambaram,2011-05-01,2011
32,Gautam Gambhir,18,6,300.0,4,0,RR,Sawai Mansingh Stadium,2011-04-15,2011
33,Brad Hodge,17,4,425.0,1,2,CSK,Chidambaram,2011-05-18,2011
34,Paul Valthaty,17,6,283.33,3,0,CSK,IS Bindra Stadium,2011-04-13,2011
35,Dwaraka Ravi Teja,17,4,425.0,1,2,PBKS,HPCA Stadium,2011-05-21,2011
36,MS Dhoni,17,6,283.33,1,2,RCB,M. Chinnaswamy Stadium,2011-05-22,2011
37,MS Dhoni,17,5,340.0,2,1,RR,Sawai Mansingh Stadium,2011-05-09,2011
38,James Franklin,17,5,340.0,4,0,KKR,Eden Gardens,2011-05-22,2011
39,Ravindra Jadeja,17,4,425.0,1,2,MI,Wankhede Stadium,2011-04-15,2011
40,Sachin Tendulkar,17,5,340.0,1,2,KTK,Wankhede Stadium,2011-04-15,2011
41,David Warner,17,6,283.33,2,1,RR,Sawai Mansingh Stadium,2011-04-12,2011
42,Sachin Tendulkar,16,5,320.0,4,0,KKR,Wankhede Stadium,2011-05-25,2011
43,Chris Gayle,16,6,266.66,4,0,KKR,M. Chinnaswamy Stadium,2011-05-14,2011
44,Suresh Raina,16,4,400.0,1,2,KTK,Chidambaram,2011-05-18,2011
45,Adam Gilchrist,16,6,266.66,4,0,DC,Arun Jaitley Stadium,2011-04-23,2011
46,Suresh Raina,16,5,320.0,2,1,RCB,Chidambaram,2011-04-16,2011
47,Naman Ojha,16,6,266.66,1,2,PBKS,HPCA Stadium,2011-05-15,2011
48,MS Dhoni,16,5,320.0,0,2,DC,Chidambaram,2011-05-12,2011
49,Kieron Pollard,16,5,320.0,2,1,PWI,DY Patil Stadium,2011-05-04,2011
50,Luke Pomersbach,16,6,266.66,2,1,CSK,Wankhede Stadium,2011-05-24,2011
51,Virat Kohli,16,6,266.66,4,0,DC,Arun Jaitley Stadium,2011-04-26,2011
52,Mohnish Mishra,16,5,320.0,1,2,KTK,DY Patil Stadium,2011-04-13,2011
53,David Warner,16,5,320.0,1,2,PWI,DY Patil Stadium,2011-04-17,2011
54,Shane Watson,16,6,266.66,0,2,KTK,Sawai Mansingh Stadium,2011-04-24,2011
55,Subramaniam Badrinath,16,6,266.66,1,1,MI,Wankhede Stadium,2011-04-22,2011
56,Chris Gayle,16,5,320.0,2,1,KKR,Eden Gardens,2011-04-22,2011
57,Amit Mishra,16,4,400.0,4,0,MI,Wankhede Stadium,2011-05-14,2011
58,Ross Taylor,16,5,320.0,2,1,PWI,Sawai Mansingh Stadium,2011-05-01,2011
59,Andrew Symonds,16,6,266.66,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-24,2011
60,Chris Gayle,16,5,320.0,1,2,PWI,M. Chinnaswamy Stadium,2011-04-29,2011
61,Shakib Al Hasan,15,6,250.0,3,0,MI,Wankhede Stadium,2011-05-25,2011
62,Suresh Raina,15,4,375.0,0,2,RCB,Wankhede Stadium,2011-05-24,2011
63,Subramaniam Badrinath,15,5,300.0,2,1,PWI,DY Patil Stadium,2011-04-27,2011
64,Robin Uthappa,15,5,300.0,2,1,RCB,M. Chinnaswamy Stadium,2011-04-29,2011
65,Shaun Marsh,15,5,300.0,2,1,DC,Arun Jaitley Stadium,2011-04-23,2011
66,Virender Sehwag,15,5,300.0,3,0,PBKS,Arun Jaitley Stadium,2011-04-23,2011
67,Virender Sehwag,15,5,300.0,1,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-05,2011
68,Virat Kohli,15,5,300.0,0,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-14,2011
69,Virender Sehwag,15,5,300.0,2,1,KTK,Jawaharlal Nehru Stadium,2011-04-30,2011
70,Paul Valthaty,15,4,375.0,2,1,CSK,IS Bindra Stadium,2011-04-13,2011
71,Rohit Sharma,15,4,375.0,0,2,CSK,Wankhede Stadium,2011-04-22,2011
72,Travis Birt,15,5,300.0,2,1,KTK,Jawaharlal Nehru Stadium,2011-04-30,2011
73,Aaron Finch,15,4,375.0,0,2,PWI,DY Patil Stadium,2011-04-17,2011
74,AB de Villiers,15,5,300.0,1,1,CSK,Chidambaram,2011-04-16,2011
75,Murali Vijay,15,4,375.0,0,2,RCB,Chidambaram,2011-05-28,2011
76,Yusuf Pathan,15,4,375.0,2,1,RCB,Eden Gardens,2011-04-22,2011
77,MS Dhoni,15,4,375.0,0,2,RCB,Chidambaram,2011-05-28,2011
78,Adam Gilchrist,15,5,300.0,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-16,2011
79,Yuvraj Singh,15,6,250.0,0,2,CSK,DY Patil Stadium,2011-04-27,2011
80,Brendon McCullum,15,4,375.0,2,1,RCB,Jawaharlal Nehru Stadium,2011-04-09,2011
81,Tirumalasetti Suman,15,5,300.0,2,1,PWI,DY Patil Stadium,2011-05-04,2011
82,Kumar Sangakkara,15,5,300.0,2,1,DC,Arun Jaitley Stadium,2011-04-19,2011
83,Brendon McCullum,15,6,250.0,2,1,KKR,Eden Gardens,2011-04-20,2011
84,Venugopal Rao,14,4,350.0,0,2,RR,Sawai Mansingh Stadium,2011-04-12,2011
85,Suresh Raina,14,6,233.33,0,2,PWI,DY Patil Stadium,2011-04-27,2011
86,Bharat Chipli,14,4,350.0,0,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,2011-04-14,2011
87,Brad Hodge,14,5,280.0,2,1,RR,Holkar Cricket Stadium,2011-05-15,2011
88,Jesse Ryder,14,6,233.33,0,2,DC,DY Patil Stadium,2011-04-17,2011
89,Amit Mishra,14,5,280.0,3,0,MI,Rajiv Gandhi Intl. Cricket Stadium,2011-04-24,2011
90,Chris Gayle,14,6,233.33,2,1,KKR,Eden Gardens,2011-04-22,2011
91,Adam Gilchrist,14,5,280.0,0,2,RCB,HPCA Stadium,2011-05-17,2011
92,Ambati Rayudu,14,4,350.0,2,1,PBKS,Wankhede Stadium,2011-05-02,2011
93,Jesse Ryder,14,6,233.33,1,1,DC,DY Patil Stadium,2011-04-17,2011
94,Michael Hussey,14,5,280.0,2,0,RCB,Chidambaram,2011-04-16,2011
95,Jesse Ryder,14,6,233.33,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-10,2011
96,Manoj Tiwary,14,4,350.0,1,1,DC,Arun Jaitley Stadium,2011-04-28,2011
97,Shane Watson,14,5,280.0,2,1,MI,Wankhede Stadium,2011-05-20,2011
98,Davy Jacobs,14,5,280.0,2,1,RCB,M. Chinnaswamy Stadium,2011-04-12,2011
99,Murali Vijay,14,6,233.33,3,0,KTK,Chidambaram,2011-05-18,2011
100,Asad Pathan,14,4,350.0,2,1,CSK,Chidambaram,2011-04-16,2011
101,Virender Sehwag,14,5,280.0,3,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-05,2011
102,Murali Vijay,14,4,350.0,2,1,RCB,Chidambaram,2011-04-16,2011
103,Paul Valthaty,14,6,233.33,0,2,DC,Arun Jaitley Stadium,2011-04-23,2011
104,Manoj Tiwary,14,4,350.0,2,1,RR,Eden Gardens,2011-04-17,2011
105,Manish Pandey,14,6,233.33,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-10,2011
106,Rahul Dravid,14,6,233.33,2,1,DC,Sawai Mansingh Stadium,2011-04-12,2011
107,Praveen Kumar,14,6,233.33,2,1,RCB,M. Chinnaswamy Stadium,2011-05-06,2011
108,Paul Valthaty,14,4,350.0,0,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-16,2011
109,Eoin Morgan,14,6,233.33,1,1,KTK,Jawaharlal Nehru Stadium,2011-05-05,2011
110,Irfan Pathan,14,5,280.0,2,0,CSK,Chidambaram,2011-05-12,2011
111,Bharat Chipli,14,5,280.0,3,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,2011-04-14,2011
112,Chris Gayle,13,5,260.0,0,2,KKR,Eden Gardens,2011-04-22,2011
113,Saurabh Tiwary,13,5,260.0,0,2,CSK,Chidambaram,2011-05-28,2011
114,Brendon McCullum,13,4,325.0,0,2,PBKS,Holkar Cricket Stadium,2011-05-13,2011
115,JP Duminy,13,5,260.0,1,1,DC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-05,2011
116,Eoin Morgan,13,4,325.0,3,0,PBKS,Eden Gardens,2011-04-30,2011
117,Rohit Sharma,13,4,325.0,1,1,RR,Wankhede Stadium,2011-05-20,2011
118,Chris Gayle,13,3,433.33,0,2,CSK,M. Chinnaswamy Stadium,2011-05-22,2011
119,Paul Valthaty,13,4,325.0,3,0,RCB,M. Chinnaswamy Stadium,2011-05-06,2011
120,Brendon McCullum,13,5,260.0,3,0,MI,Wankhede Stadium,2011-04-15,2011
121,Brendon McCullum,13,6,216.66,3,0,DC,Arun Jaitley Stadium,2011-05-02,2011
122,Ross Taylor,13,5,260.0,0,2,KKR,Sawai Mansingh Stadium,2011-04-15,2011
123,Shane Watson,13,6,216.66,3,0,PBKS,IS Bindra Stadium,2011-04-21,2011
124,Chris Gayle,13,4,325.0,1,1,PBKS,M. Chinnaswamy Stadium,2011-05-06,2011
125,Dinesh Karthik,13,5,260.0,0,2,KTK,Holkar Cricket Stadium,2011-05-13,2011
126,Saurabh Tiwary,13,5,260.0,2,0,KTK,Jawaharlal Nehru Stadium,2011-04-09,2011
127,Morne Morkel,13,4,325.0,1,1,PBKS,HPCA Stadium,2011-05-15,2011
128,Ryan McLaren,13,4,325.0,1,1,PWI,DY Patil Stadium,2011-04-10,2011
129,Jesse Ryder,13,4,325.0,3,0,CSK,DY Patil Stadium,2011-04-27,2011
130,Dinesh Karthik,13,4,325.0,3,0,RR,IS Bindra Stadium,2011-04-21,2011
131,Murali Vijay,13,5,260.0,1,1,PBKS,IS Bindra Stadium,2011-04-13,2011
132,Shane Watson,13,5,260.0,1,1,MI,Wankhede Stadium,2011-05-20,2011
133,Chris Gayle,13,5,260.0,0,2,KKR,Eden Gardens,2011-04-22,2011
134,Chris Gayle,13,3,433.33,0,2,MI,Chidambaram,2011-05-27,2011
135,Suresh Raina,13,3,433.33,0,2,RCB,Wankhede Stadium,2011-05-24,2011
136,Raiphi Gomez,13,5,260.0,2,0,PWI,DY Patil Stadium,2011-04-13,2011
137,Manoj Tiwary,13,5,260.0,0,2,DEC,Eden Gardens,2011-04-11,2011
138,Rohit Sharma,13,4,325.0,3,0,DC,Arun Jaitley Stadium,2011-04-10,2011
139,Subramaniam Badrinath,13,4,325.0,1,1,MI,Wankhede Stadium,2011-04-22,2011
140,Shaun Marsh,13,5,260.0,3,0,KTK,Holkar Cricket Stadium,2011-05-13,2011
141,Kumar Sangakkara,13,5,260.0,3,0,DC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-05,2011
142,Jesse Ryder,13,4,325.0,3,0,DC,DY Patil Stadium,2011-04-17,2011
143,Brendon McCullum,13,5,260.0,2,0,MI,Wankhede Stadium,2011-04-15,2011
144,Shane Watson,13,5,260.0,3,0,MI,Wankhede Stadium,2011-05-20,2011
145,Chris Gayle,13,4,325.0,0,2,PBKS,M. Chinnaswamy Stadium,2011-05-06,2011
146,Mayank Agarwal,13,5,260.0,1,1,MI,Chidambaram,2011-05-27,2011
147,Srikkanth Anirudha,13,5,260.0,3,0,KKR,Chidambaram,2011-04-08,2011
148,Subramaniam Badrinath,13,4,325.0,1,1,DC,Chidambaram,2011-05-12,2011
149,Subramaniam Badrinath,13,5,260.0,2,0,PBKS,IS Bindra Stadium,2011-04-13,2011
150,Chris Gayle,13,3,433.33,0,2,PBKS,M. Chinnaswamy Stadium,2011-05-06,2011
1,Chris Gayle,30,5,600.0,0,5,PWI,M. Chinnaswamy Stadium,2012-04-17,2012
2,Albie Morkel,28,6,466.66,2,3,RCB,Chidambaram,2012-04-12,2012
3,Chris Gayle,24,5,480.0,0,4,PWI,Maharashtra Cricket Association's International Stadium,2012-05-11,2012
4,Chris Gayle,24,6,400.0,3,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-20,2012
5,Mayank Agarwal,24,6,400.0,2,2,MI,M. Chinnaswamy Stadium,2012-05-14,2012
6,Kumar Sangakkara,24,7,342.85,2,2,PWI,Barabati Stadium,2012-05-01,2012
7,Cameron White,24,5,480.0,1,3,PWI,Barabati Stadium,2012-05-01,2012
8,Ajinkya Rahane,24,6,400.0,6,0,RCB,M. Chinnaswamy Stadium,2012-04-15,2012
9,AB de Villiers,23,6,383.33,2,2,DEC,M. Chinnaswamy Stadium,2012-05-06,2012
10,Dwayne Bravo,23,6,383.33,2,2,DC,Chidambaram,2012-05-25,2012
11,David Warner,23,6,383.33,1,3,PBKS,HPCA Stadium,2012-05-19,2012
12,Dwayne Bravo,22,7,314.28,0,3,DEC,ACA-VDCA Stadium,2012-04-07,2012
13,Chris Gayle,22,5,440.0,1,3,KKR,Eden Gardens,2012-04-28,2012
14,Murali Vijay,22,5,440.0,1,3,MI,Wankhede Stadium,2012-05-06,2012
15,Kieron Pollard,22,6,366.66,2,2,RR,Wankhede Stadium,2012-04-11,2012
16,Adam Gilchrist,21,5,420.0,2,2,CSK,HPCA Stadium,2012-05-17,2012
17,Steve Smith,21,5,420.0,2,2,DC,Arun Jaitley Stadium,2012-04-21,2012
18,Virender Sehwag,21,5,420.0,2,2,MI,Arun Jaitley Stadium,2012-04-27,2012
19,Murali Vijay,21,6,350.0,2,2,DC,Chidambaram,2012-05-25,2012
20,Kevin Pietersen,20,5,400.0,0,3,DEC,Arun Jaitley Stadium,2012-04-19,2012
21,Kevin Pietersen,20,6,333.33,2,2,MI,Arun Jaitley Stadium,2012-04-27,2012
22,David Hussey,20,5,400.0,1,2,DEC,IS Bindra Stadium,2012-05-13,2012
23,David Warner,20,6,333.33,2,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-10,2012
24,Chris Gayle,20,6,333.33,0,3,MI,Wankhede Stadium,2012-05-09,2012
25,Stuart Binny,19,5,380.0,3,1,MI,Sawai Mansingh Stadium,2012-05-20,2012
26,Kumar Sangakkara,19,6,316.66,4,0,PWI,Barabati Stadium,2012-05-01,2012
27,Angelo Mathews,19,4,475.0,0,3,KKR,Eden Gardens,2012-05-05,2012
28,JP Duminy,19,5,380.0,0,3,RCB,Rajiv Gandhi Intl. Cricket Stadium,2012-05-20,2012
29,Chris Gayle,19,4,475.0,0,3,DC,Arun Jaitley Stadium,2012-05-17,2012
30,Kevin Pietersen,19,5,380.0,0,3,PWI,Arun Jaitley Stadium,2012-04-21,2012
31,Owais Shah,19,5,380.0,1,2,RCB,M. Chinnaswamy Stadium,2012-04-15,2012
32,Chris Gayle,19,5,380.0,0,3,CSK,Chidambaram,2012-04-12,2012
33,Rohit Sharma,19,6,316.66,3,1,KKR,Eden Gardens,2012-05-12,2012
34,Chris Gayle,19,5,380.0,0,3,DC,Arun Jaitley Stadium,2012-05-17,2012
35,JP Duminy,18,6,300.0,1,2,RR,Sawai Mansingh Stadium,2012-04-17,2012
36,AB de Villiers,18,5,360.0,1,2,RR,Sawai Mansingh Stadium,2012-04-23,2012
37,Brett Lee,18,5,360.0,1,2,RR,Sawai Mansingh Stadium,2012-04-08,2012
38,Faf du Plessis,18,6,300.0,3,1,PWI,Maharashtra Cricket Association's International Stadium,2012-04-14,2012
39,Shaun Marsh,18,6,300.0,3,1,RR,IS Bindra Stadium,2012-05-05,2012
40,Andrew McDonald,18,5,360.0,3,1,DC,M. Chinnaswamy Stadium,2012-04-07,2012
41,Cameron White,18,5,360.0,1,2,PWI,Maharashtra Cricket Association's International Stadium,2012-04-26,2012
42,Faf du Plessis,18,6,300.0,1,2,DEC,ACA-VDCA Stadium,2012-04-07,2012
43,Shikhar Dhawan,17,5,340.0,1,2,MI,ACA-VDCA Stadium,2012-04-09,2012
44,MS Dhoni,17,5,340.0,2,1,KKR,Eden Gardens,2012-05-14,2012
45,Faf du Plessis,17,4,425.0,1,2,RCB,Chidambaram,2012-04-12,2012
