POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year
61,Kumar Sangakkara,16,6,266.66,2,1,MI,IS Bindra Stadium,2008-04-25,2008
62,David Hussey,16,5,320.0,2,1,PBKS,IS Bindra Stadium,2008-05-03,2008
63,Sanath Jayasuriya,16,6,266.66,1,2,RCB,M. Chinnaswamy Stadium,2008-05-28,2008
64,Shane Warne,16,3,533.33,1,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-04-24,2008
65,Cameron White,16,6,266.66,2,1,MI,M. Chinnaswamy Stadium,2008-05-28,2008
66,Dwayne Smith,16,6,266.66,2,1,PBKS,Wankhede Stadium,2008-05-21,2008
67,Brendon McCullum,16,3,533.33,1,2,RCB,M. Chinnaswamy Stadium,2008-04-18,2008
68,Kamran Akmal,16,4,400.0,2,1,CSK,Chidambaram,2008-05-24,2008
69,Sanath Jayasuriya,16,5,320.0,1,2,DC,Arun Jaitley Stadium,2008-05-24,2008
70,Adam Gilchrist,16,6,266.66,1,2,KKR,Eden Gardens,2008-04-20,2008
71,Piyush Chawla,15,6,250.0,3,0,RR,Sawai Mansingh Stadium,2008-04-21,2008
72,Sanath Jayasuriya,15,5,300.0,2,1,DC,DY Patil Stadium,2008-05-04,2008
73,MS Dhoni,15,5,300.0,0,2,PBKS,Chidambaram,2008-05-10,2008
74,Graeme Smith,15,4,375.0,2,1,CSK,Chidambaram,2008-05-24,2008
75,Michael Hussey,15,4,375.0,2,1,PBKS,IS Bindra Stadium,2008-04-19,2008
76,Kumar Sangakkara,15,5,300.0,2,1,RR,Sawai Mansingh Stadium,2008-04-21,2008
77,Mark Boucher,15,5,300.0,2,1,KKR,Eden Gardens,2008-05-08,2008
78,Mohammad Kaif,15,6,250.0,3,0,KKR,Eden Gardens,2008-05-20,2008
79,Yusuf Pathan,15,5,300.0,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-04-24,2008
80,Yusuf Pathan,15,4,375.0,2,1,DC,Wankhede Stadium,2008-05-30,2008
81,Yusuf Pathan,15,4,375.0,2,1,DEC,Sawai Mansingh Stadium,2008-05-09,2008
82,Suresh Raina,15,4,375.0,2,1,PBKS,Wankhede Stadium,2008-05-31,2008
83,Shaun Marsh,15,6,250.0,0,2,CSK,Chidambaram,2008-05-10,2008
84,Sourav Ganguly,15,4,375.0,0,2,PBKS,Eden Gardens,2008-05-25,2008
85,Rahul Dravid,15,4,375.0,2,1,RR,Sawai Mansingh Stadium,2008-05-17,2008
86,Suresh Raina,15,5,300.0,2,1,RR,Chidambaram,2008-05-24,2008
87,Brendon McCullum,15,7,214.28,2,1,CSK,Chidambaram,2008-04-26,2008
88,Manpreet Gony,15,4,375.0,0,2,DEC,Chidambaram,2008-05-06,2008
89,Swapnil Asnodkar,15,6,250.0,2,1,DC,Wankhede Stadium,2008-05-30,2008
90,Graeme Smith,15,6,250.0,2,1,RCB,Sawai Mansingh Stadium,2008-05-17,2008
91,Mark Boucher,15,5,300.0,2,1,PBKS,IS Bindra Stadium,2008-05-12,2008
92,Luke Pomersbach,15,5,300.0,2,1,MI,Wankhede Stadium,2008-05-21,2008
93,James Hopes,15,5,300.0,3,0,RR,IS Bindra Stadium,2008-05-28,2008
94,Albie Morkel,15,4,375.0,2,1,RR,Chidambaram,2008-05-24,2008
95,Virender Sehwag,15,5,300.0,0,2,CSK,Chidambaram,2008-05-02,2008
96,Andrew Symonds,14,4,350.0,0,2,RR,Rajiv Gandhi Intl. Cricket Stadium,2008-04-24,2008
97,Abhishek Nayar,14,4,350.0,0,2,PBKS,Wankhede Stadium,2008-05-21,2008
98,Robin Uthappa,14,5,280.0,3,0,DC,Arun Jaitley Stadium,2008-05-24,2008
99,Yuvraj Singh,14,6,233.33,2,1,KKR,IS Bindra Stadium,2008-05-03,2008
100,Virender Sehwag,14,4,350.0,0,2,MI,DY Patil Stadium,2008-05-04,2008
101,Parthiv Patel,14,6,233.33,3,0,PBKS,IS Bindra Stadium,2008-04-19,2008
102,MS Dhoni,14,5,280.0,1,1,PBKS,Chidambaram,2008-05-10,2008
103,Shaun Marsh,14,6,233.33,3,0,RCB,M. Chinnaswamy Stadium,2008-05-05,2008
104,Laxmi Ratan Shukla,14,3,466.66,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-05-11,2008
105,MS Dhoni,14,5,280.0,2,1,RCB,M. Chinnaswamy Stadium,2008-04-28,2008
106,Swapnil Asnodkar,14,6,233.33,3,0,DC,Wankhede Stadium,2008-05-30,2008
107,Adam Gilchrist,14,6,233.33,3,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,2008-05-11,2008
108,Ross Taylor,14,3,466.66,2,1,RR,M. Chinnaswamy Stadium,2008-04-26,2008
109,Robin Uthappa,14,4,350.0,0,2,DC,Arun Jaitley Stadium,2008-05-24,2008
110,James Hopes,14,5,280.0,3,0,CSK,IS Bindra Stadium,2008-04-19,2008
111,VVS Laxman,14,5,280.0,3,0,RCB,M. Chinnaswamy Stadium,2008-05-03,2008
112,Sanjay Bangar,14,4,350.0,0,2,RCB,M. Chinnaswamy Stadium,2008-05-03,2008
113,Parthiv Patel,14,7,200.0,3,0,RCB,Chidambaram,2008-05-21,2008
114,Matthew Hayden,14,6,233.33,2,1,MI,Chidambaram,2008-04-23,2008
115,Rahul Dravid,14,6,233.33,2,1,RR,Sawai Mansingh Stadium,2008-05-17,2008
116,Abhishek Nayar,14,3,466.66,2,1,CSK,Chidambaram,2008-04-23,2008
117,Swapnil Asnodkar,14,5,280.0,3,0,KKR,Sawai Mansingh Stadium,2008-05-01,2008
118,Suresh Raina,14,5,280.0,2,1,RR,Chidambaram,2008-05-24,2008
119,Herschelle Gibbs,14,6,233.33,2,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,2008-05-25,2008
120,Yusuf Pathan,14,3,466.66,2,1,KKR,Eden Gardens,2008-05-20,2008
121,Graeme Smith,14,6,233.33,3,0,DC,Wankhede Stadium,2008-05-30,2008
122,Dwayne Bravo,14,5,280.0,2,1,KKR,Eden Gardens,2008-04-29,2008
123,Shaun Marsh,13,5,260.0,1,1,DEC,IS Bindra Stadium,2008-05-23,2008
124,Yusuf Pathan,13,3,433.33,0,2,PBKS,IS Bindra Stadium,2008-05-28,2008
125,Sourav Ganguly,13,4,325.0,0,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,2008-05-11,2008
126,Rahul Dravid,13,5,260.0,0,2,DEC,M. Chinnaswamy Stadium,2008-05-03,2008
127,Rahul Dravid,13,6,216.66,3,0,PBKS,M. Chinnaswamy Stadium,2008-05-05,2008
128,David Hussey,13,4,325.0,0,2,RCB,Eden Gardens,2008-05-08,2008
129,Virender Sehwag,13,5,260.0,3,0,RCB,M. Chinnaswamy Stadium,2008-05-19,2008
130,Venugopal Rao,13,5,260.0,0,2,MI,Rajiv Gandhi Intl. Cricket Stadium,2008-05-18,2008
131,Stephen Fleming,13,6,216.66,1,1,RCB,Chidambaram,2008-05-21,2008
132,Mahela Jayawardena,13,4,325.0,3,0,DC,Arun Jaitley Stadium,2008-05-17,2008
133,Herschelle Gibbs,13,5,260.0,0,2,DC,Arun Jaitley Stadium,2008-05-15,2008
134,MS Dhoni,13,5,260.0,2,0,KKR,Chidambaram,2008-04-26,2008
135,Yuvraj Singh,13,4,325.0,0,2,RR,Sawai Mansingh Stadium,2008-04-21,2008
136,James Hopes,13,3,433.33,0,2,CSK,IS Bindra Stadium,2008-04-19,2008
137,Sourav Ganguly,13,4,325.0,1,1,RR,Sawai Mansingh Stadium,2008-05-01,2008
138,Michael Hussey,13,5,260.0,0,2,RCB,M. Chinnaswamy Stadium,2008-04-28,2008
139,Cameron White,13,4,325.0,1,1,KKR,Eden Gardens,2008-05-08,2008
140,Yusuf Pathan,13,4,325.0,0,2,CSK,DY Patil Stadium,2008-06-01,2008
141,Shane Watson,13,4,325.0,3,0,DC,Arun Jaitley Stadium,2008-04-19,2008
142,Ross Taylor,13,4,325.0,0,2,MI,Wankhede Stadium,2008-04-20,2008
143,Gautam Gambhir,13,4,325.0,3,0,CSK,Arun Jaitley Stadium,2008-05-08,2008
144,Andrew Symonds,13,4,325.0,0,2,KKR,Eden Gardens,2008-04-20,2008
145,Misbah-ul-Haq,13,5,260.0,1,1,DC,M. Chinnaswamy Stadium,2008-05-19,2008
146,Gautam Gambhir,13,5,260.0,3,0,RCB,Arun Jaitley Stadium,2008-04-30,2008
147,Subramaniam Badrinath,13,5,260.0,0,2,PBKS,Chidambaram,2008-05-10,2008
148,Michael Hussey,13,4,325.0,1,1,PBKS,IS Bindra Stadium,2008-04-19,2008
149,Yusuf Pathan,13,4,325.0,3,0,PBKS,IS Bindra Stadium,2008-05-28,2008
150,Stephen Fleming,13,5,260.0,1,1,RCB,Chidambaram,2008-05-21,2008
1,David Hussey,25,7,357.14,2,2,DEC,New Wanderers Stadium,2009-05-16,2009
2,MS Dhoni,24,6,400.0,2,2,PBKS,Supersport Park,2009-05-07,2009
3,Adam Gilchrist,23,6,383.33,1,3,DC,Supersport Park,2009-05-22,2009
4,Rohit Sharma,22,6,366.66,2,2,KKR,New Wanderers Stadium,2009-05-16,2009
5,Brendon McCullum,22,6,366.66,4,1,CSK,Supersport Park,2009-05-18,2009
6,Dwayne Bravo,21,6,350.0,2,2,PBKS,Supersport Park,2009-05-12,2009
7,Abhishek Nayar,21,5,420.0,0,3,CSK,Newlands,2009-04-18,2009
8,Naman Ojha,21,5,420.0,0,3,KKR,Kingsmead,2009-05-20,2009
9,Adam Gilchrist,20,6,333.33,5,0,DC,Supersport Park,2009-05-22,2009
10,Subramaniam Badrinath,20,6,333.33,3,1,RR,De Beers Diamond Oval,2009-05-09,2009
11,Matthew Hayden,19,5,380.0,3,1,RCB,St George's Park,2009-04-20,2009
12,Andrew Symonds,19,5,380.0,1,2,PBKS,De Beers Diamond Oval,2009-05-09,2009
13,Dwayne Smith,19,5,380.0,1,2,DC,Supersport Park,2009-04-30,2009
14,Rohit Sharma,19,5,380.0,0,3,RCB,Newlands,2009-04-22,2009
15,Ravindra Jadeja,19,6,316.66,2,1,PBKS,Kingsmead,2009-05-05,2009
16,Ravi Bopara,19,6,316.66,1,2,RCB,Kingsmead,2009-04-24,2009
17,Adam Gilchrist,18,6,300.0,3,1,PBKS,New Wanderers Stadium,2009-05-17,2009
18,Abhishek Raut,18,6,300.0,1,2,KKR,Newlands,2009-04-23,2009
19,Yusuf Pathan,18,5,360.0,1,2,DC,Supersport Park,2009-04-28,2009
20,Brendon McCullum,18,5,360.0,1,2,DC,Kingsmead,2009-05-05,2009
21,Simon Katich,18,6,300.0,3,1,DC,OUTsurance Oval,2009-05-15,2009
22,Simon Katich,18,5,360.0,0,3,CSK,Supersport Park,2009-05-07,2009
23,Herschelle Gibbs,18,5,360.0,3,1,CSK,Kingsmead,2009-04-27,2009
24,Matthew Hayden,18,5,360.0,1,2,DC,Kingsmead,2009-04-23,2009
25,Matthew Hayden,18,6,300.0,0,3,PBKS,Supersport Park,2009-05-07,2009
26,Jesse Ryder,18,6,300.0,4,0,PBKS,Kingsmead,2009-04-24,2009
27,Manish Pandey,18,6,300.0,0,2,DEC,Supersport Park,2009-05-21,2009
28,Yuvraj Singh,17,5,340.0,2,1,CSK,Supersport Park,2009-05-07,2009
29,Rahul Dravid,17,6,283.33,2,1,DEC,Newlands,2009-04-22,2009
30,Albie Morkel,17,5,340.0,1,2,KKR,Supersport Park,2009-05-18,2009
31,Rohit Sharma,17,5,340.0,1,2,PBKS,New Wanderers Stadium,2009-05-17,2009
32,Herschelle Gibbs,17,4,425.0,1,2,RCB,Supersport Park,2009-05-21,2009
33,Jacob Oram,17,4,425.0,1,2,DEC,Kingsmead,2009-04-27,2009
34,Dwayne Bravo,17,5,340.0,0,2,RCB,New Wanderers Stadium,2009-05-03,2009
35,Adam Gilchrist,17,5,340.0,4,0,DC,Kingsmead,2009-05-13,2009
36,Yuvraj Singh,17,5,340.0,1,2,RR,Kingsmead,2009-05-05,2009
37,Suresh Raina,17,4,425.0,1,2,DEC,Buffalo Park,2009-05-04,2009
38,Ravi Bopara,16,5,320.0,0,2,RCB,Kingsmead,2009-04-24,2009
39,Manish Pandey,16,6,266.66,2,1,DEC,Supersport Park,2009-05-21,2009
40,Adam Gilchrist,16,6,266.66,1,2,CSK,Kingsmead,2009-04-27,2009
41,Roelof van der Merwe,16,4,400.0,1,2,PBKS,Kingsmead,2009-05-01,2009
42,Dwayne Smith,16,6,266.66,1,2,CSK,Buffalo Park,2009-05-04,2009
43,Naman Ojha,16,6,266.66,1,2,PBKS,Kingsmead,2009-05-05,2009
44,Matthew Hayden,16,6,266.66,1,2,PBKS,Supersport Park,2009-05-07,2009
45,Kumar Sangakkara,15,5,300.0,2,0,DEC,New Wanderers Stadium,2009-05-17,2009
46,Brendon McCullum,15,5,300.0,3,0,RCB,Supersport Park,2009-05-12,2009
47,Rohit Sharma,15,5,300.0,2,1,KKR,Newlands,2009-04-19,2009
48,Ross Taylor,15,5,300.0,0,2,KKR,Supersport Park,2009-05-12,2009
49,Sourav Ganguly,15,4,375.0,0,2,RR,Newlands,2009-04-23,2009
50,Sachin Tendulkar,15,4,375.0,2,1,DEC,Kingsmead,2009-04-25,2009
51,Chris Gayle,15,5,300.0,2,1,PBKS,Kingsmead,2009-04-21,2009
52,Dwayne Smith,15,6,250.0,3,0,DC,Supersport Park,2009-04-30,2009
53,Brad Hodge,15,5,300.0,3,0,PBKS,St George's Park,2009-05-03,2009
54,Adam Gilchrist,15,4,375.0,2,1,DC,Supersport Park,2009-05-22,2009
55,Ross Taylor,15,5,300.0,3,0,KKR,Supersport Park,2009-05-12,2009
56,Mahela Jayawardena,15,4,375.0,0,2,DEC,De Beers Diamond Oval,2009-05-09,2009
57,Brendon McCullum,15,4,375.0,0,2,RCB,Supersport Park,2009-05-12,2009
58,Suresh Raina,15,5,300.0,2,1,PBKS,Supersport Park,2009-05-07,2009
59,Harbhajan Singh,14,4,350.0,0,2,KKR,St George's Park,2009-04-27,2009
60,Sanath Jayasuriya,14,5,280.0,2,1,CSK,St George's Park,2009-05-16,2009
61,JP Duminy,14,4,350.0,0,2,KKR,Buffalo Park,2009-05-01,2009
62,Mahela Jayawardena,14,5,280.0,1,1,CSK,Supersport Park,2009-05-07,2009
63,Brendon McCullum,14,5,280.0,2,1,CSK,Supersport Park,2009-05-18,2009
64,Suresh Raina,14,4,350.0,0,2,KKR,Supersport Park,2009-05-18,2009
65,JP Duminy,14,4,350.0,0,2,KKR,Buffalo Park,2009-05-01,2009
66,Matthew Hayden,14,5,280.0,3,0,RCB,Kingsmead,2009-05-14,2009
67,Sanath Jayasuriya,14,5,280.0,0,2,KKR,St George's Park,2009-04-27,2009
68,Naman Ojha,14,3,466.66,2,1,RCB,Supersport Park,2009-05-07,2009
69,Mahela Jayawardena,14,5,280.0,1,1,KKR,Kingsmead,2009-04-21,2009
70,Brad Hodge,14,4,350.0,0,2,CSK,Supersport Park,2009-05-18,2009
71,Tirumalasetti Suman,14,4,350.0,1,1,DC,Supersport Park,2009-04-30,2009
72,Virat Kohli,14,3,466.66,0,2,DEC,Supersport Park,2009-05-21,2009
73,Adam Gilchrist,14,5,280.0,2,1,RCB,Newlands,2009-04-22,2009
74,Sachin Tendulkar,14,5,280.0,3,0,RR,Kingsmead,2009-05-14,2009
75,Subramaniam Badrinath,14,5,280.0,2,1,DC,New Wanderers Stadium,2009-05-02,2009
76,Sanath Jayasuriya,14,5,280.0,1,1,CSK,St George's Park,2009-05-16,2009
77,Mark Boucher,14,5,280.0,1,1,MI,St George's Park,2009-05-10,2009
78,Brad Hodge,14,6,233.33,2,1,RCB,Kingsmead,2009-04-29,2009
79,Matthew Hayden,14,5,280.0,3,0,MI,Newlands,2009-04-18,2009
80,Adam Gilchrist,13,5,260.0,0,2,RCB,Newlands,2009-04-22,2009
81,Luke Pomersbach,13,6,216.66,1,1,CSK,Kingsmead,2009-05-20,2009
82,Tirumalasetti Suman,13,4,325.0,0,2,MI,Supersport Park,2009-05-06,2009
83,Adam Gilchrist,13,5,260.0,0,2,KKR,New Wanderers Stadium,2009-05-16,2009
84,Robin Uthappa,13,4,325.0,3,0,MI,New Wanderers Stadium,2009-05-03,2009
85,Andrew Flintoff,13,6,216.66,1,1,MI,Newlands,2009-04-18,2009
86,Yusuf Pathan,13,4,325.0,0,2,DEC,St George's Park,2009-05-02,2009
87,Irfan Pathan,13,5,260.0,1,1,KKR,Kingsmead,2009-04-21,2009
88,Shane Warne,13,4,325.0,0,2,DEC,St George's Park,2009-05-02,2009
89,Lee Carseldine,13,6,216.66,3,0,DEC,St George's Park,2009-05-02,2009
90,Jacques Kallis,13,4,325.0,0,2,MI,New Wanderers Stadium,2009-05-03,2009
91,Robin Uthappa,13,4,325.0,1,1,MI,New Wanderers Stadium,2009-05-03,2009
92,Wriddhiman Saha,13,5,260.0,1,1,CSK,Supersport Park,2009-05-18,2009
93,Chris Gayle,13,4,325.0,0,2,RR,Newlands,2009-04-23,2009
94,Andrew Symonds,13,6,216.66,0,1,DC,Kingsmead,2009-05-13,2009
95,Munaf Patel,13,5,260.0,3,0,DC,OUTsurance Oval,2009-05-17,2009
96,Karan Goel,13,5,260.0,0,2,DC,Newlands,2009-04-19,2009
97,Ross Taylor,13,5,260.0,0,2,KKR,Supersport Park,2009-05-12,2009
98,Yusuf Pathan,13,3,433.33,0,2,DC,Supersport Park,2009-04-28,2009
99,Herschelle Gibbs,13,5,260.0,0,2,RCB,Supersport Park,2009-05-21,2009
100,Herschelle Gibbs,13,4,325.0,1,1,KKR,Newlands,2009-04-19,2009
101,Sunny Sohal,13,3,433.33,0,2,KKR,St George's Park,2009-05-03,2009
102,Jacques Kallis,13,5,260.0,1,1,DC,New Wanderers Stadium,2009-05-19,2009
103,Manish Pandey,13,5,260.0,3,0,CSK,New Wanderers Stadium,2009-05-23,2009
104,Sanath Jayasuriya,13,3,433.33,1,1,RCB,New Wanderers Stadium,2009-05-03,2009
105,Abhishek Nayar,13,5,260.0,2,0,RR,Kingsmead,2009-05-14,2009
106,Suresh Raina,13,3,433.33,0,2,RR,Supersport Park,2009-04-30,2009
107,Adam Gilchrist,13,4,325.0,1,1,DC,Supersport Park,2009-05-22,2009
108,Ajinkya Rahane,13,6,216.66,1,1,DC,Supersport Park,2009-05-21,2009
109,Adam Gilchrist,13,5,260.0,0,2,DC,Kingsmead,2009-05-13,2009
110,Yuvraj Singh,13,4,325.0,1,1,RCB,Kingsmead,2009-04-24,2009
111,Subramaniam Badrinath,12,6,200.0,2,0,RR,De Beers Diamond Oval,2009-05-09,2009
112,Yusuf Pathan,12,4,300.0,1,1,DC,Supersport Park,2009-04-28,2009
113,Moises Henriques,12,4,300.0,1,1,DC,Kingsmead,2009-05-05,2009
114,Shreevats Goswami,12,5,240.0,2,0,KKR,Kingsmead,2009-04-29,2009
115,Mark Boucher,12,5,240.0,0,2,DC,St George's Park,2009-04-26,2009
116,Rohit Sharma,12,4,300.0,1,1,PBKS,New Wanderers Stadium,2009-05-17,2009
117,Swapnil Asnodkar,12,5,240.0,1,1,DEC,De Beers Diamond Oval,2009-05-11,2009
118,Suresh Raina,12,6,200.0,1,1,RR,Supersport Park,2009-04-30,2009
119,Adam Gilchrist,12,5,240.0,1,1,RCB,Newlands,2009-04-22,2009
120,Simon Katich,12,6,200.0,2,0,CSK,Supersport Park,2009-05-07,2009
121,Mark Boucher,12,4,300.0,2,0,KKR,Kingsmead,2009-04-29,2009
122,Matthew Hayden,12,6,200.0,1,1,PBKS,Supersport Park,2009-05-07,2009
123,Suresh Raina,12,6,200.0,1,1,RR,De Beers Diamond Oval,2009-05-09,2009
124,Amit Mishra,12,3,400.0,1,1,MI,Supersport Park,2009-05-21,2009
125,Yusuf Pathan,12,4,300.0,3,0,KKR,Newlands,2009-04-23,2009
126,Adam Gilchrist,12,6,200.0,3,0,RCB,Newlands,2009-04-22,2009
127,Mahela Jayawardena,12,5,240.0,2,0,RCB,Kingsmead,2009-05-01,2009
128,Subramaniam Badrinath,12,4,300.0,1,1,DC,New Wanderers Stadium,2009-05-02,2009
129,Parthiv Patel,12,5,240.0,3,0,RCB,New Wanderers Stadium,2009-05-23,2009
130,Ross Taylor,12,4,300.0,0,2,DC,New Wanderers Stadium,2009-05-19,2009
131,Brad Hodge,12,5,240.0,2,0,CSK,Supersport Park,2009-05-18,2009
132,Roelof van der Merwe,12,6,200.0,0,2,DEC,New Wanderers Stadium,2009-05-24,2009
133,Abhishek Nayar,12,5,240.0,2,0,RCB,New Wanderers Stadium,2009-05-03,2009
134,Pinal Shah,12,5,240.0,0,2,DEC,Supersport Park,2009-05-06,2009
135,Ajinkya Rahane,12,6,200.0,2,0,DC,Supersport Park,2009-05-21,2009
136,Robin Uthappa,12,3,400.0,1,1,MI,New Wanderers Stadium,2009-05-03,2009
137,Irfan Pathan,12,3,400.0,0,2,DC,OUTsurance Oval,2009-05-15,2009
138,Kumar Sangakkara,12,5,240.0,1,1,RCB,Kingsmead,2009-04-24,2009
139,Andrew Symonds,12,5,240.0,2,0,DC,Supersport Park,2009-05-22,2009
140,Venugopal Rao,12,5,240.0,2,0,MI,Supersport Park,2009-05-06,2009
141,Rahul Dravid,11,5,220.0,2,0,RR,Newlands,2009-04-18,2009
142,Rohit Sharma,11,4,275.0,1,1,RR,St George's Park,2009-05-02,2009
143,Jacques Kallis,11,4,275.0,0,1,PBKS,Kingsmead,2009-04-24,2009
144,Andrew Symonds,11,5,220.0,0,1,DC,Kingsmead,2009-05-13,2009
145,Ravi Bopara,11,4,275.0,1,1,RCB,Kingsmead,2009-04-24,2009
146,Dwayne Bravo,11,5,220.0,0,1,PBKS,Supersport Park,2009-05-12,2009
147,Ravindra Jadeja,11,4,275.0,1,1,CSK,De Beers Diamond Oval,2009-05-09,2009
148,MS Dhoni,11,4,275.0,2,0,PBKS,Supersport Park,2009-05-07,2009
149,Dwaraka Ravi Teja,11,6,183.33,2,0,DC,Kingsmead,2009-05-13,2009
150,Ravindra Jadeja,11,6,183.33,2,0,MI,Kingsmead,2009-05-14,2009
1,Robin Uthappa,25,6,416.66,1,3,PBKS,M. Chinnaswamy Stadium,2010-03-16,2010
2,Murali Vijay,24,6,400.0,3,2,RR,Narendra Modi Stadium,2010-03-28,2010
3,Yusuf Pathan,24,5,480.0,3,2,MI,Brabourne Stadium,2010-03-13,2010
4,Kieron Pollard,24,5,480.0,1,3,DC,Brabourne Stadium,2010-04-13,2010
5,Chris Gayle,24,4,600.0,0,4,PBKS,Eden Gardens,2010-04-04,2010
6,Murali Vijay,24,6,400.0,1,3,RCB,Chidambaram,2010-03-31,2010
7,Robin Uthappa,23,5,460.0,1,3,CSK,M. Chinnaswamy Stadium,2010-03-23,2010
8,Adam Gilchrist,22,5,440.0,2,2,PBKS,Barabati Stadium,2010-03-19,2010
9,Jacques Kallis,22,5,440.0,1,3,PBKS,M. Chinnaswamy Stadium,2010-03-16,2010
10,Kieron Pollard,22,6,366.66,2,2,CSK,DY Patil Stadium,2010-04-25,2010
11,Shane Watson,22,5,440.0,1,3,CSK,Chidambaram,2010-04-03,2010
12,Virat Kohli,22,6,366.66,2,2,DEC,M. Chinnaswamy Stadium,2010-04-08,2010
13,Manoj Tiwary,21,5,420.0,2,2,PBKS,IS Bindra Stadium,2010-03-27,2010
14,Paras Dogra,21,6,350.0,2,2,MI,Brabourne Stadium,2010-03-13,2010
15,Sachin Tendulkar,20,6,333.33,1,2,RR,Sawai Mansingh Stadium,2010-04-11,2010
16,Irfan Pathan,20,4,500.0,2,2,DEC,Barabati Stadium,2010-03-19,2010
17,Mahela Jayawardena,20,6,333.33,5,0,DEC,HPCA Stadium,2010-04-16,2010
18,Matthew Hayden,20,5,400.0,0,3,DC,Arun Jaitley Stadium,2010-03-19,2010
19,David Warner,20,6,333.33,2,2,DEC,Barabati Stadium,2010-03-21,2010
20,Kieron Pollard,20,5,400.0,0,3,RCB,M. Chinnaswamy Stadium,2010-04-17,2010
21,JP Duminy,19,6,316.66,1,2,RCB,M. Chinnaswamy Stadium,2010-04-17,2010
22,Michael Lumb,19,5,380.0,3,1,PBKS,Sawai Mansingh Stadium,2010-04-07,2010
23,Robin Uthappa,19,5,380.0,1,2,PBKS,IS Bindra Stadium,2010-04-02,2010
24,Murali Vijay,19,4,475.0,0,3,RR,Chidambaram,2010-04-03,2010
25,Harbhajan Singh,19,6,316.66,3,1,DEC,DY Patil Stadium,2010-03-28,2010
26,Albie Morkel,19,4,475.0,0,3,RR,Narendra Modi Stadium,2010-03-28,2010
27,Ross Taylor,19,5,380.0,0,3,DC,Arun Jaitley Stadium,2010-04-04,2010
28,MS Dhoni,18,4,450.0,1,2,PBKS,HPCA Stadium,2010-04-18,2010
29,Ambati Rayudu,18,5,360.0,2,1,DEC,Brabourne Stadium,2010-04-03,2010
30,Yusuf Pathan,18,4,450.0,0,3,MI,Brabourne Stadium,2010-03-13,2010
31,Paul Collingwood,18,6,300.0,1,2,RCB,Arun Jaitley Stadium,2010-04-04,2010
32,Suresh Raina,18,5,360.0,0,2,MI,DY Patil Stadium,2010-04-25,2010
33,Manvinder Bisla,18,6,300.0,3,1,RR,IS Bindra Stadium,2010-03-24,2010
34,Kevin Pietersen,18,6,300.0,3,1,RR,Sawai Mansingh Stadium,2010-04-14,2010
35,Robin Uthappa,18,6,300.0,1,2,MI,DY Patil Stadium,2010-04-21,2010
36,Sourav Ganguly,18,4,450.0,0,3,DEC,Eden Gardens,2010-04-01,2010
37,Brendon McCullum,18,6,300.0,3,1,RCB,M. Chinnaswamy Stadium,2010-04-10,2010
38,Matthew Hayden,18,6,300.0,3,1,DC,Arun Jaitley Stadium,2010-03-19,2010
39,Murali Vijay,17,5,340.0,2,1,KKR,Chidambaram,2010-04-13,2010
40,Harbhajan Singh,17,7,242.85,4,0,DEC,DY Patil Stadium,2010-03-28,2010
41,Yusuf Pathan,17,4,425.0,1,2,MI,Brabourne Stadium,2010-03-13,2010
42,Sachin Tendulkar,17,5,340.0,4,0,DC,Arun Jaitley Stadium,2010-03-17,2010
43,Ambati Rayudu,17,6,283.33,1,2,RCB,M. Chinnaswamy Stadium,2010-04-17,2010
44,Robin Uthappa,17,5,340.0,1,2,CSK,Chidambaram,2010-03-31,2010
45,Paul Collingwood,17,4,425.0,1,2,RCB,Arun Jaitley Stadium,2010-04-04,2010
46,Kieron Pollard,17,6,283.33,0,2,RCB,DY Patil Stadium,2010-04-21,2010
47,Robin Uthappa,17,5,340.0,0,2,DEC,Vidarbha Cricket Association Stadium,2010-04-12,2010
48,Virender Sehwag,17,5,340.0,1,2,RR,Narendra Modi Stadium,2010-03-15,2010
49,Jacques Kallis,17,6,283.33,4,0,RR,M. Chinnaswamy Stadium,2010-03-18,2010
50,Manish Pandey,17,5,340.0,1,2,PBKS,M. Chinnaswamy Stadium,2010-03-16,2010
51,MF Maharoof,17,5,340.0,1,2,MI,Arun Jaitley Stadium,2010-03-17,2010
52,Murali Vijay,17,5,340.0,2,1,RR,Chidambaram,2010-04-03,2010
53,Adam Gilchrist,17,5,340.0,1,2,CSK,Chidambaram,2010-03-14,2010
54,Saurabh Tiwary,16,5,320.0,2,1,RCB,DY Patil Stadium,2010-04-21,2010
55,MS Dhoni,16,4,400.0,2,1,KKR,Eden Gardens,2010-03-16,2010
56,Matthew Hayden,16,6,266.66,4,0,MI,Brabourne Stadium,2010-03-25,2010
57,Robin Uthappa,16,6,266.66,2,1,KKR,M. Chinnaswamy Stadium,2010-04-10,2010
58,Yuvraj Singh,16,5,320.0,1,2,RR,Sawai Mansingh Stadium,2010-04-07,2010
59,Brendon McCullum,16,5,320.0,2,1,RCB,M. Chinnaswamy Stadium,2010-04-10,2010
