POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Year
134,Ashok Dinda,3.3,34,1,21.0,RR,Sawai Mansingh Stadium,2011-04-12,2011
135,Jesse Ryder,3.2,34,1,20.0,DC,DY Patil Stadium,2011-04-17,2011
136,Amit Mishra,3.0,34,0,0.0,CSK,Chidambaram,2011-05-01,2011
137,Joginder Sharma,3.0,34,0,0.0,MI,Wankhede Stadium,2011-04-22,2011
138,Ryan Ninan,3.0,34,1,18.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-14,2011
139,Jacques Kallis,3.0,34,2,9.0,CSK,Chidambaram,2011-04-08,2011
140,Harbhajan Singh,4.0,33,0,0.0,KTK,Wankhede Stadium,2011-04-15,2011
141,Dale Steyn,4.0,33,1,24.0,KKR,Eden Gardens,2011-04-11,2011
142,Tim Southee,4.0,33,1,24.0,PWI,DY Patil Stadium,2011-04-27,2011
143,Zaheer Khan,4.0,33,1,24.0,PWI,M. Chinnaswamy Stadium,2011-04-29,2011
144,Brett Lee,4.0,33,1,24.0,KTK,Eden Gardens,2011-04-20,2011
145,Tim Southee,4.0,33,1,24.0,PBKS,IS Bindra Stadium,2011-04-13,2011
146,Ashok Dinda,4.0,33,1,24.0,DEC,Arun Jaitley Stadium,2011-04-19,2011
147,Suraj Randiv,4.0,33,1,24.0,KKR,Chidambaram,2011-04-08,2011
148,Ravichandran Ashwin,4.0,33,1,24.0,RCB,Wankhede Stadium,2011-05-24,2011
149,Zaheer Khan,4.0,33,1,24.0,CSK,Chidambaram,2011-04-16,2011
150,Lakshmipathy Balaji,4.0,33,1,24.0,CSK,Eden Gardens,2011-05-07,2011
1,Varun Aaron,4.0,63,2,12.0,CSK,Chidambaram,2012-05-25,2012
2,Amit Singh,4.0,55,0,0.0,DEC,Sawai Mansingh Stadium,2012-04-17,2012
3,Manpreet Gony,4.0,54,0,0.0,CSK,ACA-VDCA Stadium,2012-04-07,2012
4,Ashish Nehra,4.0,54,1,24.0,RCB,M. Chinnaswamy Stadium,2012-04-17,2012
5,Munaf Patel,4.0,54,1,24.0,RCB,M. Chinnaswamy Stadium,2012-05-14,2012
6,Vinay Kumar,4.0,53,1,24.0,CSK,Chidambaram,2012-04-12,2012
7,Vinay Kumar,4.0,51,0,0.0,RR,M. Chinnaswamy Stadium,2012-04-15,2012
8,Andre Russell,4.0,51,1,24.0,PBKS,HPCA Stadium,2012-05-19,2012
9,Morne Morkel,4.0,50,3,8.0,PWI,Arun Jaitley Stadium,2012-04-21,2012
10,Dan Christian,4.0,49,1,24.0,MI,ACA-VDCA Stadium,2012-04-09,2012
11,Dwayne Bravo,3.4,49,1,22.0,KKR,Chidambaram,2012-05-27,2012
12,Varun Aaron,4.0,48,0,0.0,KKR,Maharashtra Cricket Association's International Stadium,2012-05-22,2012
13,Parvinder Awana,4.0,48,0,0.0,RCB,M. Chinnaswamy Stadium,2012-05-02,2012
14,Zaheer Khan,4.0,48,1,24.0,KKR,Eden Gardens,2012-04-28,2012
15,Sreenath Aravind,3.0,48,0,0.0,RR,M. Chinnaswamy Stadium,2012-04-15,2012
16,Irfan Pathan,4.0,47,0,0.0,RCB,M. Chinnaswamy Stadium,2012-04-07,2012
17,TP Sudhindra,4.0,47,0,0.0,PBKS,IS Bindra Stadium,2012-05-13,2012
18,Sunny Gupta,3.0,47,0,0.0,CSK,Chidambaram,2012-05-25,2012
19,Ravichandran Ashwin,4.0,46,0,0.0,RCB,Chidambaram,2012-04-12,2012
20,Dale Steyn,4.0,46,0,0.0,PWI,Barabati Stadium,2012-05-01,2012
21,Alfonso Thomas,4.0,46,0,0.0,RCB,Maharashtra Cricket Association's International Stadium,2012-05-11,2012
22,Irfan Pathan,4.0,46,0,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-10,2012
23,Harmeet Singh Bansal,4.0,46,0,0.0,RCB,IS Bindra Stadium,2012-04-20,2012
24,Munaf Patel,4.0,46,0,0.0,CSK,Wankhede Stadium,2012-05-06,2012
25,TP Sudhindra,4.0,46,1,24.0,CSK,ACA-VDCA Stadium,2012-04-07,2012
26,Harshal Patel,4.0,46,1,24.0,KKR,M. Chinnaswamy Stadium,2012-04-10,2012
27,Piyush Chawla,4.0,46,1,24.0,MI,IS Bindra Stadium,2012-04-25,2012
28,Irfan Pathan,4.0,46,2,12.0,MI,Arun Jaitley Stadium,2012-04-27,2012
29,Dhawal Kulkarni,4.0,46,3,8.0,CSK,M. Chinnaswamy Stadium,2012-05-23,2012
30,Amit Singh,4.0,45,0,0.0,CSK,Chidambaram,2012-04-21,2012
31,Ben Hilfenhaus,4.0,45,1,24.0,MI,M. Chinnaswamy Stadium,2012-05-23,2012
32,Anand Rajan,4.0,45,1,24.0,RR,Sawai Mansingh Stadium,2012-04-17,2012
33,Veer Pratap Singh,4.0,45,1,24.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2012-05-08,2012
34,Irfan Pathan,4.0,44,0,0.0,RCB,Arun Jaitley Stadium,2012-05-17,2012
35,Shahbaz Nadeem,4.0,44,0,0.0,PWI,Arun Jaitley Stadium,2012-04-21,2012
36,Amit Mishra,4.0,44,0,0.0,DC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-10,2012
37,Siddharth Trivedi,4.0,44,0,0.0,RCB,Sawai Mansingh Stadium,2012-04-23,2012
38,Brett Lee,4.0,44,0,0.0,MI,Eden Gardens,2012-05-12,2012
39,Harshal Patel,4.0,44,1,24.0,PBKS,IS Bindra Stadium,2012-04-20,2012
40,Muttiah Muralitharan,4.0,44,1,24.0,DC,Arun Jaitley Stadium,2012-05-17,2012
41,Kieron Pollard,4.0,44,4,6.0,RR,Wankhede Stadium,2012-04-11,2012
42,Anand Rajan,3.5,44,1,23.0,RCB,M. Chinnaswamy Stadium,2012-05-06,2012
43,Dale Steyn,3.4,44,0,0.0,RR,Sawai Mansingh Stadium,2012-04-17,2012
44,Harbhajan Singh,4.0,43,0,0.0,RR,Wankhede Stadium,2012-04-11,2012
45,Dan Christian,4.0,43,1,24.0,RR,Sawai Mansingh Stadium,2012-04-17,2012
46,Kevon Cooper,4.0,43,1,24.0,MI,Wankhede Stadium,2012-04-11,2012
47,Ashish Nehra,4.0,43,1,24.0,CSK,Maharashtra Cricket Association's International Stadium,2012-04-14,2012
48,Amit Singh,3.5,43,2,11.5,RCB,M. Chinnaswamy Stadium,2012-04-15,2012
49,TP Sudhindra,3.4,43,0,0.0,DC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-10,2012
50,Praveen Kumar,4.0,42,0,0.0,RR,Sawai Mansingh Stadium,2012-04-06,2012
51,Brett Lee,4.0,42,0,0.0,CSK,Chidambaram,2012-05-27,2012
52,Harbhajan Singh,4.0,42,0,0.0,DC,Arun Jaitley Stadium,2012-04-27,2012
53,Umesh Yadav,4.0,42,0,0.0,RCB,Arun Jaitley Stadium,2012-05-17,2012
54,Pradeep Sangwan,4.0,42,1,24.0,DC,Arun Jaitley Stadium,2012-05-07,2012
55,Ajit Agarkar,3.0,42,0,0.0,DEC,Arun Jaitley Stadium,2012-04-19,2012
56,Munaf Patel,4.0,41,0,0.0,PBKS,Wankhede Stadium,2012-04-22,2012
57,Andre Russell,4.0,41,0,0.0,RCB,Arun Jaitley Stadium,2012-05-17,2012
58,Lasith Malinga,4.0,41,0,0.0,CSK,M. Chinnaswamy Stadium,2012-05-23,2012
59,Rajat Bhatia,4.0,41,0,0.0,MI,Eden Gardens,2012-05-12,2012
60,Munaf Patel,4.0,41,0,0.0,PBKS,IS Bindra Stadium,2012-04-25,2012
61,RP Singh,4.0,41,0,0.0,DC,Arun Jaitley Stadium,2012-04-27,2012
62,Ankeet Chavan,4.0,41,1,24.0,MI,Wankhede Stadium,2012-04-11,2012
63,Ravichandran Ashwin,4.0,41,1,24.0,KKR,Chidambaram,2012-05-27,2012
64,Parvinder Awana,4.0,41,1,24.0,DEC,IS Bindra Stadium,2012-05-13,2012
65,Ashish Nehra,4.0,41,1,24.0,DEC,Barabati Stadium,2012-05-01,2012
66,James Faulkner,4.0,41,2,12.0,RR,Sawai Mansingh Stadium,2012-04-06,2012
67,Amit Singh,4.0,41,2,12.0,DC,Arun Jaitley Stadium,2012-04-29,2012
68,Rajat Bhatia,3.0,41,1,18.0,RCB,Eden Gardens,2012-04-28,2012
69,Shaun Tait,4.0,40,0,0.0,MI,Sawai Mansingh Stadium,2012-05-20,2012
70,Umesh Yadav,4.0,40,0,0.0,PWI,Maharashtra Cricket Association's International Stadium,2012-04-24,2012
71,Bhuvneshwar Kumar,4.0,40,0,0.0,RCB,Maharashtra Cricket Association's International Stadium,2012-05-11,2012
72,Jacques Kallis,4.0,40,0,0.0,MI,Eden Gardens,2012-05-12,2012
73,Vinay Kumar,4.0,40,1,24.0,PBKS,IS Bindra Stadium,2012-04-20,2012
74,Praveen Kumar,4.0,40,1,24.0,CSK,Chidambaram,2012-04-28,2012
75,Manpreet Gony,4.0,40,1,24.0,PBKS,IS Bindra Stadium,2012-05-13,2012
76,Shadab Jakati,4.0,40,2,12.0,DC,Chidambaram,2012-05-25,2012
77,Parvinder Awana,3.0,40,0,0.0,DC,HPCA Stadium,2012-05-19,2012
78,Bipul Sharma,2.4,40,0,0.0,PWI,Maharashtra Cricket Association's International Stadium,2012-04-08,2012
79,Pragyan Ojha,4.0,39,0,0.0,DEC,ACA-VDCA Stadium,2012-04-09,2012
80,Azhar Mahmood,4.0,39,0,0.0,MI,Wankhede Stadium,2012-04-22,2012
81,Andre Russell,4.0,39,0,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-10,2012
82,Shahbaz Nadeem,4.0,39,0,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-10,2012
83,Murali Kartik,4.0,39,0,0.0,RR,Sawai Mansingh Stadium,2012-05-13,2012
84,Ravindra Jadeja,4.0,39,1,24.0,KKR,Eden Gardens,2012-05-14,2012
85,Rahul Sharma,4.0,39,1,24.0,DEC,Maharashtra Cricket Association's International Stadium,2012-04-26,2012
86,Brett Lee,4.0,39,1,24.0,DC,Arun Jaitley Stadium,2012-05-07,2012
87,Marlon Samuels,4.0,39,1,24.0,DEC,Maharashtra Cricket Association's International Stadium,2012-04-26,2012
88,Dwayne Bravo,4.0,39,2,12.0,MI,Wankhede Stadium,2012-05-06,2012
89,Azhar Mahmood,4.0,39,2,12.0,DEC,IS Bindra Stadium,2012-05-13,2012
90,Brad Hogg,4.0,39,2,12.0,RCB,Sawai Mansingh Stadium,2012-04-23,2012
91,Ashish Reddy,4.0,39,2,12.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2012-05-08,2012
92,Marlon Samuels,4.0,39,3,8.0,CSK,Chidambaram,2012-04-19,2012
93,Parvinder Awana,4.0,39,3,8.0,MI,IS Bindra Stadium,2012-04-25,2012
94,Sourav Ganguly,3.0,39,0,0.0,DEC,Barabati Stadium,2012-05-01,2012
95,Chris Gayle,2.4,39,0,0.0,MI,M. Chinnaswamy Stadium,2012-05-14,2012
96,Shadab Jakati,4.0,38,0,0.0,KKR,Chidambaram,2012-05-27,2012
97,Nuwan Kulasekara,4.0,38,0,0.0,PWI,Maharashtra Cricket Association's International Stadium,2012-04-14,2012
98,Manpreet Gony,4.0,38,0,0.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,2012-05-20,2012
99,Syed Mohammad,4.0,38,0,0.0,MI,Wankhede Stadium,2012-05-09,2012
100,Varun Aaron,4.0,38,1,24.0,RCB,Arun Jaitley Stadium,2012-05-17,2012
101,Albie Morkel,4.0,38,1,24.0,KKR,Chidambaram,2012-05-27,2012
102,Piyush Chawla,4.0,38,2,12.0,RR,IS Bindra Stadium,2012-05-05,2012
103,Zaheer Khan,4.0,38,3,8.0,DC,Arun Jaitley Stadium,2012-05-17,2012
104,Dwayne Bravo,3.0,38,0,0.0,RR,Sawai Mansingh Stadium,2012-05-10,2012
105,Wayne Parnell,4.0,37,0,0.0,KKR,Eden Gardens,2012-05-05,2012
106,Vinay Kumar,4.0,37,0,0.0,RR,Sawai Mansingh Stadium,2012-04-23,2012
107,Sunil Narine,4.0,37,0,0.0,CSK,Chidambaram,2012-05-27,2012
108,Siddharth Trivedi,4.0,37,0,0.0,MI,Sawai Mansingh Stadium,2012-05-20,2012
109,Morne Morkel,4.0,37,0,0.0,KKR,Maharashtra Cricket Association's International Stadium,2012-05-22,2012
110,Azhar Mahmood,4.0,37,0,0.0,RR,IS Bindra Stadium,2012-05-05,2012
111,Umesh Yadav,4.0,37,1,24.0,KKR,Maharashtra Cricket Association's International Stadium,2012-05-22,2012
112,Juan Theron,4.0,37,2,12.0,PWI,Maharashtra Cricket Association's International Stadium,2012-04-26,2012
113,Albie Morkel,4.0,37,2,12.0,RCB,Chidambaram,2012-04-12,2012
114,Robin Peterson,4.0,37,3,8.0,DC,Arun Jaitley Stadium,2012-04-27,2012
115,Pankaj Singh,3.0,37,0,0.0,DEC,Sawai Mansingh Stadium,2012-04-17,2012
116,Bhuvneshwar Kumar,3.0,37,0,0.0,CSK,Chidambaram,2012-04-19,2012
117,Marchant de Lange,3.0,37,0,0.0,CSK,Eden Gardens,2012-05-14,2012
118,Pawan Negi,3.0,37,0,0.0,RCB,Arun Jaitley Stadium,2012-05-17,2012
119,Johan Botha,4.0,36,0,0.0,PBKS,Sawai Mansingh Stadium,2012-04-06,2012
120,Vinay Kumar,4.0,36,1,24.0,MI,M. Chinnaswamy Stadium,2012-05-14,2012
121,Harshal Patel,4.0,36,1,24.0,PWI,Maharashtra Cricket Association's International Stadium,2012-05-11,2012
122,Shakib Al Hasan,4.0,36,1,24.0,DC,Maharashtra Cricket Association's International Stadium,2012-05-22,2012
123,Zaheer Khan,4.0,36,1,24.0,DC,M. Chinnaswamy Stadium,2012-04-07,2012
124,Clint McKay,4.0,36,1,24.0,PBKS,IS Bindra Stadium,2012-04-25,2012
125,Ashish Reddy,4.0,36,1,24.0,RCB,M. Chinnaswamy Stadium,2012-05-06,2012
126,Umesh Yadav,4.0,36,2,12.0,MI,Arun Jaitley Stadium,2012-04-27,2012
127,Praveen Kumar,4.0,36,2,12.0,MI,Wankhede Stadium,2012-04-22,2012
128,Marchant de Lange,3.0,36,0,0.0,DC,Eden Gardens,2012-04-05,2012
129,Virat Kohli,2.0,36,0,0.0,CSK,Chidambaram,2012-04-12,2012
130,Ashish Nehra,4.0,35,0,0.0,KKR,Maharashtra Cricket Association's International Stadium,2012-05-19,2012
131,Umesh Yadav,4.0,35,0,0.0,RR,Arun Jaitley Stadium,2012-04-29,2012
132,Dwayne Bravo,4.0,35,0,0.0,DEC,Chidambaram,2012-05-04,2012
133,Kevon Cooper,4.0,35,0,0.0,RCB,Sawai Mansingh Stadium,2012-04-23,2012
134,Veer Pratap Singh,4.0,35,0,0.0,KKR,Barabati Stadium,2012-04-22,2012
135,Jacques Kallis,4.0,35,0,0.0,RR,Sawai Mansingh Stadium,2012-04-08,2012
136,Muttiah Muralitharan,4.0,35,0,0.0,RR,M. Chinnaswamy Stadium,2012-04-15,2012
137,Praveen Kumar,4.0,35,0,0.0,RCB,IS Bindra Stadium,2012-04-20,2012
138,Morne Morkel,4.0,35,1,24.0,KKR,Arun Jaitley Stadium,2012-05-07,2012
139,Angelo Mathews,4.0,35,1,24.0,RCB,M. Chinnaswamy Stadium,2012-04-17,2012
140,Dan Christian,4.0,35,1,24.0,CSK,Chidambaram,2012-05-04,2012
141,Dan Christian,4.0,35,1,24.0,DC,Arun Jaitley Stadium,2012-04-19,2012
142,Ravichandran Ashwin,4.0,35,1,24.0,PWI,Chidambaram,2012-04-19,2012
143,Vinay Kumar,4.0,35,2,12.0,DC,Arun Jaitley Stadium,2012-05-17,2012
144,Shahbaz Nadeem,4.0,35,2,12.0,MI,Arun Jaitley Stadium,2012-04-27,2012
145,Shaun Tait,3.4,35,0,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-18,2012
146,Harshal Patel,3.0,35,0,0.0,KKR,Eden Gardens,2012-04-28,2012
147,Piyush Chawla,3.0,35,1,18.0,RCB,M. Chinnaswamy Stadium,2012-05-02,2012
148,Veer Pratap Singh,3.0,35,2,9.0,CSK,Chidambaram,2012-05-04,2012
149,Raju Bhatkal,2.0,35,0,0.0,CSK,Chidambaram,2012-04-12,2012
150,Rahul Sharma,2.0,35,0,0.0,RCB,M. Chinnaswamy Stadium,2012-04-17,2012
1,Ishant Sharma,4.0,66,0,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,2013-05-08,2013
2,Umesh Yadav,4.0,65,0,0.0,RCB,Arun Jaitley Stadium,2013-05-10,2013
3,Ashok Dinda,4.0,63,0,0.0,MI,Wankhede Stadium,2013-04-13,2013
4,Michael Neser,4.0,62,0,0.0,RCB,IS Bindra Stadium,2013-05-06,2013
5,Ryan McLaren,4.0,60,2,12.0,MI,Wankhede Stadium,2013-05-07,2013
6,Mitchell Marsh,3.0,56,1,18.0,RCB,M. Chinnaswamy Stadium,2013-04-23,2013
7,Thisara Perera,3.3,55,0,0.0,MI,Wankhede Stadium,2013-05-13,2013
8,Umesh Yadav,4.0,52,1,24.0,PWI,Maharashtra Cricket Association's International Stadium,2013-05-19,2013
9,Ashok Dinda,4.0,52,2,12.0,RCB,Maharashtra Cricket Association's International Stadium,2013-05-02,2013
10,Jacques Kallis,4.0,50,0,0.0,CSK,Chidambaram,2013-04-28,2013
11,Dirk Nannes,4.0,50,0,0.0,KKR,Chidambaram,2013-04-28,2013
12,Sachithra Senanayake,4.0,50,1,24.0,MI,Eden Gardens,2013-04-24,2013
13,Kevon Cooper,4.0,49,0,0.0,CSK,Chidambaram,2013-04-22,2013
14,Mitchell Johnson,4.0,49,2,12.0,DC,Wankhede Stadium,2013-04-09,2013
15,Ashish Nehra,4.0,49,2,12.0,MI,Wankhede Stadium,2013-04-09,2013
16,RP Singh,4.0,48,0,0.0,DC,M. Chinnaswamy Stadium,2013-04-16,2013
17,Jacques Kallis,4.0,48,1,24.0,PWI,JSCA Stadium,2013-05-15,2013
18,Vinay Kumar,4.0,48,1,24.0,PBKS,IS Bindra Stadium,2013-05-06,2013
19,Ashok Dinda,4.0,48,2,12.0,RCB,M. Chinnaswamy Stadium,2013-04-23,2013
20,Manpreet Gony,4.0,47,0,0.0,RCB,M. Chinnaswamy Stadium,2013-05-14,2013
21,Ben Laughlin,4.0,46,0,0.0,MI,Wankhede Stadium,2013-05-05,2013
22,Lasith Malinga,4.0,45,0,0.0,CSK,Arun Jaitley Stadium,2013-05-21,2013
23,Lakshmipathy Balaji,4.0,45,0,0.0,CSK,Chidambaram,2013-04-28,2013
24,Dale Steyn,4.0,45,1,24.0,CSK,Chidambaram,2013-04-25,2013
25,Thisara Perera,4.0,45,3,8.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,2013-05-08,2013
26,Ravindra Jadeja,3.0,45,0,0.0,RR,Chidambaram,2013-04-22,2013
27,Ali Murtaza,2.0,45,0,0.0,RCB,M. Chinnaswamy Stadium,2013-04-23,2013
28,Thisara Perera,4.0,44,0,0.0,KKR,Eden Gardens,2013-04-14,2013
29,Muttiah Muralitharan,4.0,44,1,24.0,PBKS,M. Chinnaswamy Stadium,2013-05-14,2013
30,Lakshmipathy Balaji,4.0,44,1,24.0,PBKS,Eden Gardens,2013-04-26,2013
31,Moises Henriques,4.0,44,1,24.0,PWI,Maharashtra Cricket Association's International Stadium,2013-05-02,2013
32,Dwayne Bravo,4.0,44,2,12.0,MI,Chidambaram,2013-04-06,2013
33,Piyush Chawla,4.0,44,2,12.0,DC,HPCA Stadium,2013-05-16,2013
34,Dhawal Kulkarni,4.0,44,2,12.0,PBKS,Wankhede Stadium,2013-04-29,2013
35,Mitchell Johnson,4.0,43,1,24.0,SRH,Wankhede Stadium,2013-05-13,2013
36,Vinay Kumar,4.0,43,1,24.0,SRH,M. Chinnaswamy Stadium,2013-04-09,2013
37,Syed Mohammad,4.0,43,1,24.0,MI,Wankhede Stadium,2013-04-27,2013
38,Lasith Malinga,4.0,43,1,24.0,RR,Eden Gardens,2013-05-24,2013
39,Manpreet Gony,4.0,43,1,24.0,MI,Wankhede Stadium,2013-04-29,2013
40,Vinay Kumar,4.0,43,1,24.0,DC,Arun Jaitley Stadium,2013-05-10,2013
41,Morne Morkel,4.0,43,1,24.0,MI,Wankhede Stadium,2013-04-09,2013
42,Amit Mishra,4.0,42,0,0.0,RCB,M. Chinnaswamy Stadium,2013-04-09,2013
43,Dirk Nannes,4.0,42,0,0.0,PWI,Chidambaram,2013-04-15,2013
44,Dhawal Kulkarni,4.0,42,0,0.0,SRH,Wankhede Stadium,2013-05-13,2013
45,Dan Christian,4.0,42,0,0.0,MI,M. Chinnaswamy Stadium,2013-04-04,2013
46,James Faulkner,4.0,42,0,0.0,RCB,Sawai Mansingh Stadium,2013-04-29,2013
47,Morne Morkel,4.0,42,1,24.0,CSK,Arun Jaitley Stadium,2013-04-18,2013
48,Kevon Cooper,4.0,42,1,24.0,SRH,Sawai Mansingh Stadium,2013-04-27,2013
49,Azhar Mahmood,4.0,42,2,12.0,PWI,IS Bindra Stadium,2013-04-21,2013
50,Dwayne Bravo,4.0,42,4,6.0,MI,Eden Gardens,2013-05-26,2013
51,Amit Mishra,4.0,41,0,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,2013-05-08,2013
52,Mitchell Johnson,4.0,41,0,0.0,RR,Sawai Mansingh Stadium,2013-04-17,2013
53,Ashok Dinda,4.0,41,0,0.0,CSK,Maharashtra Cricket Association's International Stadium,2013-04-30,2013
54,Lakshmipathy Balaji,4.0,41,1,24.0,PWI,JSCA Stadium,2013-05-15,2013
55,Bhuvneshwar Kumar,4.0,41,1,24.0,RR,Maharashtra Cricket Association's International Stadium,2013-04-11,2013
56,Manpreet Gony,4.0,41,2,12.0,RCB,IS Bindra Stadium,2013-05-06,2013
57,RP Singh,3.5,41,0,0.0,CSK,Chidambaram,2013-04-13,2013
58,Wayne Parnell,4.0,40,0,0.0,KKR,Maharashtra Cricket Association's International Stadium,2013-05-09,2013
59,Mitchell Johnson,4.0,40,0,0.0,CSK,Arun Jaitley Stadium,2013-05-21,2013
60,Munaf Patel,4.0,40,0,0.0,RCB,M. Chinnaswamy Stadium,2013-04-04,2013
61,Morne Morkel,4.0,40,0,0.0,RR,Sawai Mansingh Stadium,2013-05-07,2013
62,Azhar Mahmood,4.0,40,0,0.0,DC,HPCA Stadium,2013-05-16,2013
63,Kieron Pollard,4.0,40,1,24.0,CSK,Chidambaram,2013-04-06,2013
64,RP Singh,4.0,40,1,24.0,MI,Wankhede Stadium,2013-04-27,2013
65,Brett Lee,4.0,40,2,12.0,DC,Eden Gardens,2013-04-03,2013
66,Chris Morris,4.0,40,3,8.0,RCB,Chidambaram,2013-04-13,2013
67,Siddarth Kaul,4.0,39,0,0.0,PBKS,HPCA Stadium,2013-05-16,2013
68,Kevon Cooper,4.0,39,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2013-05-17,2013
69,Irfan Pathan,4.0,39,0,0.0,RCB,M. Chinnaswamy Stadium,2013-04-16,2013
70,Parvinder Awana,4.0,39,0,0.0,RR,IS Bindra Stadium,2013-05-09,2013
71,Jason Holder,4.0,39,0,0.0,DC,Chidambaram,2013-05-14,2013
72,Ajit Chandila,4.0,39,0,0.0,RCB,Sawai Mansingh Stadium,2013-04-29,2013
73,Lasith Malinga,4.0,39,1,24.0,PBKS,Wankhede Stadium,2013-04-29,2013
74,Kevon Cooper,4.0,39,1,24.0,PWI,Sawai Mansingh Stadium,2013-05-05,2013
75,Harmeet Singh Bansal,4.0,39,1,24.0,SRH,IS Bindra Stadium,2013-05-11,2013
76,Lakshmipathy Balaji,4.0,39,1,24.0,PBKS,IS Bindra Stadium,2013-04-16,2013
77,Parvinder Awana,4.0,39,2,12.0,KKR,IS Bindra Stadium,2013-04-16,2013
78,Sandeep Sharma,4.0,39,2,12.0,MI,HPCA Stadium,2013-05-18,2013
79,Lasith Malinga,4.0,39,3,8.0,PBKS,HPCA Stadium,2013-05-18,2013
80,Parvinder Awana,4.0,39,3,8.0,RCB,M. Chinnaswamy Stadium,2013-05-14,2013
81,Vinay Kumar,3.5,39,1,23.0,RR,Sawai Mansingh Stadium,2013-04-29,2013
82,Shaun Tait,3.0,39,0,0.0,DC,Sawai Mansingh Stadium,2013-05-07,2013
83,Praveen Kumar,4.0,38,0,0.0,CSK,Chidambaram,2013-05-02,2013
84,Rahul Sharma,4.0,38,0,0.0,RR,Sawai Mansingh Stadium,2013-05-05,2013
85,Umesh Yadav,4.0,38,0,0.0,PBKS,HPCA Stadium,2013-05-16,2013
86,Kane Richardson,4.0,38,0,0.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2013-04-28,2013
87,James Faulkner,4.0,38,1,24.0,DC,Sawai Mansingh Stadium,2013-05-07,2013
88,Pravin Tambe,4.0,38,1,24.0,MI,Wankhede Stadium,2013-05-15,2013
89,Bhuvneshwar Kumar,4.0,38,1,24.0,RR,Sawai Mansingh Stadium,2013-05-05,2013
90,Ajantha Mendis,4.0,38,1,24.0,PBKS,IS Bindra Stadium,2013-04-21,2013
91,Parvinder Awana,4.0,38,1,24.0,PWI,IS Bindra Stadium,2013-04-21,2013
92,Vinay Kumar,4.0,38,1,24.0,MI,Wankhede Stadium,2013-04-27,2013
93,Ashish Nehra,4.0,38,2,12.0,PBKS,HPCA Stadium,2013-05-16,2013
94,RP Singh,3.0,38,0,0.0,PBKS,IS Bindra Stadium,2013-05-06,2013
95,Jasprit Bumrah,3.0,38,0,0.0,DC,Arun Jaitley Stadium,2013-04-21,2013
96,Shanthakumaran Sreesanth,2.4,38,0,0.0,PWI,Maharashtra Cricket Association's International Stadium,2013-04-11,2013
97,Ashish Nehra,4.0,37,0,0.0,CSK,Chidambaram,2013-05-14,2013
98,Ashok Dinda,4.0,37,0,0.0,PBKS,IS Bindra Stadium,2013-04-21,2013
99,Siddarth Kaul,4.0,37,0,0.0,CSK,Chidambaram,2013-05-14,2013
100,Thisara Perera,4.0,37,0,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2013-05-01,2013
101,Pragyan Ojha,4.0,37,0,0.0,SRH,Wankhede Stadium,2013-05-13,2013
102,Irfan Pathan,4.0,37,1,24.0,MI,Wankhede Stadium,2013-04-09,2013
103,James Faulkner,4.0,37,1,24.0,PBKS,IS Bindra Stadium,2013-05-09,2013
104,Abhimanyu Mithun,4.0,37,1,24.0,KKR,JSCA Stadium,2013-05-12,2013
105,Dale Steyn,4.0,37,1,24.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,2013-04-07,2013
106,Dwayne Bravo,4.0,37,1,24.0,KKR,Chidambaram,2013-04-28,2013
107,Ashish Nehra,4.0,37,1,24.0,KKR,Shaheed Veer Narayan Singh International Cricket Stadium,2013-05-01,2013
108,Jaydev Unadkat,4.0,37,2,12.0,PWI,M. Chinnaswamy Stadium,2013-04-23,2013
109,Dwayne Bravo,4.0,37,2,12.0,SRH,Chidambaram,2013-04-25,2013
110,Ajit Agarkar,3.0,37,0,0.0,MI,Arun Jaitley Stadium,2013-04-21,2013
111,Rahul Sharma,4.0,36,0,0.0,RCB,Maharashtra Cricket Association's International Stadium,2013-05-02,2013
112,Sandeep Sharma,4.0,36,0,0.0,RCB,M. Chinnaswamy Stadium,2013-05-14,2013
113,Praveen Kumar,4.0,36,0,0.0,PWI,IS Bindra Stadium,2013-04-21,2013
114,Morne Morkel,4.0,36,0,0.0,PWI,Shaheed Veer Narayan Singh International Cricket Stadium,2013-04-28,2013
115,Morne Morkel,4.0,36,0,0.0,PWI,Maharashtra Cricket Association's International Stadium,2013-05-19,2013
